transaction_id,store_id,customer_id,txn_ts,channel,subtotal_cents,tax_cents,total_cents
T00021143,S0005,C004898,2025-08-02T08:31:00,In-Store,7395,629,8024
T00021144,S0005,C004071,2025-08-02T08:05:42,In-Store,5667,389,6056
T00021145,S0005,C004751,2025-08-02T19:37:15,In-Store,4372,310,4682
T00021146,S0005,C004481,2025-08-02T08:15:07,In-Store,4487,288,4775
T00021147,S0005,C004649,2025-08-02T18:40:41,In-Store,3257,170,3427
T00021148,S0005,C004070,2025-08-02T17:44:05,In-Store,17863,633,18496
T00021149,S0005,C004296,2025-08-02T18:50:32,In-Store,2786,0,2786
T00021150,S0005,C004710,2025-08-02T12:41:38,In-Store,6247,405,6652
T00021151,S0005,C004182,2025-08-02T18:23:47,In-Store,6456,394,6850
T00021152,S0005,C004644,2025-08-02T13:42:32,In-Store,2686,115,2801
T00021153,S0005,C004916,2025-08-02T13:18:25,In-Store,4632,29,4661
T00021154,S0005,C004296,2025-08-02T12:15:15,In-Store,14010,844,14854
T00021155,S0005,C004967,2025-08-02T09:36:04,In-Store,21563,1088,22651
T00021156,S0005,C004991,2025-08-02T19:18:59,In-Store,3394,278,3672
T00021157,S0005,C004846,2025-08-02T13:11:52,In-Store,10387,922,11309
T00021158,S0005,C004182,2025-08-02T09:59:44,In-Store,9765,571,10336
T00021159,S0005,C004569,2025-08-02T14:30:28,In-Store,10705,778,11483
T00021160,S0005,C004145,2025-08-02T08:51:47,In-Store,5032,267,5299
T00021161,S0005,C004559,2025-08-02T17:07:32,In-Store,12561,580,13141
T00021162,S0005,,2025-08-02T11:49:51,In-Store,3041,0,3041
T00021163,S0005,C004796,2025-08-02T09:27:22,In-Store,7920,383,8303
T00021164,S0005,,2025-08-02T17:01:21,In-Store,10848,743,11591
T00021165,S0005,C004478,2025-08-02T19:35:36,In-Store,8993,286,9279
T00021166,S0005,C004573,2025-08-02T12:07:48,In-Store,4500,112,4612
T00021167,S0005,C004709,2025-08-02T17:59:37,In-Store,1868,72,1940
T00021168,S0005,C004748,2025-08-02T19:52:00,In-Store,11945,804,12749
T00021169,S0005,C004870,2025-08-02T08:59:34,In-Store,2109,71,2180
T00021170,S0005,C004610,2025-08-02T09:56:21,In-Store,7442,0,7442
T00021171,S0005,C004488,2025-08-02T19:47:06,In-Store,9479,515,9994
T00021172,S0005,C004957,2025-08-02T18:09:59,In-Store,5318,263,5581
T00021173,S0005,,2025-08-02T19:33:08,In-Store,5301,221,5522
T00021174,S0005,C004842,2025-08-02T11:22:16,In-Store,1457,0,1457
T00021175,S0005,C004481,2025-08-02T18:06:08,In-Store,4924,168,5092
T00021176,S0005,C004513,2025-08-02T11:41:52,In-Store,4115,125,4240
T00021177,S0005,C004516,2025-08-02T18:40:17,In-Store,10418,585,11003
T00021178,S0005,C004216,2025-08-02T12:11:58,In-Store,8341,645,8986
T00021179,S0005,C004322,2025-08-02T18:18:26,In-Store,8103,260,8363
T00021180,S0005,C004234,2025-08-02T09:28:41,In-Store,7947,466,8413
T00021181,S0005,C004564,2025-08-02T08:12:32,In-Store,7991,234,8225
T00021182,S0005,C004596,2025-08-02T17:41:30,In-Store,4460,155,4615
T00021183,S0005,C004670,2025-08-02T17:28:42,In-Store,5435,129,5564
T00021184,S0005,C004056,2025-08-02T09:38:39,In-Store,7454,262,7716
T00021185,S0005,C004434,2025-08-02T18:33:34,In-Store,7663,476,8139
T00021186,S0005,C004923,2025-08-02T18:00:46,In-Store,17812,1473,19285
T00021187,S0005,C004252,2025-08-02T18:53:48,In-Store,3625,0,3625
T00021188,S0005,,2025-08-02T18:43:37,In-Store,5313,218,5531
T00021189,S0005,,2025-08-02T18:15:18,In-Store,4599,123,4722
T00021190,S0005,C004128,2025-08-02T17:06:06,In-Store,3692,0,3692
T00021191,S0005,C004370,2025-08-02T19:09:24,In-Store,3920,13,3933
T00021192,S0005,,2025-08-02T12:30:27,In-Store,11949,808,12757
T00021193,S0005,C004868,2025-08-02T13:31:29,In-Store,3630,277,3907
T00021194,S0005,C004593,2025-08-02T12:11:27,In-Store,21885,1596,23481
T00021195,S0005,C004543,2025-08-02T12:33:53,In-Store,8152,615,8767
T00021196,S0005,C004280,2025-08-02T18:25:11,In-Store,7988,378,8366
T00021197,S0005,,2025-08-02T10:46:20,In-Store,5461,0,5461
T00021198,S0005,C004260,2025-08-02T18:09:46,In-Store,7406,587,7993
T00021199,S0005,C004955,2025-08-02T10:21:06,In-Store,8793,303,9096
T00021200,S0005,C004921,2025-08-02T13:09:16,In-Store,8152,432,8584
T00021201,S0005,C004101,2025-08-02T19:31:18,In-Store,2583,72,2655
T00021202,S0005,C004709,2025-08-02T16:03:43,In-Store,16489,742,17231
T00021203,S0005,C004384,2025-08-02T16:19:46,In-Store,6336,522,6858
T00021204,S0005,C004198,2025-08-02T14:39:47,In-Store,9723,535,10258
T00021205,S0005,C004667,2025-08-02T11:39:40,In-Store,6733,384,7117
T00021206,S0005,C004634,2025-08-02T13:49:12,In-Store,6010,533,6543
T00021207,S0005,C004680,2025-08-02T12:35:19,In-Store,24500,1404,25904
T00021208,S0005,C004833,2025-08-02T14:15:31,In-Store,4226,0,4226
T00021209,S0005,C004538,2025-08-02T16:34:32,In-Store,12039,902,12941
T00021210,S0005,C004331,2025-08-02T19:03:12,In-Store,3404,0,3404
T00021211,S0005,C004590,2025-08-02T18:18:16,In-Store,6635,0,6635
T00021212,S0005,,2025-08-02T17:50:54,In-Store,5016,304,5320
T00021213,S0005,,2025-08-02T11:42:08,In-Store,3444,0,3444
T00021214,S0005,C004200,2025-08-02T11:39:41,In-Store,3028,0,3028
T00021215,S0005,C004580,2025-08-02T18:32:50,In-Store,2437,54,2491
T00021216,S0005,C004873,2025-08-02T17:43:35,In-Store,3895,0,3895
T00021217,S0005,,2025-08-02T11:32:22,In-Store,15931,571,16502
T00021218,S0005,,2025-08-02T08:33:19,In-Store,5331,102,5433
T00021219,S0005,C004519,2025-08-02T11:59:35,In-Store,7125,154,7279
T00021220,S0005,C004369,2025-08-02T17:27:40,In-Store,9412,125,9537
T00021221,S0005,C004958,2025-08-02T14:40:10,In-Store,8949,611,9560
T00021222,S0005,C004828,2025-08-02T12:10:55,In-Store,7000,268,7268
T00021223,S0005,C004070,2025-08-02T08:57:17,In-Store,12178,409,12587
T00021224,S0005,,2025-08-02T19:47:48,In-Store,10653,587,11240
T00021225,S0005,,2025-08-02T18:22:42,In-Store,6229,285,6514
T00021226,S0005,C004925,2025-08-02T16:53:06,In-Store,15612,1007,16619
T00021227,S0005,C004151,2025-08-02T14:46:48,In-Store,8978,561,9539
T00021228,S0005,C004697,2025-08-02T15:09:16,In-Store,4244,205,4449
T00021229,S0005,C004776,2025-08-02T15:28:59,In-Store,2837,65,2902
T00021230,S0005,C004946,2025-08-02T13:55:04,In-Store,3897,0,3897
T00021231,S0005,C004027,2025-08-02T16:19:35,In-Store,7127,286,7413
T00021232,S0005,C004702,2025-08-02T17:23:27,In-Store,11306,793,12099
T00021233,S0005,C004399,2025-08-02T09:37:43,In-Store,10722,766,11488
T00021234,S0005,C004399,2025-08-02T11:31:31,In-Store,4479,159,4638
T00021235,S0005,C004607,2025-08-02T18:11:14,In-Store,5903,378,6281
T00021236,S0005,C004520,2025-08-02T08:44:12,In-Store,5535,238,5773
T00021237,S0005,,2025-08-02T19:03:00,In-Store,6573,420,6993
T00021238,S0005,C004457,2025-08-02T08:04:03,In-Store,4626,322,4948
T00021239,S0005,C004535,2025-08-02T13:40:48,Online,3239,0,3239
T00021240,S0005,C004147,2025-08-02T12:11:23,Online,5802,327,6129
T00021241,S0005,C004790,2025-08-02T09:35:08,Online,12093,879,12972
T00021242,S0005,C004477,2025-08-02T21:18:01,Online,11217,812,12029
T00021243,S0005,C004170,2025-08-02T21:43:33,Online,6420,569,6989
T00021244,S0005,C004822,2025-08-02T09:55:39,Online,2479,39,2518
T00021245,S0005,,2025-08-02T20:50:08,Online,3073,0,3073
T00021246,S0005,C004863,2025-08-02T13:38:12,Online,2856,0,2856
T00021247,S0005,C004825,2025-08-02T09:09:32,Online,6569,238,6807
T00021248,S0005,C004865,2025-08-02T10:14:14,Online,22943,1574,24517
T00021249,S0005,C004277,2025-08-02T20:26:16,Online,5593,238,5831
T00021250,S0005,C004614,2025-08-02T09:03:22,Online,14340,777,15117
T00021251,S0005,C004422,2025-08-02T10:05:00,Online,4556,0,4556
T00021252,S0005,C004820,2025-08-02T12:41:15,Online,3091,183,3274
T00021253,S0005,,2025-08-02T10:43:46,Online,14412,650,15062
T00021254,S0005,C004448,2025-08-02T12:46:04,Online,5344,211,5555
T00021255,S0005,C004007,2025-08-02T09:34:08,Online,5721,85,5806
T00021256,S0005,C004076,2025-08-02T19:13:30,Online,7762,457,8219
T00021257,S0005,,2025-08-02T09:42:32,Online,5519,0,5519
T00021258,S0005,C004172,2025-08-02T21:05:05,Online,4330,134,4464
T00021259,S0005,C004119,2025-08-02T09:05:17,Online,7085,386,7471
T00021260,S0005,C004195,2025-08-02T20:40:45,Online,9895,698,10593
T00021261,S0005,C004286,2025-08-02T21:02:56,Online,5680,365,6045
T00021262,S0005,C004517,2025-08-02T19:11:19,Online,9793,0,9793
T00021263,S0005,C004887,2025-08-02T20:34:32,Online,7295,385,7680
T00021264,S0005,C004712,2025-08-02T20:44:30,Online,12018,961,12979
T00021265,S0005,,2025-08-02T10:00:13,Online,7083,430,7513
T00021266,S0005,,2025-08-02T21:25:03,Online,21867,1002,22869
T00021267,S0005,C004960,2025-08-02T12:26:34,Online,12796,502,13298
T00021268,S0005,C004016,2025-08-02T10:04:15,Online,14257,251,14508
T00021269,S0005,C004162,2025-08-02T20:10:07,Online,6901,430,7331
T00021270,S0005,C004681,2025-08-02T21:38:10,Online,3730,0,3730
T00021271,S0001,C000803,2025-08-03T08:38:51,In-Store,9445,417,9862
T00021272,S0001,C000130,2025-08-03T09:16:23,In-Store,15617,580,16197
T00021273,S0001,C000194,2025-08-03T18:35:34,In-Store,9997,659,10656
T00021274,S0001,C000701,2025-08-03T08:22:48,In-Store,8935,130,9065
T00021275,S0001,C000655,2025-08-03T12:20:09,In-Store,14998,939,15937
T00021276,S0001,C000917,2025-08-03T19:57:13,In-Store,14866,374,15240
T00021277,S0001,C000717,2025-08-03T11:23:12,In-Store,5598,116,5714
T00021278,S0001,C000875,2025-08-03T17:15:41,In-Store,6319,431,6750
T00021279,S0001,C000381,2025-08-03T18:09:05,In-Store,4204,158,4362
T00021280,S0001,C000088,2025-08-03T12:37:02,In-Store,8704,458,9162
T00021281,S0001,C000999,2025-08-03T10:37:56,In-Store,9068,291,9359
T00021282,S0001,C000377,2025-08-03T17:22:33,In-Store,4535,0,4535
T00021283,S0001,C000968,2025-08-03T13:07:41,In-Store,20837,678,21515
T00021284,S0001,C000090,2025-08-03T12:44:02,In-Store,4054,102,4156
T00021285,S0001,C000590,2025-08-03T19:41:00,In-Store,3099,154,3253
T00021286,S0001,C000101,2025-08-03T12:16:11,In-Store,5122,103,5225
T00021287,S0001,C000793,2025-08-03T14:30:47,In-Store,2759,48,2807
T00021288,S0001,C000107,2025-08-03T19:10:45,In-Store,4144,166,4310
T00021289,S0001,C000504,2025-08-03T09:43:03,In-Store,9932,0,9932
T00021290,S0001,C000969,2025-08-03T10:48:52,In-Store,6648,133,6781
T00021291,S0001,C000364,2025-08-03T08:37:26,In-Store,11611,916,12527
T00021292,S0001,C000274,2025-08-03T18:06:50,In-Store,5637,0,5637
T00021293,S0001,C000922,2025-08-03T13:48:23,In-Store,3754,191,3945
T00021294,S0001,C000880,2025-08-03T18:36:15,In-Store,6182,149,6331
T00021295,S0001,C000897,2025-08-03T11:57:39,In-Store,7518,577,8095
T00021296,S0001,C000692,2025-08-03T10:48:50,In-Store,8295,462,8757
T00021297,S0001,C000241,2025-08-03T10:11:58,In-Store,3751,229,3980
T00021298,S0001,C000819,2025-08-03T11:35:23,In-Store,4721,271,4992
T00021299,S0001,C000424,2025-08-03T12:32:31,In-Store,4358,134,4492
T00021300,S0001,C000986,2025-08-03T13:07:33,In-Store,8335,577,8912
T00021301,S0001,,2025-08-03T08:29:19,In-Store,12488,354,12842
T00021302,S0001,C000186,2025-08-03T09:22:57,In-Store,7687,509,8196
T00021303,S0001,C000152,2025-08-03T17:44:47,In-Store,5598,272,5870
T00021304,S0001,,2025-08-03T18:45:27,In-Store,7376,0,7376
T00021305,S0001,C000319,2025-08-03T15:31:41,In-Store,4433,223,4656
T00021306,S0001,C000912,2025-08-03T16:35:43,In-Store,10175,569,10744
T00021307,S0001,C000405,2025-08-03T08:08:10,In-Store,7413,372,7785
T00021308,S0001,C000282,2025-08-03T16:56:39,In-Store,6550,581,7131
T00021309,S0001,C000651,2025-08-03T11:34:23,In-Store,6798,476,7274
T00021310,S0001,C000357,2025-08-03T11:13:25,In-Store,11012,583,11595
T00021311,S0001,C000590,2025-08-03T12:37:42,In-Store,12954,899,13853
T00021312,S0001,C000671,2025-08-03T19:30:46,In-Store,4934,53,4987
T00021313,S0001,,2025-08-03T12:13:22,In-Store,12760,770,13530
T00021314,S0001,C000315,2025-08-03T09:06:56,In-Store,5596,411,6007
T00021315,S0001,C000791,2025-08-03T10:54:42,In-Store,5913,69,5982
T00021316,S0001,C000082,2025-08-03T08:32:59,In-Store,4229,140,4369
T00021317,S0001,C000150,2025-08-03T09:16:42,In-Store,5135,347,5482
T00021318,S0001,C000406,2025-08-03T12:13:17,In-Store,7464,150,7614
T00021319,S0001,C000557,2025-08-03T12:30:15,In-Store,7190,452,7642
T00021320,S0001,C000884,2025-08-03T12:21:41,In-Store,8554,395,8949
T00021321,S0001,C000132,2025-08-03T13:05:25,In-Store,4305,95,4400
T00021322,S0001,C000125,2025-08-03T08:00:27,In-Store,7056,130,7186
T00021323,S0001,,2025-08-03T10:38:17,In-Store,6407,245,6652
T00021324,S0001,C000731,2025-08-03T19:35:51,In-Store,14187,723,14910
T00021325,S0001,C000592,2025-08-03T11:35:45,In-Store,17400,610,18010
T00021326,S0001,C000571,2025-08-03T15:44:35,In-Store,6972,154,7126
T00021327,S0001,C000637,2025-08-03T19:56:49,In-Store,10133,547,10680
T00021328,S0001,C000065,2025-08-03T09:33:11,In-Store,20085,1238,21323
T00021329,S0001,C000259,2025-08-03T18:09:45,In-Store,1441,64,1505
T00021330,S0001,C000512,2025-08-03T13:15:47,In-Store,6076,358,6434
T00021331,S0001,C000326,2025-08-03T09:18:30,In-Store,14226,1080,15306
T00021332,S0001,C000473,2025-08-03T14:08:49,In-Store,11554,832,12386
T00021333,S0001,C000095,2025-08-03T08:10:22,In-Store,2975,198,3173
T00021334,S0001,C000947,2025-08-03T18:10:57,In-Store,2551,183,2734
T00021335,S0001,C000497,2025-08-03T19:46:15,In-Store,4616,316,4932
T00021336,S0001,,2025-08-03T11:50:32,In-Store,11871,640,12511
T00021337,S0001,C000212,2025-08-03T14:59:13,In-Store,3022,0,3022
T00021338,S0001,C000239,2025-08-03T13:28:21,In-Store,7021,241,7262
T00021339,S0001,C000475,2025-08-03T08:39:18,In-Store,6725,0,6725
T00021340,S0001,C000300,2025-08-03T08:43:33,In-Store,5323,0,5323
T00021341,S0001,C000394,2025-08-03T17:42:45,In-Store,4403,102,4505
T00021342,S0001,C000449,2025-08-03T11:16:56,In-Store,10842,767,11609
T00021343,S0001,C000637,2025-08-03T15:17:47,In-Store,9991,832,10823
T00021344,S0001,C000532,2025-08-03T08:08:34,In-Store,8104,719,8823
T00021345,S0001,C000617,2025-08-03T08:54:52,In-Store,11886,673,12559
T00021346,S0001,C000558,2025-08-03T12:03:39,In-Store,3281,118,3399
T00021347,S0001,C000721,2025-08-03T19:21:54,In-Store,7658,275,7933
T00021348,S0001,,2025-08-03T09:29:44,In-Store,9039,400,9439
T00021349,S0001,C000282,2025-08-03T15:27:40,In-Store,3986,118,4104
T00021350,S0001,,2025-08-03T15:30:32,In-Store,4626,344,4970
T00021351,S0001,C000341,2025-08-03T14:02:48,In-Store,6105,365,6470
T00021352,S0001,,2025-08-03T08:29:42,In-Store,4688,121,4809
T00021353,S0001,C000695,2025-08-03T12:58:38,In-Store,5888,283,6171
T00021354,S0001,C000463,2025-08-03T08:32:07,In-Store,6087,335,6422
T00021355,S0001,C000249,2025-08-03T15:27:02,In-Store,9443,527,9970
T00021356,S0001,C000128,2025-08-03T17:14:19,In-Store,6204,64,6268
T00021357,S0001,C000291,2025-08-03T19:12:56,In-Store,3172,92,3264
T00021358,S0001,C000183,2025-08-03T11:02:29,In-Store,2466,0,2466
T00021359,S0001,,2025-08-03T09:02:47,In-Store,3520,183,3703
T00021360,S0001,C000006,2025-08-03T09:11:56,In-Store,9840,195,10035
T00021361,S0001,C000996,2025-08-03T16:46:03,In-Store,7132,275,7407
T00021362,S0001,C000739,2025-08-03T12:48:59,In-Store,9354,556,9910
T00021363,S0001,C000809,2025-08-03T18:15:29,In-Store,7740,590,8330
T00021364,S0001,C000559,2025-08-03T19:11:21,In-Store,4261,0,4261
T00021365,S0001,C000922,2025-08-03T10:25:41,In-Store,3394,112,3506
T00021366,S0001,C000265,2025-08-03T19:25:22,In-Store,4544,0,4544
T00021367,S0001,C000132,2025-08-03T18:07:26,In-Store,13990,899,14889
T00021368,S0001,C000904,2025-08-03T16:52:55,In-Store,9586,546,10132
T00021369,S0001,C000640,2025-08-03T08:32:47,In-Store,8415,499,8914
T00021370,S0001,,2025-08-03T15:43:25,In-Store,3342,143,3485
T00021371,S0001,C000272,2025-08-03T18:04:38,In-Store,13159,547,13706
T00021372,S0001,C000445,2025-08-03T18:17:21,In-Store,8466,53,8519
T00021373,S0001,C000175,2025-08-03T13:03:29,In-Store,5884,446,6330
T00021374,S0001,,2025-08-03T13:57:18,In-Store,11181,888,12069
T00021375,S0001,,2025-08-03T08:56:14,In-Store,4857,0,4857
T00021376,S0001,C000883,2025-08-03T12:05:56,In-Store,14147,858,15005
T00021377,S0001,C000752,2025-08-03T14:18:01,In-Store,3950,0,3950
T00021378,S0001,,2025-08-03T11:40:52,In-Store,3082,148,3230
T00021379,S0001,C000714,2025-08-03T14:32:20,In-Store,3619,0,3619
T00021380,S0001,C000605,2025-08-03T18:01:14,In-Store,5713,135,5848
T00021381,S0001,C000160,2025-08-03T10:01:33,Online,17620,494,18114
T00021382,S0001,C000090,2025-08-03T09:52:49,Online,9815,687,10502
T00021383,S0001,,2025-08-03T09:48:44,Online,6150,251,6401
T00021384,S0001,C000270,2025-08-03T12:59:55,Online,7157,549,7706
T00021385,S0001,,2025-08-03T20:05:11,Online,11462,243,11705
T00021386,S0001,C000687,2025-08-03T21:45:56,Online,4703,312,5015
T00021387,S0001,C000830,2025-08-03T19:03:24,Online,14439,672,15111
T00021388,S0001,C000844,2025-08-03T13:56:11,Online,4466,68,4534
T00021389,S0001,C000094,2025-08-03T21:42:03,Online,3647,80,3727
T00021390,S0001,C000207,2025-08-03T19:24:37,Online,9730,280,10010
T00021391,S0001,C000045,2025-08-03T10:37:09,Online,13856,972,14828
T00021392,S0001,,2025-08-03T10:44:16,Online,5268,346,5614
T00021393,S0001,C000693,2025-08-03T09:56:24,Online,11014,105,11119
T00021394,S0001,C000251,2025-08-03T21:12:52,Online,3212,285,3497
T00021395,S0001,C000122,2025-08-03T21:13:19,Online,4508,19,4527
T00021396,S0001,,2025-08-03T09:05:22,Online,10935,627,11562
T00021397,S0001,C000821,2025-08-03T09:37:07,Online,4798,109,4907
T00021398,S0001,C000036,2025-08-03T09:44:56,Online,7181,418,7599
T00021399,S0001,C000393,2025-08-03T09:10:59,Online,4035,123,4158
T00021400,S0001,C000374,2025-08-03T19:57:59,Online,11406,704,12110
T00021401,S0001,C000334,2025-08-03T21:56:01,Online,4491,156,4647
T00021402,S0001,C000498,2025-08-03T20:55:03,Online,18042,835,18877
T00021403,S0001,C000161,2025-08-03T09:06:16,Online,3494,98,3592
T00021404,S0001,,2025-08-03T19:37:17,Online,3868,0,3868
T00021405,S0001,C000412,2025-08-03T20:47:11,Online,7822,590,8412
T00021406,S0001,C000657,2025-08-03T19:04:45,Online,16484,679,17163
T00021407,S0001,C000642,2025-08-03T10:49:55,Online,6690,391,7081
T00021408,S0001,C000397,2025-08-03T11:29:18,Online,15708,645,16353
T00021409,S0002,C001651,2025-08-03T09:13:02,In-Store,2463,120,2583
T00021410,S0002,C001847,2025-08-03T18:53:53,In-Store,10896,840,11736
T00021411,S0002,C001650,2025-08-03T12:59:28,In-Store,5328,202,5530
T00021412,S0002,C001815,2025-08-03T17:44:42,In-Store,3710,0,3710
T00021413,S0002,C001657,2025-08-03T13:36:03,In-Store,3234,112,3346
T00021414,S0002,C001691,2025-08-03T11:33:20,In-Store,6583,305,6888
T00021415,S0002,C001203,2025-08-03T17:21:30,In-Store,6273,356,6629
T00021416,S0002,C001282,2025-08-03T18:52:50,In-Store,8545,305,8850
T00021417,S0002,,2025-08-03T17:33:20,In-Store,2392,196,2588
T00021418,S0002,C001719,2025-08-03T15:41:56,In-Store,7358,395,7753
T00021419,S0002,C001477,2025-08-03T09:51:47,In-Store,3836,67,3903
T00021420,S0002,C001203,2025-08-03T09:59:33,In-Store,7134,254,7388
T00021421,S0002,C001640,2025-08-03T08:38:35,In-Store,4130,191,4321
T00021422,S0002,C001180,2025-08-03T13:53:47,In-Store,10467,362,10829
T00021423,S0002,C001198,2025-08-03T13:35:17,In-Store,7285,56,7341
T00021424,S0002,C001007,2025-08-03T11:08:14,In-Store,3787,135,3922
T00021425,S0002,C001925,2025-08-03T13:36:48,In-Store,15962,499,16461
T00021426,S0002,C001655,2025-08-03T10:54:00,In-Store,4447,282,4729
T00021427,S0002,C001783,2025-08-03T08:59:28,In-Store,11749,661,12410
T00021428,S0002,C001555,2025-08-03T11:58:55,In-Store,4605,0,4605
T00021429,S0002,C001361,2025-08-03T13:50:48,In-Store,6919,476,7395
T00021430,S0002,C001138,2025-08-03T11:08:38,In-Store,6114,296,6410
T00021431,S0002,C001370,2025-08-03T13:40:09,In-Store,4866,372,5238
T00021432,S0002,C001133,2025-08-03T18:30:31,In-Store,2919,144,3063
T00021433,S0002,C001717,2025-08-03T08:24:04,In-Store,5663,77,5740
T00021434,S0002,,2025-08-03T19:25:58,In-Store,9217,390,9607
T00021435,S0002,C001048,2025-08-03T14:31:40,In-Store,6465,359,6824
T00021436,S0002,,2025-08-03T15:45:42,In-Store,7520,367,7887
T00021437,S0002,C001421,2025-08-03T11:01:26,In-Store,20238,1092,21330
T00021438,S0002,C001181,2025-08-03T18:25:01,In-Store,3659,171,3830
T00021439,S0002,C001416,2025-08-03T13:06:34,In-Store,5857,125,5982
T00021440,S0002,C001530,2025-08-03T08:53:14,In-Store,2393,49,2442
T00021441,S0002,C001741,2025-08-03T10:28:39,In-Store,10623,577,11200
T00021442,S0002,C001828,2025-08-03T13:40:40,In-Store,19020,1335,20355
T00021443,S0002,C001623,2025-08-03T08:53:06,In-Store,2924,121,3045
T00021444,S0002,C001655,2025-08-03T12:04:27,In-Store,8951,629,9580
T00021445,S0002,C001421,2025-08-03T14:53:18,In-Store,3826,0,3826
T00021446,S0002,C001546,2025-08-03T13:46:20,In-Store,2656,39,2695
T00021447,S0002,C001896,2025-08-03T18:12:13,In-Store,2840,160,3000
T00021448,S0002,C001520,2025-08-03T13:57:32,In-Store,8664,677,9341
T00021449,S0002,C001079,2025-08-03T08:07:15,In-Store,8212,688,8900
T00021450,S0002,C001442,2025-08-03T19:52:29,In-Store,11417,828,12245
T00021451,S0002,,2025-08-03T10:22:01,In-Store,10426,421,10847
T00021452,S0002,C001271,2025-08-03T12:54:45,In-Store,5133,346,5479
T00021453,S0002,,2025-08-03T08:30:41,In-Store,16435,411,16846
T00021454,S0002,C001497,2025-08-03T09:56:21,In-Store,5396,0,5396
T00021455,S0002,C001837,2025-08-03T09:14:22,In-Store,5130,263,5393
T00021456,S0002,C001162,2025-08-03T19:37:11,In-Store,9245,553,9798
T00021457,S0002,,2025-08-03T19:01:10,In-Store,6028,418,6446
T00021458,S0002,C001915,2025-08-03T12:02:56,In-Store,3670,107,3777
T00021459,S0002,C001947,2025-08-03T09:09:01,In-Store,9013,295,9308
T00021460,S0002,C001698,2025-08-03T18:32:09,In-Store,8836,287,9123
T00021461,S0002,C001443,2025-08-03T13:44:33,In-Store,14809,1031,15840
T00021462,S0002,C001089,2025-08-03T09:09:33,In-Store,10398,852,11250
T00021463,S0002,,2025-08-03T19:48:02,In-Store,10217,359,10576
T00021464,S0002,C001070,2025-08-03T08:21:51,In-Store,12617,644,13261
T00021465,S0002,C001396,2025-08-03T13:50:24,In-Store,10155,486,10641
T00021466,S0002,,2025-08-03T11:55:54,In-Store,2301,125,2426
T00021467,S0002,C001084,2025-08-03T18:39:37,In-Store,6593,319,6912
T00021468,S0002,C001449,2025-08-03T09:40:27,In-Store,5415,131,5546
T00021469,S0002,C001380,2025-08-03T18:31:19,In-Store,15289,1204,16493
T00021470,S0002,C001966,2025-08-03T16:47:45,In-Store,2627,107,2734
T00021471,S0002,C001616,2025-08-03T19:56:53,In-Store,6069,404,6473
T00021472,S0002,C001586,2025-08-03T11:58:14,In-Store,5328,277,5605
T00021473,S0002,C001016,2025-08-03T11:54:48,In-Store,4420,0,4420
T00021474,S0002,C001741,2025-08-03T12:11:17,In-Store,10768,682,11450
T00021475,S0002,,2025-08-03T18:29:36,In-Store,5060,127,5187
T00021476,S0002,,2025-08-03T08:35:32,In-Store,5805,133,5938
T00021477,S0002,C001676,2025-08-03T12:38:41,In-Store,6685,314,6999
T00021478,S0002,C001582,2025-08-03T08:14:46,In-Store,12153,616,12769
T00021479,S0002,C001256,2025-08-03T17:25:46,In-Store,7608,530,8138
T00021480,S0002,C001008,2025-08-03T13:28:47,In-Store,3559,213,3772
T00021481,S0002,C001478,2025-08-03T16:16:22,In-Store,10462,490,10952
T00021482,S0002,C001692,2025-08-03T09:39:05,In-Store,6543,483,7026
T00021483,S0002,C001634,2025-08-03T12:07:49,In-Store,5397,182,5579
T00021484,S0002,C001823,2025-08-03T17:12:22,In-Store,4304,76,4380
T00021485,S0002,,2025-08-03T19:54:17,In-Store,3838,0,3838
T00021486,S0002,C001634,2025-08-03T11:58:11,In-Store,4361,242,4603
T00021487,S0002,C001394,2025-08-03T10:03:15,In-Store,5099,24,5123
T00021488,S0002,C001179,2025-08-03T13:39:01,In-Store,8700,295,8995
T00021489,S0002,,2025-08-03T11:07:23,In-Store,23727,1146,24873
T00021490,S0002,C001224,2025-08-03T18:33:53,In-Store,1478,36,1514
T00021491,S0002,C001734,2025-08-03T17:09:59,In-Store,14385,46,14431
T00021492,S0002,C001855,2025-08-03T19:08:34,In-Store,4055,97,4152
T00021493,S0002,,2025-08-03T09:05:27,In-Store,8366,155,8521
T00021494,S0002,C001766,2025-08-03T08:22:44,In-Store,7700,419,8119
T00021495,S0002,C001401,2025-08-03T10:19:54,In-Store,5231,403,5634
T00021496,S0002,C001068,2025-08-03T08:32:51,In-Store,9892,697,10589
T00021497,S0002,C001036,2025-08-03T18:53:25,In-Store,2013,64,2077
T00021498,S0002,C001249,2025-08-03T18:59:37,In-Store,5950,470,6420
T00021499,S0002,C001580,2025-08-03T15:01:17,In-Store,5127,0,5127
T00021500,S0002,C001674,2025-08-03T15:04:45,In-Store,6634,413,7047
T00021501,S0002,,2025-08-03T19:58:20,In-Store,10527,389,10916
T00021502,S0002,C001771,2025-08-03T09:21:05,In-Store,3774,55,3829
T00021503,S0002,C001889,2025-08-03T08:00:16,In-Store,4260,245,4505
T00021504,S0002,,2025-08-03T17:20:36,In-Store,4187,272,4459
T00021505,S0002,C001710,2025-08-03T18:36:38,In-Store,12369,370,12739
T00021506,S0002,C001952,2025-08-03T11:24:52,In-Store,11957,430,12387
