product_id,upc,brand,product_name,category,subcategory,size,unit_of_measure,base_price_cents,tax_code,is_perishable,is_age_restricted,brand_tier,created_date
P00897,100000000896,Hudson Valley,Hudson Valley Tomato Sauce 16 oz,Condiments/Sauces/Spices,Tomato Sauce,16 oz,oz,439,FOOD_NONTAX,False,False,National,2024-01-15
P00898,100000000897,EastRiver,EastRiver Yogurt 32 oz,Dairy & Eggs,Yogurt,32 oz,oz,413,FOOD_NONTAX,True,False,National,2024-01-15
P00899,100000000898,Gotham Goods,Gotham Goods Wine 6 pk,Alcohol,Wine,6 pk,ct,1539,ALCOHOL,False,True,National,2024-01-15
P00900,100000000899,MetroFresh,MetroFresh Chocolate 1 lb,Candy,Chocolate,1 lb,lb,353,FOOD_TAXABLE,False,False,National,2024-01-15
P00901,100000000900,Harbor & Co.,Harbor & Co. Chicken 1 lb,Meat and Seafood,Chicken,1 lb,lb,1280,FOOD_NONTAX,True,False,National,2024-01-15
P00902,100000000901,Mancino Essentials,Mancino Essentials Cold Cuts 16 oz,Deli,Cold Cuts,16 oz,oz,602,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00903,100000000902,Gotham Goods,Gotham Goods Cereal 1 lb,Breakfast & Cereal,Cereal,1 lb,lb,446,FOOD_NONTAX,False,False,National,2024-01-15
P00904,100000000903,EastRiver,EastRiver Beer 12 pk,Alcohol,Beer,12 pk,ct,1718,ALCOHOL,False,True,National,2024-01-15
P00905,100000000904,Gotham Goods,Gotham Goods Prepared Salad 24 oz,Prepared Meals,Prepared Salad,24 oz,oz,1076,FOOD_TAXABLE,True,False,National,2024-01-15
P00906,100000000905,Hudson Valley,Hudson Valley Prepared Salad 24 oz,Prepared Meals,Prepared Salad,24 oz,oz,873,FOOD_TAXABLE,True,False,National,2024-01-15
P00907,100000000906,Mancino Essentials,Mancino Essentials Cold Cuts 2 lb,Deli,Cold Cuts,2 lb,lb,657,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00908,100000000907,Mancino Select,Mancino Select Dog Kibble 12 oz,Pet Food,Dog Kibble,12 oz,oz,1394,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P00909,100000000908,EastRiver,EastRiver Chocolate 2 lb,Candy,Chocolate,2 lb,lb,421,FOOD_TAXABLE,False,False,National,2024-01-15
P00910,100000000909,Harbor & Co.,Harbor & Co. Bread 12 oz,Bakery,Bread,12 oz,oz,582,FOOD_NONTAX,True,False,National,2024-01-15
P00911,100000000910,Hudson Valley,Hudson Valley Milk 24 oz,Dairy & Eggs,Milk,24 oz,oz,459,FOOD_NONTAX,True,False,National,2024-01-15
P00912,100000000911,SoHo Artisan,SoHo Artisan Bread 750 ml,Bakery,Bread,750 ml,ml,449,FOOD_NONTAX,True,False,Premium,2024-01-15
P00913,100000000912,EastRiver,EastRiver Bread 12 pk,Bakery,Bread,12 pk,ct,395,FOOD_NONTAX,True,False,National,2024-01-15
P00914,100000000913,Harbor & Co.,Harbor & Co. Cold Cuts 12 oz,Deli,Cold Cuts,12 oz,oz,720,FOOD_NONTAX,True,False,National,2024-01-15
P00915,100000000914,Hudson Valley,Hudson Valley Dog Kibble 1 L,Pet Food,Dog Kibble,1 L,L,1612,FOOD_TAXABLE,False,False,National,2024-01-15
P00916,100000000915,EastRiver,EastRiver Wine 6 pk,Alcohol,Wine,6 pk,ct,1517,ALCOHOL,False,True,National,2024-01-15
P00917,100000000916,MetroFresh,MetroFresh Chocolate 16 oz,Candy,Chocolate,16 oz,oz,461,FOOD_TAXABLE,False,False,National,2024-01-15
P00918,100000000917,Mancino Private Label,Mancino Private Label Yogurt 32 oz,Dairy & Eggs,Yogurt,32 oz,oz,443,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00919,100000000918,EastRiver,EastRiver Frozen Pizza 12 oz,Frozen Foods,Frozen Pizza,12 oz,oz,947,FOOD_NONTAX,False,False,National,2024-01-15
P00920,100000000919,Mancino Private Label,Mancino Private Label Milk 1 L,Dairy & Eggs,Milk,1 L,L,296,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00921,100000000920,Gotham Goods,Gotham Goods Wine 6 pk,Alcohol,Wine,6 pk,ct,1482,ALCOHOL,False,True,National,2024-01-15
P00922,100000000921,Harbor & Co.,Harbor & Co. Chocolate 24 oz,Candy,Chocolate,24 oz,oz,477,FOOD_TAXABLE,False,False,National,2024-01-15
P00923,100000000922,EastRiver,EastRiver Cereal 6 pk,Breakfast & Cereal,Cereal,6 pk,ct,559,FOOD_NONTAX,False,False,National,2024-01-15
P00924,100000000923,EastRiver,EastRiver Salmon 16 oz,Meat and Seafood,Salmon,16 oz,oz,1046,FOOD_NONTAX,True,False,National,2024-01-15
P00925,100000000924,EastRiver,EastRiver Potato Chips 12 pk,Snacks/Cookies/Chips,Potato Chips,12 pk,ct,465,FOOD_NONTAX,False,False,National,2024-01-15
P00926,100000000925,Hudson Valley,Hudson Valley Chocolate 750 ml,Candy,Chocolate,750 ml,ml,262,FOOD_TAXABLE,False,False,National,2024-01-15
P00927,100000000926,Gotham Goods,Gotham Goods Bread 12 oz,Bakery,Bread,12 oz,oz,267,FOOD_NONTAX,True,False,National,2024-01-15
P00928,100000000927,Mancino Private Label,Mancino Private Label Dog Kibble 32 oz,Pet Food,Dog Kibble,32 oz,oz,1382,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P00929,100000000928,EastRiver,EastRiver Tomato Sauce 12 pk,Condiments/Sauces/Spices,Tomato Sauce,12 pk,ct,393,FOOD_NONTAX,False,False,National,2024-01-15
P00930,100000000929,MetroFresh,MetroFresh Prepared Salad 12 oz,Prepared Meals,Prepared Salad,12 oz,oz,1031,FOOD_TAXABLE,True,False,National,2024-01-15
P00931,100000000930,EastRiver,EastRiver Frozen Pizza 24 oz,Frozen Foods,Frozen Pizza,24 oz,oz,812,FOOD_NONTAX,False,False,National,2024-01-15
P00932,100000000931,Village Choice,Village Choice Milk 750 ml,Dairy & Eggs,Milk,750 ml,ml,400,FOOD_NONTAX,True,False,Premium,2024-01-15
P00933,100000000932,Mancino Select,Mancino Select Beer 24 oz,Alcohol,Beer,24 oz,oz,1788,ALCOHOL,False,True,Private Label,2024-01-15
P00934,100000000933,Gotham Goods,Gotham Goods Chicken 1 L,Meat and Seafood,Chicken,1 L,L,1091,FOOD_NONTAX,True,False,National,2024-01-15
P00935,100000000934,Mancino Private Label,Mancino Private Label Prepared Salad 16 oz,Prepared Meals,Prepared Salad,16 oz,oz,937,FOOD_TAXABLE,True,False,Private Label,2024-01-15
P00936,100000000935,Harbor & Co.,Harbor & Co. Dog Kibble 6 pk,Pet Food,Dog Kibble,6 pk,ct,1694,FOOD_TAXABLE,False,False,National,2024-01-15
P00937,100000000936,EastRiver,EastRiver Salmon 1 L,Meat and Seafood,Salmon,1 L,L,959,FOOD_NONTAX,True,False,National,2024-01-15
P00938,100000000937,Gotham Goods,Gotham Goods Tomato Sauce 1 lb,Condiments/Sauces/Spices,Tomato Sauce,1 lb,lb,381,FOOD_NONTAX,False,False,National,2024-01-15
P00939,100000000938,Mancino Select,Mancino Select Pasta 12 oz,Grains and Pasta,Pasta,12 oz,oz,447,FOOD_NONTAX,False,False,Private Label,2024-01-15
P00940,100000000939,Mancino Select,Mancino Select Flour 12 pk,Baking,Flour,12 pk,ct,459,FOOD_NONTAX,False,False,Private Label,2024-01-15
P00941,100000000940,MetroFresh,MetroFresh Cold Cuts 2 lb,Deli,Cold Cuts,2 lb,lb,837,FOOD_NONTAX,True,False,National,2024-01-15
P00942,100000000941,Mancino Select,Mancino Select Chocolate 6 pk,Candy,Chocolate,6 pk,ct,236,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P00943,100000000942,Harbor & Co.,Harbor & Co. Cold Cuts 2 lb,Deli,Cold Cuts,2 lb,lb,747,FOOD_NONTAX,True,False,National,2024-01-15
P00944,100000000943,Gotham Goods,Gotham Goods Wine 1 lb,Alcohol,Wine,1 lb,lb,1586,ALCOHOL,False,True,National,2024-01-15
P00945,100000000944,Mancino Private Label,Mancino Private Label Bread 1 lb,Bakery,Bread,1 lb,lb,448,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00946,100000000945,Gotham Goods,Gotham Goods Flour 1 lb,Baking,Flour,1 lb,lb,411,FOOD_NONTAX,False,False,National,2024-01-15
P00947,100000000946,Mancino Essentials,Mancino Essentials Wine 16 oz,Alcohol,Wine,16 oz,oz,1450,ALCOHOL,False,True,Private Label,2024-01-15
P00948,100000000947,EastRiver,EastRiver Cold Cuts 16 oz,Deli,Cold Cuts,16 oz,oz,755,FOOD_NONTAX,True,False,National,2024-01-15
P00949,100000000948,Mancino Essentials,Mancino Essentials Bread 16 oz,Bakery,Bread,16 oz,oz,267,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00950,100000000949,Gotham Goods,Gotham Goods Chicken 12 pk,Meat and Seafood,Chicken,12 pk,ct,1251,FOOD_NONTAX,True,False,National,2024-01-15
P00951,100000000950,Gotham Goods,Gotham Goods Salmon 12 oz,Meat and Seafood,Salmon,12 oz,oz,1146,FOOD_NONTAX,True,False,National,2024-01-15
P00952,100000000951,Hudson Valley,Hudson Valley Yogurt 12 oz,Dairy & Eggs,Yogurt,12 oz,oz,559,FOOD_NONTAX,True,False,National,2024-01-15
P00953,100000000952,Hudson Valley,Hudson Valley Tomato Sauce 32 oz,Condiments/Sauces/Spices,Tomato Sauce,32 oz,oz,646,FOOD_NONTAX,False,False,National,2024-01-15
P00954,100000000953,Gotham Goods,Gotham Goods Soda 12 oz,Beverages,Soda,12 oz,oz,503,FOOD_TAXABLE,False,False,National,2024-01-15
P00955,100000000954,Mancino Select,Mancino Select Soda 1 L,Beverages,Soda,1 L,L,562,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P00956,100000000955,MetroFresh,MetroFresh Milk 2 lb,Dairy & Eggs,Milk,2 lb,lb,443,FOOD_NONTAX,True,False,National,2024-01-15
P00957,100000000956,EastRiver,EastRiver Dog Kibble 12 oz,Pet Food,Dog Kibble,12 oz,oz,1529,FOOD_TAXABLE,False,False,National,2024-01-15
P00958,100000000957,Harbor & Co.,Harbor & Co. Yogurt 24 oz,Dairy & Eggs,Yogurt,24 oz,oz,334,FOOD_NONTAX,True,False,National,2024-01-15
P00959,100000000958,MetroFresh,MetroFresh Beer 24 oz,Alcohol,Beer,24 oz,oz,1501,ALCOHOL,False,True,National,2024-01-15
P00960,100000000959,EastRiver,EastRiver Milk 12 pk,Dairy & Eggs,Milk,12 pk,ct,397,FOOD_NONTAX,True,False,National,2024-01-15
P00961,100000000960,MetroFresh,MetroFresh Bread 12 pk,Bakery,Bread,12 pk,ct,498,FOOD_NONTAX,True,False,National,2024-01-15
P00962,100000000961,Mancino Private Label,Mancino Private Label Potato Chips 1 lb,Snacks/Cookies/Chips,Potato Chips,1 lb,lb,539,FOOD_NONTAX,False,False,Private Label,2024-01-15
P00963,100000000962,EastRiver,EastRiver Dog Kibble 12 pk,Pet Food,Dog Kibble,12 pk,ct,1513,FOOD_TAXABLE,False,False,National,2024-01-15
P00964,100000000963,SoHo Artisan,SoHo Artisan Bread 32 oz,Bakery,Bread,32 oz,oz,372,FOOD_NONTAX,True,False,Premium,2024-01-15
P00965,100000000964,Mancino Essentials,Mancino Essentials Soda 16 oz,Beverages,Soda,16 oz,oz,628,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P00966,100000000965,Harbor & Co.,Harbor & Co. Soda 12 oz,Beverages,Soda,12 oz,oz,551,FOOD_TAXABLE,False,False,National,2024-01-15
P00967,100000000966,Mancino Select,Mancino Select Milk 6 pk,Dairy & Eggs,Milk,6 pk,ct,581,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00968,100000000967,EastRiver,EastRiver Wine 750 ml,Alcohol,Wine,750 ml,ml,1507,ALCOHOL,False,True,National,2024-01-15
P00969,100000000968,Gotham Goods,Gotham Goods Cat Kibble 12 oz,Pet Food,Cat Kibble,12 oz,oz,1520,FOOD_TAXABLE,False,False,National,2024-01-15
P00970,100000000969,Mancino Private Label,Mancino Private Label Salmon 12 pk,Meat and Seafood,Salmon,12 pk,ct,1231,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00971,100000000970,Gotham Goods,Gotham Goods Flour 24 oz,Baking,Flour,24 oz,oz,698,FOOD_NONTAX,False,False,National,2024-01-15
P00972,100000000971,Mancino Private Label,Mancino Private Label Yogurt 16 oz,Dairy & Eggs,Yogurt,16 oz,oz,259,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00973,100000000972,Mancino Private Label,Mancino Private Label Tomato Sauce 6 pk,Condiments/Sauces/Spices,Tomato Sauce,6 pk,ct,417,FOOD_NONTAX,False,False,Private Label,2024-01-15
P00974,100000000973,EastRiver,EastRiver Cereal 16 oz,Breakfast & Cereal,Cereal,16 oz,oz,529,FOOD_NONTAX,False,False,National,2024-01-15
P00975,100000000974,Hudson Valley,Hudson Valley Dog Kibble 24 oz,Pet Food,Dog Kibble,24 oz,oz,1448,FOOD_TAXABLE,False,False,National,2024-01-15
P00976,100000000975,Gotham Goods,Gotham Goods Sparkling Water 1 lb,Beverages,Sparkling Water,1 lb,lb,486,FOOD_TAXABLE,False,False,National,2024-01-15
P00977,100000000976,Mancino Select,Mancino Select Beer 32 oz,Alcohol,Beer,32 oz,oz,1646,ALCOHOL,False,True,Private Label,2024-01-15
P00978,100000000977,Fifth Ave Reserve,Fifth Ave Reserve Salmon 1 lb,Meat and Seafood,Salmon,1 lb,lb,1179,FOOD_NONTAX,True,False,Premium,2024-01-15
P00979,100000000978,Hudson Valley,Hudson Valley Pasta 6 pk,Grains and Pasta,Pasta,6 pk,ct,301,FOOD_NONTAX,False,False,National,2024-01-15
P00980,100000000979,Village Choice,Village Choice Prepared Salad 6 pk,Prepared Meals,Prepared Salad,6 pk,ct,1095,FOOD_TAXABLE,True,False,Premium,2024-01-15
P00981,100000000980,Mancino Essentials,Mancino Essentials Chicken 6 pk,Meat and Seafood,Chicken,6 pk,ct,1064,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00982,100000000981,Harbor & Co.,Harbor & Co. Cold Cuts 750 ml,Deli,Cold Cuts,750 ml,ml,658,FOOD_NONTAX,True,False,National,2024-01-15
P00983,100000000982,EastRiver,EastRiver Potato Chips 12 oz,Snacks/Cookies/Chips,Potato Chips,12 oz,oz,389,FOOD_NONTAX,False,False,National,2024-01-15
P00984,100000000983,Mancino Select,Mancino Select Chocolate 2 lb,Candy,Chocolate,2 lb,lb,379,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P00985,100000000984,Harbor & Co.,Harbor & Co. Beer 2 lb,Alcohol,Beer,2 lb,lb,1484,ALCOHOL,False,True,National,2024-01-15
P00986,100000000985,Mancino Essentials,Mancino Essentials Sparkling Water 2 lb,Beverages,Sparkling Water,2 lb,lb,542,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P00987,100000000986,Harbor & Co.,Harbor & Co. Milk 1 L,Dairy & Eggs,Milk,1 L,L,411,FOOD_NONTAX,True,False,National,2024-01-15
P00988,100000000987,Village Choice,Village Choice Salmon 32 oz,Meat and Seafood,Salmon,32 oz,oz,1001,FOOD_NONTAX,True,False,Premium,2024-01-15
P00989,100000000988,EastRiver,EastRiver Cold Cuts 24 oz,Deli,Cold Cuts,24 oz,oz,877,FOOD_NONTAX,True,False,National,2024-01-15
P00990,100000000989,Harbor & Co.,Harbor & Co. Cereal 2 lb,Breakfast & Cereal,Cereal,2 lb,lb,431,FOOD_NONTAX,False,False,National,2024-01-15
P00991,100000000990,MetroFresh,MetroFresh Yogurt 12 pk,Dairy & Eggs,Yogurt,12 pk,ct,566,FOOD_NONTAX,True,False,National,2024-01-15
P00992,100000000991,EastRiver,EastRiver Tomato Sauce 1 L,Condiments/Sauces/Spices,Tomato Sauce,1 L,L,618,FOOD_NONTAX,False,False,National,2024-01-15
P00993,100000000992,Gotham Goods,Gotham Goods Sparkling Water 12 oz,Beverages,Sparkling Water,12 oz,oz,421,FOOD_TAXABLE,False,False,National,2024-01-15
P00994,100000000993,Mancino Select,Mancino Select Chicken 12 pk,Meat and Seafood,Chicken,12 pk,ct,1047,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00995,100000000994,Mancino Essentials,Mancino Essentials Salmon 32 oz,Meat and Seafood,Salmon,32 oz,oz,1220,FOOD_NONTAX,True,False,Private Label,2024-01-15
P00996,100000000995,Mancino Select,Mancino Select Soda 16 oz,Beverages,Soda,16 oz,oz,357,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P00997,100000000996,Mancino Essentials,Mancino Essentials Chocolate 6 pk,Candy,Chocolate,6 pk,ct,191,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P00998,100000000997,Mancino Private Label,Mancino Private Label Cat Kibble 12 pk,Pet Food,Cat Kibble,12 pk,ct,1651,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P00999,100000000998,Hudson Valley,Hudson Valley Pasta 750 ml,Grains and Pasta,Pasta,750 ml,ml,153,FOOD_NONTAX,False,False,National,2024-01-15
P01000,100000000999,Harbor & Co.,Harbor & Co. Cat Kibble 12 oz,Pet Food,Cat Kibble,12 oz,oz,1538,FOOD_TAXABLE,False,False,National,2024-01-15
P01001,100000001000,Gotham Goods,Gotham Goods Chocolate 12 oz,Candy,Chocolate,12 oz,oz,188,FOOD_TAXABLE,False,False,National,2024-01-15
P01002,100000001001,Mancino Select,Mancino Select Salmon 24 oz,Meat and Seafood,Salmon,24 oz,oz,1070,FOOD_NONTAX,True,False,Private Label,2024-01-15
P01003,100000001002,Fifth Ave Reserve,Fifth Ave Reserve Cereal 6 pk,Breakfast & Cereal,Cereal,6 pk,ct,354,FOOD_NONTAX,False,False,Premium,2024-01-15
P01004,100000001003,Village Choice,Village Choice Frozen Pizza 32 oz,Frozen Foods,Frozen Pizza,32 oz,oz,857,FOOD_NONTAX,False,False,Premium,2024-01-15
P01005,100000001004,MetroFresh,MetroFresh Cereal 2 lb,Breakfast & Cereal,Cereal,2 lb,lb,531,FOOD_NONTAX,False,False,National,2024-01-15
P01006,100000001005,Gotham Goods,Gotham Goods Tomato Sauce 16 oz,Condiments/Sauces/Spices,Tomato Sauce,16 oz,oz,535,FOOD_NONTAX,False,False,National,2024-01-15
P01007,100000001006,Mancino Private Label,Mancino Private Label Frozen Pizza 1 L,Frozen Foods,Frozen Pizza,1 L,L,891,FOOD_NONTAX,False,False,Private Label,2024-01-15
P01008,100000001007,Gotham Goods,Gotham Goods Soda 24 oz,Beverages,Soda,24 oz,oz,651,FOOD_TAXABLE,False,False,National,2024-01-15
P01009,100000001008,Hudson Valley,Hudson Valley Beer 750 ml,Alcohol,Beer,750 ml,ml,1749,ALCOHOL,False,True,National,2024-01-15
P01010,100000001009,Village Choice,Village Choice Soda 12 oz,Beverages,Soda,12 oz,oz,438,FOOD_TAXABLE,False,False,Premium,2024-01-15
P01011,100000001010,Mancino Essentials,Mancino Essentials Bread 12 oz,Bakery,Bread,12 oz,oz,323,FOOD_NONTAX,True,False,Private Label,2024-01-15
P01012,100000001011,Harbor & Co.,Harbor & Co. Soda 32 oz,Beverages,Soda,32 oz,oz,381,FOOD_TAXABLE,False,False,National,2024-01-15
P01013,100000001012,Hudson Valley,Hudson Valley Chocolate 1 lb,Candy,Chocolate,1 lb,lb,364,FOOD_TAXABLE,False,False,National,2024-01-15
P01014,100000001013,MetroFresh,MetroFresh Milk 16 oz,Dairy & Eggs,Milk,16 oz,oz,565,FOOD_NONTAX,True,False,National,2024-01-15
P01015,100000001014,Gotham Goods,Gotham Goods Dog Kibble 32 oz,Pet Food,Dog Kibble,32 oz,oz,1696,FOOD_TAXABLE,False,False,National,2024-01-15
P01016,100000001015,Fifth Ave Reserve,Fifth Ave Reserve Chocolate 32 oz,Candy,Chocolate,32 oz,oz,264,FOOD_TAXABLE,False,False,Premium,2024-01-15
P01017,100000001016,Harbor & Co.,Harbor & Co. Cat Kibble 16 oz,Pet Food,Cat Kibble,16 oz,oz,1447,FOOD_TAXABLE,False,False,National,2024-01-15
P01018,100000001017,Mancino Private Label,Mancino Private Label Dog Kibble 24 oz,Pet Food,Dog Kibble,24 oz,oz,1696,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P01019,100000001018,EastRiver,EastRiver Cereal 12 pk,Breakfast & Cereal,Cereal,12 pk,ct,397,FOOD_NONTAX,False,False,National,2024-01-15
P01020,100000001019,Harbor & Co.,Harbor & Co. Prepared Salad 750 ml,Prepared Meals,Prepared Salad,750 ml,ml,755,FOOD_TAXABLE,True,False,National,2024-01-15
P01021,100000001020,Gotham Goods,Gotham Goods Salmon 1 lb,Meat and Seafood,Salmon,1 lb,lb,1215,FOOD_NONTAX,True,False,National,2024-01-15
P01022,100000001021,Fifth Ave Reserve,Fifth Ave Reserve Pasta 24 oz,Grains and Pasta,Pasta,24 oz,oz,190,FOOD_NONTAX,False,False,Premium,2024-01-15
P01023,100000001022,Gotham Goods,Gotham Goods Chocolate 750 ml,Candy,Chocolate,750 ml,ml,344,FOOD_TAXABLE,False,False,National,2024-01-15
P01024,100000001023,MetroFresh,MetroFresh Cold Cuts 12 pk,Deli,Cold Cuts,12 pk,ct,668,FOOD_NONTAX,True,False,National,2024-01-15
P01025,100000001024,MetroFresh,MetroFresh Pasta 2 lb,Grains and Pasta,Pasta,2 lb,lb,226,FOOD_NONTAX,False,False,National,2024-01-15
P01026,100000001025,Mancino Select,Mancino Select Soda 1 lb,Beverages,Soda,1 lb,lb,667,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P01027,100000001026,Mancino Essentials,Mancino Essentials Tomato Sauce 750 ml,Condiments/Sauces/Spices,Tomato Sauce,750 ml,ml,526,FOOD_NONTAX,False,False,Private Label,2024-01-15
P01028,100000001027,Mancino Select,Mancino Select Tomato Sauce 2 lb,Condiments/Sauces/Spices,Tomato Sauce,2 lb,lb,471,FOOD_NONTAX,False,False,Private Label,2024-01-15
P01029,100000001028,MetroFresh,MetroFresh Cat Kibble 12 pk,Pet Food,Cat Kibble,12 pk,ct,1683,FOOD_TAXABLE,False,False,National,2024-01-15
P01030,100000001029,Gotham Goods,Gotham Goods Milk 12 pk,Dairy & Eggs,Milk,12 pk,ct,321,FOOD_NONTAX,True,False,National,2024-01-15
P01031,100000001030,Harbor & Co.,Harbor & Co. Flour 12 oz,Baking,Flour,12 oz,oz,557,FOOD_NONTAX,False,False,National,2024-01-15
P01032,100000001031,Harbor & Co.,Harbor & Co. Frozen Pizza 12 pk,Frozen Foods,Frozen Pizza,12 pk,ct,875,FOOD_NONTAX,False,False,National,2024-01-15
P01033,100000001032,EastRiver,EastRiver Cereal 6 pk,Breakfast & Cereal,Cereal,6 pk,ct,407,FOOD_NONTAX,False,False,National,2024-01-15
P01034,100000001033,EastRiver,EastRiver Beer 6 pk,Alcohol,Beer,6 pk,ct,1760,ALCOHOL,False,True,National,2024-01-15
P01035,100000001034,Mancino Private Label,Mancino Private Label Flour 12 oz,Baking,Flour,12 oz,oz,629,FOOD_NONTAX,False,False,Private Label,2024-01-15
P01036,100000001035,MetroFresh,MetroFresh Soda 1 lb,Beverages,Soda,1 lb,lb,419,FOOD_TAXABLE,False,False,National,2024-01-15
P01037,100000001036,Hudson Valley,Hudson Valley Beer 1 L,Alcohol,Beer,1 L,L,1504,ALCOHOL,False,True,National,2024-01-15
P01038,100000001037,MetroFresh,MetroFresh Prepared Salad 1 lb,Prepared Meals,Prepared Salad,1 lb,lb,756,FOOD_TAXABLE,True,False,National,2024-01-15
P01039,100000001038,EastRiver,EastRiver Cereal 32 oz,Breakfast & Cereal,Cereal,32 oz,oz,483,FOOD_NONTAX,False,False,National,2024-01-15
P01040,100000001039,Mancino Select,Mancino Select Prepared Salad 6 pk,Prepared Meals,Prepared Salad,6 pk,ct,1093,FOOD_TAXABLE,True,False,Private Label,2024-01-15
P01041,100000001040,Mancino Private Label,Mancino Private Label Potato Chips 1 lb,Snacks/Cookies/Chips,Potato Chips,1 lb,lb,596,FOOD_NONTAX,False,False,Private Label,2024-01-15
P01042,100000001041,Hudson Valley,Hudson Valley Pasta 1 L,Grains and Pasta,Pasta,1 L,L,379,FOOD_NONTAX,False,False,National,2024-01-15
P01043,100000001042,Mancino Essentials,Mancino Essentials Flour 1 L,Baking,Flour,1 L,L,359,FOOD_NONTAX,False,False,Private Label,2024-01-15
P01044,100000001043,Mancino Private Label,Mancino Private Label Cereal 12 pk,Breakfast & Cereal,Cereal,12 pk,ct,616,FOOD_NONTAX,False,False,Private Label,2024-01-15
P01045,100000001044,Village Choice,Village Choice Potato Chips 6 pk,Snacks/Cookies/Chips,Potato Chips,6 pk,ct,531,FOOD_NONTAX,False,False,Premium,2024-01-15
P01046,100000001045,Mancino Select,Mancino Select Yogurt 750 ml,Dairy & Eggs,Yogurt,750 ml,ml,505,FOOD_NONTAX,True,False,Private Label,2024-01-15
P01047,100000001046,Harbor & Co.,Harbor & Co. Tomato Sauce 24 oz,Condiments/Sauces/Spices,Tomato Sauce,24 oz,oz,690,FOOD_NONTAX,False,False,National,2024-01-15
P01048,100000001047,MetroFresh,MetroFresh Dog Kibble 24 oz,Pet Food,Dog Kibble,24 oz,oz,1680,FOOD_TAXABLE,False,False,National,2024-01-15
P01049,100000001048,Fifth Ave Reserve,Fifth Ave Reserve Sparkling Water 2 lb,Beverages,Sparkling Water,2 lb,lb,554,FOOD_TAXABLE,False,False,Premium,2024-01-15
P01050,100000001049,Fifth Ave Reserve,Fifth Ave Reserve Tomato Sauce 32 oz,Condiments/Sauces/Spices,Tomato Sauce,32 oz,oz,647,FOOD_NONTAX,False,False,Premium,2024-01-15
P01051,100000001050,Mancino Private Label,Mancino Private Label Cold Cuts 12 pk,Deli,Cold Cuts,12 pk,ct,568,FOOD_NONTAX,True,False,Private Label,2024-01-15
P01052,100000001051,Hudson Valley,Hudson Valley Cold Cuts 6 pk,Deli,Cold Cuts,6 pk,ct,765,FOOD_NONTAX,True,False,National,2024-01-15
P01053,100000001052,MetroFresh,MetroFresh Dog Kibble 12 pk,Pet Food,Dog Kibble,12 pk,ct,1600,FOOD_TAXABLE,False,False,National,2024-01-15
P01054,100000001053,SoHo Artisan,SoHo Artisan Pasta 2 lb,Grains and Pasta,Pasta,2 lb,lb,253,FOOD_NONTAX,False,False,Premium,2024-01-15
P01055,100000001054,Mancino Essentials,Mancino Essentials Sparkling Water 24 oz,Beverages,Sparkling Water,24 oz,oz,617,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P01056,100000001055,Mancino Select,Mancino Select Frozen Pizza 2 lb,Frozen Foods,Frozen Pizza,2 lb,lb,914,FOOD_NONTAX,False,False,Private Label,2024-01-15
P01057,100000001056,Mancino Select,Mancino Select Soda 24 oz,Beverages,Soda,24 oz,oz,572,FOOD_TAXABLE,False,False,Private Label,2024-01-15
P01058,100000001057,Mancino Select,Mancino Select Tomato Sauce 12 oz,Condiments/Sauces/Spices,Tomato Sauce,12 oz,oz,387,FOOD_NONTAX,False,False,Private Label,2024-01-15
P01059,100000001058,Gotham Goods,Gotham Goods Pasta 12 pk,Grains and Pasta,Pasta,12 pk,ct,398,FOOD_NONTAX,False,False,National,2024-01-15
P01060,100000001059,MetroFresh,MetroFresh Cereal 24 oz,Breakfast & Cereal,Cereal,24 oz,oz,699,FOOD_NONTAX,False,False,National,2024-01-15
P01061,100000001060,Mancino Select,Mancino Select Potato Chips 1 L,Snacks/Cookies/Chips,Potato Chips,1 L,L,575,FOOD_NONTAX,False,False,Private Label,2024-01-15
P01062,100000001061,Harbor & Co.,Harbor & Co. Cold Cuts 750 ml,Deli,Cold Cuts,750 ml,ml,810,FOOD_NONTAX,True,False,National,2024-01-15
