week,WeekendVisit,days_since_last_visit,visits_last_4w,visits_last_12w,weekend_visits_12w,avg_spend_12w,avg_items_12w,week_sin,week_cos
12,1,1,1.0,6.0,3.0,19.709999999999997,4.833333333333333,0.992708874098054,0.120536680255323
13,0,3,2.0,7.0,4.0,19.12285714285714,5.0,1.0,-1.6081226496766364e-16
14,0,10,2.0,6.0,3.0,18.196666666666665,4.833333333333333,0.992708874098054,-0.12053668025532288
15,0,0,4.0,6.0,1.0,16.883333333333333,4.5,0.9709418174260521,-0.2393156642875575
16,1,7,3.0,5.0,1.0,16.476,4.8,0.9350162426854148,-0.35460488704253545
17,0,4,3.0,6.0,2.0,16.858333333333334,4.833333333333333,0.8854560256532099,-0.4647231720437685
18,0,11,3.0,5.0,2.0,16.378,4.6,0.8229838658936565,-0.5680647467311557
19,0,2,2.0,6.0,2.0,15.921666666666667,4.333333333333333,0.7485107481711013,-0.663122658240795
20,0,9,2.0,6.0,2.0,15.921666666666667,4.333333333333333,0.6631226582407952,-0.7485107481711012
21,1,0,3.0,8.0,2.0,15.43125,4.5,0.5680647467311558,-0.8229838658936564
22,0,5,4.0,9.0,3.0,15.665555555555557,4.555555555555555,0.46472317204376906,-0.8854560256532096
23,0,6,4.0,10.0,3.0,18.657999999999998,5.1,0.35460488704253584,-0.9350162426854147
24,0,6,5.0,10.0,3.0,19.913999999999998,4.8,0.23931566428755768,-0.970941817426052
25,0,13,3.0,9.0,2.0,20.393333333333334,4.666666666666667,0.12053668025532308,-0.992708874098054
26,1,20,2.0,9.0,2.0,20.393333333333334,4.666666666666667,-3.216245299353273e-16,-1.0
27,0,5,2.0,8.0,3.0,20.48875,5.0,-0.12053668025532283,-0.992708874098054
28,0,12,1.0,8.0,3.0,20.48875,5.0,-0.23931566428755743,-0.9709418174260521
29,0,19,1.0,7.0,2.0,20.73428571428571,5.0,-0.3546048870425356,-0.9350162426854148
30,0,1,2.0,8.0,2.0,21.7425,5.375,-0.46472317204376806,-0.8854560256532101
31,1,8,1.0,7.0,2.0,22.900000000000002,5.714285714285714,-0.5680647467311556,-0.8229838658936565
32,0,0,3.0,9.0,3.0,24.942222222222224,5.444444444444445,-0.663122658240795,-0.7485107481711013
33,0,7,3.0,7.0,3.0,28.080000000000002,5.571428571428571,-0.7485107481711011,-0.6631226582407952
34,1,14,2.0,6.0,2.0,29.83666666666667,5.666666666666667,-0.8229838658936564,-0.5680647467311559
35,1,6,3.0,6.0,3.0,26.065,4.833333333333333,-0.8854560256532096,-0.4647231720437691
36,1,4,3.0,7.0,5.0,29.555714285714288,5.428571428571429,-0.9350162426854147,-0.3546048870425359
37,0,4,5.0,9.0,6.0,30.14,5.666666666666667,-0.970941817426052,-0.23931566428755774
38,1,11,5.0,9.0,6.0,30.14,5.666666666666667,-0.992708874098054,-0.12053668025532357
39,1,5,5.0,9.0,6.0,31.994444444444444,5.888888888888889,-1.0,-1.8369701987210297e-16
40,0,3,4.0,10.0,7.0,33.305,6.2,-0.992708874098054,0.1205366802553232
41,0,2,3.0,11.0,7.0,32.14181818181818,5.909090909090909,-0.9709418174260521,0.23931566428755738
42,0,0,4.0,11.0,7.0,35.664545454545454,5.636363636363637,-0.9350162426854148,0.35460488704253557
43,0,7,3.0,11.0,7.0,35.664545454545454,5.636363636363637,-0.8854560256532101,0.464723172043768
44,0,14,2.0,9.0,6.0,36.458888888888886,5.888888888888889,-0.822983865893657,0.5680647467311548
2,0,4,2.0,2.0,2.0,24.744999999999997,4.5,0.23931566428755774,0.970941817426052
3,0,11,2.0,2.0,2.0,24.744999999999997,4.5,0.3546048870425356,0.9350162426854148
4,0,18,2.0,2.0,2.0,24.744999999999997,4.5,0.4647231720437685,0.8854560256532099
5,1,25,2.0,2.0,2.0,24.744999999999997,4.5,0.5680647467311558,0.8229838658936564
6,0,3,1.0,3.0,3.0,26.53,4.333333333333333,0.6631226582407952,0.7485107481711011
7,0,10,1.0,3.0,3.0,26.53,4.333333333333333,0.7485107481711011,0.6631226582407953
8,0,2,3.0,5.0,3.0,26.4,4.8,0.8229838658936564,0.5680647467311559
9,1,9,3.0,5.0,3.0,26.4,4.8,0.8854560256532099,0.4647231720437686
10,1,4,3.0,6.0,4.0,26.168333333333333,4.5,0.9350162426854148,0.35460488704253557
11,1,5,5.0,8.0,6.0,27.62375,4.625,0.970941817426052,0.23931566428755804
12,0,5,4.0,9.0,7.0,28.553333333333335,4.888888888888889,0.992708874098054,0.120536680255323
13,0,2,5.0,10.0,7.0,29.636000000000003,4.8,1.0,-1.6081226496766364e-16
14,0,9,4.0,8.0,5.0,30.85875,4.875,0.992708874098054,-0.12053668025532288
15,1,16,2.0,8.0,5.0,30.85875,4.875,0.9709418174260521,-0.2393156642875575
16,0,5,2.0,9.0,6.0,29.56888888888889,4.777777777777778,0.9350162426854148,-0.35460488704253545
17,0,12,1.0,9.0,6.0,29.56888888888889,4.777777777777778,0.8854560256532099,-0.4647231720437685
18,1,6,2.0,9.0,5.0,26.476666666666667,4.444444444444445,0.8229838658936565,-0.5680647467311557
19,0,0,4.0,11.0,6.0,28.34181818181818,4.909090909090909,0.7485107481711013,-0.663122658240795
20,0,7,3.0,9.0,6.0,28.81666666666667,4.777777777777778,0.6631226582407952,-0.7485107481711012
21,0,14,3.0,9.0,6.0,28.81666666666667,4.777777777777778,0.5680647467311558,-0.8229838658936564
22,1,21,2.0,8.0,5.0,29.2925,5.0,0.46472317204376906,-0.8854560256532096
23,0,1,2.0,8.0,4.0,25.240000000000002,4.75,0.35460488704253584,-0.9350162426854147
24,0,8,2.0,7.0,3.0,23.704285714285714,4.428571428571429,0.23931566428755768,-0.970941817426052
25,0,15,2.0,6.0,3.0,21.091666666666665,4.5,0.12053668025532308,-0.992708874098054
26,0,2,3.0,7.0,3.0,19.947142857142858,4.428571428571429,-3.216245299353273e-16,-1.0
27,1,9,1.0,7.0,3.0,19.947142857142858,4.428571428571429,-0.12053668025532283,-0.992708874098054
28,0,3,2.0,7.0,3.0,19.714285714285715,4.428571428571429,-0.23931566428755743,-0.9709418174260521
29,1,10,2.0,7.0,3.0,19.714285714285715,4.428571428571429,-0.3546048870425356,-0.9350162426854148
30,0,6,2.0,7.0,4.0,23.715714285714284,5.142857142857143,-0.46472317204376806,-0.8854560256532101
31,0,1,3.0,6.0,3.0,17.535,4.166666666666667,-0.5680647467311556,-0.8229838658936565
32,0,8,2.0,6.0,3.0,17.535,4.166666666666667,-0.663122658240795,-0.7485107481711013
33,0,15,2.0,6.0,3.0,17.535,4.166666666666667,-0.7485107481711011,-0.6631226582407952
34,0,22,1.0,6.0,3.0,17.535,4.166666666666667,-0.8229838658936564,-0.5680647467311559
35,0,29,0.0,4.0,2.0,18.4125,4.25,-0.8854560256532096,-0.4647231720437691
36,0,36,0.0,4.0,2.0,18.4125,4.25,-0.9350162426854147,-0.3546048870425359
37,0,1,1.0,5.0,2.0,19.942,4.2,-0.970941817426052,-0.23931566428755774
38,0,8,1.0,4.0,2.0,21.6575,4.25,-0.992708874098054,-0.12053668025532357
39,0,15,1.0,4.0,2.0,21.6575,4.25,-1.0,-1.8369701987210297e-16
40,0,22,1.0,3.0,1.0,23.00333333333333,4.333333333333333,-0.992708874098054,0.1205366802553232
41,0,29,0.0,3.0,1.0,23.00333333333333,4.333333333333333,-0.9709418174260521,0.23931566428755738
42,1,36,0.0,2.0,0.0,19.365,3.5,-0.9350162426854148,0.35460488704253557
43,1,0,2.0,3.0,1.0,22.263333333333332,4.0,-0.8854560256532101,0.464723172043768
44,0,4,3.0,4.0,2.0,33.4775,5.25,-0.822983865893657,0.5680647467311548
2,0,1,1.0,1.0,0.0,31.520000000000003,5.0,0.23931566428755774,0.970941817426052
3,0,2,2.0,2.0,0.0,33.24,5.5,0.3546048870425356,0.9350162426854148
4,0,2,4.0,4.0,0.0,30.840000000000003,5.25,0.4647231720437685,0.8854560256532099
5,1,2,5.0,5.0,0.0,30.016000000000002,5.4,0.5680647467311558,0.8229838658936564
6,0,5,5.0,6.0,1.0,33.17166666666667,5.666666666666667,0.6631226582407952,0.7485107481711011
7,1,0,5.0,7.0,1.0,33.80571428571429,5.428571428571429,0.7485107481711011,0.6631226582407953
8,1,3,5.0,9.0,3.0,31.48,5.444444444444445,0.8229838658936564,0.5680647467311559
9,1,6,5.0,10.0,4.0,31.310000000000002,5.8,0.8854560256532099,0.4647231720437686
10,1,5,6.0,12.0,6.0,32.595,5.75,0.9350162426854148,0.35460488704253557
11,0,5,6.0,13.0,7.0,33.71,5.923076923076923,0.970941817426052,0.23931566428755804
12,0,12,4.0,13.0,7.0,33.71,5.923076923076923,0.992708874098054,0.120536680255323
13,0,1,4.0,14.0,7.0,31.50714285714286,5.571428571428571,1.0,-1.6081226496766364e-16
14,0,8,2.0,13.0,7.0,31.506153846153843,5.615384615384615,0.992708874098054,-0.12053668025532288
15,0,0,2.0,13.0,7.0,33.88769230769231,5.6923076923076925,0.9709418174260521,-0.2393156642875575
16,1,7,2.0,11.0,7.0,34.87818181818182,5.818181818181818,0.9350162426854148,-0.35460488704253545
17,1,3,2.0,11.0,8.0,36.056363636363635,5.7272727272727275,0.8854560256532099,-0.4647231720437685
18,0,4,3.0,11.0,8.0,33.82454545454545,5.545454545454546,0.8229838658936565,-0.5680647467311557
19,0,11,2.0,10.0,8.0,33.446000000000005,5.7,0.7485107481711013,-0.663122658240795
20,0,2,5.0,11.0,6.0,31.66727272727273,5.363636363636363,0.6631226582407952,-0.7485107481711012
21,0,9,4.0,10.0,5.0,31.856,5.0,0.5680647467311558,-0.8229838658936564
22,0,16,3.0,8.0,3.0,30.065,4.875,0.46472317204376906,-0.8854560256532096
23,1,23,3.0,7.0,2.0,27.632857142857144,4.428571428571429,0.35460488704253584,-0.9350162426854147
24,0,3,1.0,8.0,3.0,28.0975,4.25,0.23931566428755768,-0.970941817426052
25,1,10,1.0,7.0,3.0,31.701428571428572,4.714285714285714,0.12053668025532308,-0.992708874098054
26,0,3,2.0,8.0,4.0,32.71875,4.75,-3.216245299353273e-16,-1.0
27,0,10,2.0,7.0,4.0,27.975714285714286,4.428571428571429,-0.12053668025532283,-0.992708874098054
28,0,17,1.0,7.0,4.0,27.975714285714286,4.428571428571429,-0.23931566428755743,-0.9709418174260521
29,0,24,1.0,6.0,3.0,26.025000000000002,4.333333333333333,-0.3546048870425356,-0.9350162426854148
30,0,31,0.0,5.0,2.0,26.35,4.2,-0.46472317204376806,-0.8854560256532101
31,1,38,0.0,5.0,2.0,26.35,4.2,-0.5680647467311556,-0.8229838658936565
32,0,0,3.0,5.0,3.0,26.613999999999997,4.6,-0.663122658240795,-0.7485107481711013
33,0,7,3.0,5.0,3.0,26.613999999999997,4.6,-0.7485107481711011,-0.6631226582407952
34,0,14,3.0,5.0,3.0,26.613999999999997,4.6,-0.8229838658936564,-0.5680647467311559
35,0,1,4.0,6.0,3.0,23.74166666666667,4.166666666666667,-0.8854560256532096,-0.4647231720437691
36,0,8,1.0,5.0,2.0,22.220000000000002,4.4,-0.9350162426854147,-0.3546048870425359
37,0,0,2.0,6.0,2.0,21.47666666666667,4.333333333333333,-0.970941817426052,-0.23931566428755774
38,0,7,2.0,5.0,1.0,17.804000000000002,4.2,-0.992708874098054,-0.12053668025532357
39,0,1,2.0,6.0,1.0,19.475,4.666666666666667,-1.0,-1.8369701987210297e-16
40,0,2,3.0,7.0,1.0,20.482857142857142,5.0,-0.992708874098054,0.1205366802553232
41,0,2,3.0,8.0,1.0,21.880000000000003,5.25,-0.9709418174260521,0.23931566428755738
42,0,9,3.0,8.0,1.0,21.880000000000003,5.25,-0.9350162426854148,0.35460488704253557
43,0,16,2.0,8.0,1.0,21.880000000000003,5.25,-0.8854560256532101,0.464723172043768
44,0,23,1.0,5.0,0.0,22.631999999999998,5.4,-0.822983865893657,0.5680647467311548
3,0,1,1.0,1.0,0.0,30.2,10.0,0.3546048870425356,0.9350162426854148
4,1,8,1.0,1.0,0.0,30.2,10.0,0.4647231720437685,0.8854560256532099
5,0,4,2.0,2.0,1.0,28.665,8.0,0.5680647467311558,0.8229838658936564
6,0,11,2.0,2.0,1.0,28.665,8.0,0.6631226582407952,0.7485107481711011
7,1,3,2.0,3.0,1.0,23.793333333333333,6.666666666666667,0.7485107481711011,0.6631226582407953
8,0,1,4.0,5.0,2.0,28.622000000000003,5.8,0.8229838658936564,0.5680647467311559
9,0,0,4.0,6.0,2.0,27.165000000000003,5.333333333333333,0.8854560256532099,0.4647231720437686
10,1,7,4.0,6.0,2.0,27.165000000000003,5.333333333333333,0.9350162426854148,0.35460488704253557
11,0,4,4.0,7.0,3.0,26.67571428571429,5.428571428571429,0.970941817426052,0.23931566428755804
12,0,11,2.0,7.0,3.0,26.67571428571429,5.428571428571429,0.992708874098054,0.120536680255323
13,0,18,1.0,7.0,3.0,26.67571428571429,5.428571428571429,1.0,-1.6081226496766364e-16
14,1,25,1.0,7.0,3.0,26.67571428571429,5.428571428571429,0.992708874098054,-0.12053668025532288
15,0,4,3.0,9.0,6.0,29.214444444444446,5.555555555555555,0.9709418174260521,-0.2393156642875575
16,0,11,3.0,9.0,6.0,29.214444444444446,5.555555555555555,0.9350162426854148,-0.35460488704253545
17,0,18,3.0,8.0,5.0,29.475,5.5,0.8854560256532099,-0.4647231720437685
18,0,25,3.0,8.0,5.0,29.475,5.5,0.8229838658936565,-0.5680647467311557
19,0,32,0.0,7.0,5.0,31.678571428571427,5.714285714285714,0.7485107481711013,-0.663122658240795
20,1,39,0.0,5.0,4.0,30.004,6.2,0.6631226582407952,-0.7485107481711012
21,1,1,3.0,7.0,5.0,31.645714285714288,6.428571428571429,0.5680647467311558,-0.8229838658936564
22,1,4,4.0,8.0,6.0,34.8425,6.625,0.46472317204376906,-0.8854560256532096
23,1,4,5.0,8.0,6.0,35.06125,6.625,0.35460488704253584,-0.9350162426854147
24,0,5,6.0,9.0,7.0,34.05555555555556,6.444444444444445,0.23931566428755768,-0.970941817426052
25,0,12,3.0,9.0,7.0,34.05555555555556,6.444444444444445,0.12053668025532308,-0.992708874098054
26,0,19,2.0,9.0,7.0,34.05555555555556,6.444444444444445,-3.216245299353273e-16,-1.0
27,1,26,1.0,6.0,4.0,33.35,6.0,-0.12053668025532283,-0.992708874098054
28,0,4,1.0,7.0,5.0,30.77857142857143,5.714285714285714,-0.23931566428755743,-0.9709418174260521
29,1,11,1.0,7.0,5.0,30.77857142857143,5.714285714285714,-0.3546048870425356,-0.9350162426854148
30,0,0,3.0,9.0,6.0,30.378888888888884,6.111111111111111,-0.46472317204376806,-0.8854560256532101
31,0,7,3.0,9.0,6.0,30.378888888888884,6.111111111111111,-0.5680647467311556,-0.8229838658936565
32,1,14,2.0,9.0,6.0,30.378888888888884,6.111111111111111,-0.663122658240795,-0.7485107481711013
33,0,3,3.0,7.0,6.0,29.262857142857143,6.142857142857143,-0.7485107481711011,-0.6631226582407952
34,0,10,1.0,6.0,5.0,24.603333333333335,5.833333333333333,-0.8229838658936564,-0.5680647467311559
35,1,1,2.0,6.0,4.0,21.923333333333332,5.166666666666667,-0.8854560256532096,-0.4647231720437691
36,0,5,3.0,6.0,4.0,29.971666666666664,5.666666666666667,-0.9350162426854147,-0.3546048870425359
37,0,12,2.0,6.0,4.0,29.971666666666664,5.666666666666667,-0.970941817426052,-0.23931566428755774
38,0,19,2.0,6.0,4.0,29.971666666666664,5.666666666666667,-0.992708874098054,-0.12053668025532357
39,0,26,1.0,6.0,4.0,29.971666666666664,5.666666666666667,-1.0,-1.8369701987210297e-16
40,0,2,1.0,6.0,3.0,30.26,5.333333333333333,-0.992708874098054,0.1205366802553232
41,0,2,2.0,7.0,3.0,29.479999999999997,5.428571428571429,-0.9709418174260521,0.23931566428755738
42,1,9,2.0,5.0,2.0,29.68,4.6,-0.9350162426854148,0.35460488704253557
43,0,4,4.0,7.0,4.0,28.134285714285713,4.142857142857143,-0.8854560256532101,0.464723172043768
44,0,2,4.0,8.0,4.0,25.87,3.875,-0.822983865893657,0.5680647467311548
3,0,1,1.0,1.0,0.0,16.03,6.0,0.3546048870425356,0.9350162426854148
4,1,8,1.0,1.0,0.0,16.03,6.0,0.4647231720437685,0.8854560256532099
5,0,4,2.0,2.0,1.0,24.575000000000003,6.5,0.5680647467311558,0.8229838658936564
6,0,11,2.0,2.0,1.0,24.575000000000003,6.5,0.6631226582407952,0.7485107481711011
7,0,18,1.0,2.0,1.0,24.575000000000003,6.5,0.7485107481711011,0.6631226582407953
8,1,25,1.0,2.0,1.0,24.575000000000003,6.5,0.8229838658936564,0.5680647467311559
9,0,2,2.0,4.0,2.0,23.172500000000003,5.5,0.8854560256532099,0.4647231720437686
10,1,9,2.0,4.0,2.0,23.172500000000003,5.5,0.9350162426854148,0.35460488704253557
11,0,1,4.0,6.0,3.0,24.088333333333335,5.333333333333333,0.970941817426052,0.23931566428755804
12,0,8,4.0,6.0,3.0,24.088333333333335,5.333333333333333,0.992708874098054,0.120536680255323
13,0,15,2.0,6.0,3.0,24.088333333333335,5.333333333333333,1.0,-1.6081226496766364e-16
14,0,2,3.0,7.0,3.0,21.80428571428572,4.714285714285714,0.992708874098054,-0.12053668025532288
15,0,9,1.0,6.0,3.0,22.76666666666667,4.5,0.9709418174260521,-0.2393156642875575
16,0,16,1.0,6.0,3.0,22.76666666666667,4.5,0.9350162426854148,-0.35460488704253545
17,0,23,1.0,5.0,2.0,20.696,4.0,0.8854560256532099,-0.4647231720437685
18,0,0,1.0,6.0,2.0,21.34166666666667,4.0,0.8229838658936565,-0.5680647467311557
19,0,7,1.0,6.0,2.0,21.34166666666667,4.0,0.7485107481711013,-0.663122658240795
20,0,14,1.0,6.0,2.0,21.34166666666667,4.0,0.6631226582407952,-0.7485107481711012
21,0,21,1.0,4.0,1.0,21.1275,3.75,0.5680647467311558,-0.8229838658936564
22,1,28,0.0,4.0,1.0,21.1275,3.75,0.46472317204376906,-0.8854560256532096
23,0,4,1.0,3.0,1.0,20.36,4.0,0.35460488704253584,-0.9350162426854147
24,1,0,3.0,5.0,1.0,18.887999999999998,4.2,0.23931566428755768,-0.970941817426052
25,0,3,4.0,6.0,2.0,18.633333333333336,4.333333333333333,0.12053668025532308,-0.992708874098054
26,0,10,4.0,5.0,2.0,20.740000000000002,5.0,-3.216245299353273e-16,-1.0
27,0,17,3.0,5.0,2.0,20.740000000000002,5.0,-0.12053668025532283,-0.992708874098054
28,0,0,2.0,6.0,2.0,20.813333333333333,5.166666666666667,-0.23931566428755743,-0.9709418174260521
29,0,7,1.0,6.0,2.0,20.813333333333333,5.166666666666667,-0.3546048870425356,-0.9350162426854148
30,0,14,1.0,5.0,2.0,20.062,5.4,-0.46472317204376806,-0.8854560256532101
31,0,2,2.0,6.0,2.0,26.073333333333334,5.666666666666667,-0.5680647467311556,-0.8229838658936565
32,0,2,2.0,7.0,2.0,25.184285714285714,5.571428571428571,-0.663122658240795,-0.7485107481711013
33,0,0,4.0,9.0,2.0,23.894444444444446,4.777777777777778,-0.7485107481711011,-0.6631226582407952
34,1,7,4.0,9.0,2.0,23.894444444444446,4.777777777777778,-0.8229838658936564,-0.5680647467311559
35,1,5,4.0,9.0,2.0,23.941111111111113,4.444444444444445,-0.8854560256532096,-0.4647231720437691
36,1,4,4.0,8.0,3.0,24.43375,4.125,-0.9350162426854147,-0.3546048870425359
37,0,2,6.0,11.0,5.0,25.69545454545454,4.181818181818182,-0.970941817426052,-0.23931566428755774
38,0,9,6.0,11.0,5.0,25.69545454545454,4.181818181818182,-0.992708874098054,-0.12053668025532357
39,0,16,5.0,11.0,5.0,25.69545454545454,4.181818181818182,-1.0,-1.8369701987210297e-16
40,0,6,5.0,11.0,5.0,25.533636363636365,3.909090909090909,-0.992708874098054,0.1205366802553232
41,0,6,2.0,12.0,5.0,25.746666666666666,4.0,-0.9709418174260521,0.23931566428755738
42,0,1,4.0,14.0,5.0,25.800714285714285,4.0,-0.9350162426854148,0.35460488704253557
43,0,8,4.0,13.0,5.0,23.467692307692307,3.769230769230769,-0.8854560256532101,0.464723172043768
44,0,15,3.0,12.0,5.0,23.769166666666667,3.6666666666666665,-0.822983865893657,0.5680647467311548
2,0,1,2.0,2.0,0.0,23.545,4.5,0.23931566428755774,0.970941817426052
3,0,8,2.0,2.0,0.0,23.545,4.5,0.3546048870425356,0.9350162426854148
4,1,15,2.0,2.0,0.0,23.545,4.5,0.4647231720437685,0.8854560256532099
5,0,3,4.0,4.0,1.0,17.58,4.25,0.5680647467311558,0.8229838658936564
6,0,0,3.0,5.0,1.0,18.29,4.4,0.6631226582407952,0.7485107481711011
7,0,7,3.0,5.0,1.0,18.29,4.4,0.7485107481711011,0.6631226582407953
8,1,14,3.0,5.0,1.0,18.29,4.4,0.8229838658936564,0.5680647467311559
9,0,3,2.0,6.0,2.0,20.575,4.833333333333333,0.8854560256532099,0.4647231720437686
10,1,10,1.0,6.0,2.0,20.575,4.833333333333333,0.9350162426854148,0.35460488704253557
11,0,0,3.0,8.0,3.0,25.9075,5.125,0.970941817426052,0.23931566428755804
12,0,7,3.0,8.0,3.0,25.9075,5.125,0.992708874098054,0.120536680255323
13,0,14,2.0,8.0,3.0,25.9075,5.125,1.0,-1.6081226496766364e-16
14,1,2,3.0,7.0,3.0,24.895714285714284,5.142857142857143,0.992708874098054,-0.12053668025532288
15,0,0,3.0,9.0,4.0,21.714444444444446,4.555555555555555,0.9709418174260521,-0.2393156642875575
16,1,1,4.0,10.0,4.0,20.071,4.3,0.9350162426854148,-0.35460488704253545
17,0,0,6.0,10.0,4.0,20.027,4.0,0.8854560256532099,-0.4647231720437685
18,0,7,5.0,9.0,4.0,19.904444444444444,3.888888888888889,0.8229838658936565,-0.5680647467311557
19,0,14,3.0,9.0,4.0,19.904444444444444,3.888888888888889,0.7485107481711013,-0.663122658240795
20,1,21,2.0,9.0,4.0,19.904444444444444,3.888888888888889,0.6631226582407952,-0.7485107481711012
21,0,5,1.0,9.0,4.0,21.468888888888888,3.7777777777777777,0.5680647467311558,-0.8229838658936564
22,0,12,1.0,9.0,4.0,21.468888888888888,3.7777777777777777,0.46472317204376906,-0.8854560256532096
23,1,19,1.0,7.0,3.0,15.629999999999999,3.142857142857143,0.35460488704253584,-0.9350162426854147
24,1,6,2.0,8.0,4.0,15.43375,3.25,0.23931566428755768,-0.970941817426052
25,0,4,2.0,9.0,5.0,16.075555555555557,3.4444444444444446,0.12053668025532308,-0.992708874098054
26,1,11,2.0,8.0,5.0,16.322499999999998,3.375,-3.216245299353273e-16,-1.0
27,0,4,4.0,8.0,6.0,18.885,4.125,-0.12053668025532283,-0.992708874098054
28,0,2,4.0,8.0,6.0,21.355,4.125,-0.23931566428755743,-0.9709418174260521
29,1,6,4.0,7.0,5.0,23.954285714285714,5.0,-0.3546048870425356,-0.9350162426854148
30,0,5,5.0,8.0,6.0,23.72625,5.0,-0.46472317204376806,-0.8854560256532101
31,1,12,3.0,8.0,6.0,23.72625,5.0,-0.5680647467311556,-0.8229838658936565
32,0,0,8.0,14.0,8.0,22.297857142857143,4.5,-0.663122658240795,-0.7485107481711013
33,0,7,7.0,13.0,7.0,20.46846153846154,4.384615384615385,-0.7485107481711011,-0.6631226582407952
34,0,14,6.0,13.0,7.0,20.46846153846154,4.384615384615385,-0.8229838658936564,-0.5680647467311559
35,0,21,6.0,13.0,7.0,20.46846153846154,4.384615384615385,-0.8854560256532096,-0.4647231720437691
36,1,28,0.0,12.0,6.0,21.0025,4.416666666666667,-0.9350162426854147,-0.3546048870425359
37,0,6,1.0,12.0,6.0,22.985,4.5,-0.970941817426052,-0.23931566428755774
38,1,2,3.0,14.0,6.0,23.103571428571428,4.642857142857143,-0.992708874098054,-0.12053668025532357
39,0,3,5.0,14.0,6.0,26.412857142857142,4.714285714285714,-1.0,-1.8369701987210297e-16
40,0,10,5.0,13.0,6.0,26.51846153846154,4.923076923076923,-0.992708874098054,0.1205366802553232
41,1,17,4.0,12.0,6.0,27.0925,4.75,-0.9709418174260521,0.23931566428755738
42,0,3,4.0,13.0,7.0,29.264615384615386,4.923076923076923,-0.9350162426854148,0.35460488704253557
43,1,2,3.0,14.0,7.0,28.88642857142857,4.857142857142857,-0.8854560256532101,0.464723172043768
44,0,4,4.0,9.0,6.0,32.785555555555554,5.333333333333333,-0.822983865893657,0.5680647467311548
2,1,3,2.0,2.0,2.0,33.6,7.5,0.23931566428755774,0.970941817426052
3,0,4,3.0,3.0,3.0,30.276666666666667,7.333333333333333,0.3546048870425356,0.9350162426854148
4,0,6,4.0,4.0,3.0,29.695,7.5,0.4647231720437685,0.8854560256532099
5,0,13,4.0,4.0,3.0,29.695,7.5,0.5680647467311558,0.8229838658936564
6,0,3,3.0,5.0,3.0,27.092000000000002,6.8,0.6631226582407952,0.7485107481711011
7,1,10,2.0,5.0,3.0,27.092000000000002,6.8,0.7485107481711011,0.6631226582407953
8,0,4,2.0,6.0,4.0,26.054999999999996,6.5,0.8229838658936564,0.5680647467311559
9,1,11,2.0,6.0,4.0,26.054999999999996,6.5,0.8854560256532099,0.4647231720437686
10,1,5,2.0,7.0,5.0,26.252857142857142,6.285714285714286,0.9350162426854148,0.35460488704253557
11,1,3,3.0,8.0,6.0,26.7425,6.25,0.970941817426052,0.23931566428755804
12,0,4,3.0,9.0,7.0,26.404444444444444,6.0,0.992708874098054,0.120536680255323
13,1,11,3.0,9.0,7.0,26.404444444444444,6.0,1.0,-1.6081226496766364e-16
14,0,5,4.0,9.0,6.0,26.056666666666665,5.666666666666667,0.992708874098054,-0.12053668025532288
15,0,12,3.0,8.0,5.0,26.36,5.5,0.9709418174260521,-0.2393156642875575
16,0,2,3.0,8.0,5.0,25.088749999999997,4.75,0.9350162426854148,-0.35460488704253545
17,1,9,3.0,8.0,5.0,25.088749999999997,4.75,0.8854560256532099,-0.4647231720437685
18,0,2,3.0,9.0,6.0,28.028888888888886,5.0,0.8229838658936565,-0.5680647467311557
19,1,9,3.0,9.0,6.0,28.028888888888886,5.0,0.7485107481711013,-0.663122658240795
20,0,3,4.0,10.0,7.0,27.052,4.7,0.6631226582407952,-0.7485107481711012
21,0,1,7.0,13.0,7.0,26.864615384615384,5.230769230769231,0.5680647467311558,-0.8229838658936564
22,1,8,5.0,12.0,6.0,26.816666666666666,5.25,0.46472317204376906,-0.8854560256532096
23,0,0,7.0,13.0,6.0,26.654615384615383,5.230769230769231,0.35460488704253584,-0.9350162426854147
24,0,7,5.0,12.0,5.0,26.900833333333335,5.333333333333333,0.23931566428755768,-0.970941817426052
25,0,14,2.0,12.0,5.0,26.900833333333335,5.333333333333333,0.12053668025532308,-0.992708874098054
26,0,0,3.0,11.0,4.0,28.067272727272726,5.636363636363637,-3.216245299353273e-16,-1.0
27,1,7,1.0,11.0,4.0,28.067272727272726,5.636363636363637,-0.12053668025532283,-0.992708874098054
28,0,0,3.0,12.0,5.0,32.571666666666665,6.666666666666667,-0.23931566428755743,-0.9709418174260521
29,0,7,3.0,12.0,5.0,32.571666666666665,6.666666666666667,-0.3546048870425356,-0.9350162426854148
30,0,14,2.0,10.0,4.0,32.263,6.9,-0.46472317204376806,-0.8854560256532101
31,0,21,2.0,10.0,4.0,32.263,6.9,-0.5680647467311556,-0.8229838658936565
32,0,28,0.0,8.0,2.0,35.4375,7.75,-0.663122658240795,-0.7485107481711013
33,0,35,0.0,5.0,2.0,40.956,8.2,-0.7485107481711011,-0.6631226582407952
34,0,42,0.0,5.0,2.0,40.956,8.2,-0.8229838658936564,-0.5680647467311559
35,0,49,0.0,3.0,1.0,49.96666666666667,10.0,-0.8854560256532096,-0.4647231720437691
36,0,56,0.0,3.0,1.0,49.96666666666667,10.0,-0.9350162426854147,-0.3546048870425359
37,0,63,0.0,3.0,1.0,49.96666666666667,10.0,-0.970941817426052,-0.23931566428755774
