product_id,product_name,brand,category,subcategory,unit_size,price,unit_cost
P00537,Nolita Fresh Granola 6 pack,Nolita Fresh,Breakfast & Cereal,Granola,6 pack,3.91,2.89
P00538,Rivertown Tea 6 pack,Rivertown,Beverages,Tea,6 pack,3.3,1.84
P00539,Empire Soda 12 oz,Empire,Beverages,Soda,12 oz,4.44,3.2
P00540,Nolita Fresh Cheese 6 pack,Nolita Fresh,Dairy & Eggs,Cheese,6 pack,3.44,2.28
P00541,Village Choice Pastries 1 lb,Village Choice,Bakery,Pastries,1 lb,2.79,1.65
P00542,NoHo Co Beef 12 pack,NoHo Co,Meat and Seafood,Beef,12 pack,5.19,3.89
P00543,Empire Granola 16 oz,Empire,Breakfast & Cereal,Granola,16 oz,3.49,1.99
P00544,NoHo Co Bowls 24 oz,NoHo Co,Prepared Meals,Bowls,24 oz,9.55,6.88
P00545,Empire Bagels 24 oz,Empire,Bakery,Bagels,24 oz,2.9,2.28
P00546,Mancino Soups 1 lb,Mancino,Prepared Meals,Soups,1 lb,9.95,5.85
P00547,GreenLeaf Prepared 6 pack,GreenLeaf,Deli,Prepared,6 pack,7.06,4.62
P00548,Chelsea Star Wraps 12 oz,Chelsea Star,Prepared Meals,Wraps,12 oz,7.8,5.54
P00549,Harbor View Pastries 6 pack,Harbor View,Bakery,Pastries,6 pack,2.73,2.17
P00550,Harbor View Cheese 1 ct,Harbor View,Deli,Cheese,1 ct,5.05,3.29
P00551,GreenLeaf Bagels 12 oz,GreenLeaf,Bakery,Bagels,12 oz,3.77,2.27
P00552,Village Choice Butter 12 pack,Village Choice,Dairy & Eggs,Butter,12 pack,3.82,2.13
P00553,NoHo Co Gummies 1 ct,NoHo Co,Candy,Gummies,1 ct,1.83,1.4
P00554,Harbor View Sugar 12 pack,Harbor View,Baking,Sugar,12 pack,5.02,3.35
P00555,Hudson Valley Dog Food 12 pack,Hudson Valley,Pet Food,Dog Food,12 pack,7.63,5.67
P00556,Empire Baking Mix 16 oz,Empire,Baking,Baking Mix,16 oz,3.92,2.98
P00557,GreenLeaf Gummies 12 pack,GreenLeaf,Candy,Gummies,12 pack,2.94,1.71
P00558,Hudson Valley Cat Food 32 oz,Hudson Valley,Pet Food,Cat Food,32 oz,9.76,5.45
P00559,NoHo Co Coffee 32 oz,NoHo Co,Beverages,Coffee,32 oz,3.15,2.36
P00560,Chelsea Star Baking Mix 12 pack,Chelsea Star,Baking,Baking Mix,12 pack,4.18,2.8
P00561,Chelsea Star Bagels 1 ct,Chelsea Star,Bakery,Bagels,1 ct,3.38,2.03
P00562,Village Choice Sugar 1 ct,Village Choice,Baking,Sugar,1 ct,5.49,3.69
P00563,GreenLeaf Shrimp 1 ct,GreenLeaf,Meat and Seafood,Shrimp,1 ct,9.29,5.73
P00564,Hudson Valley Beer 8 oz,Hudson Valley,Alcohol,Beer,8 oz,10.12,7.58
P00565,Village Choice Quinoa 24 oz,Village Choice,Grains and Pasta,Quinoa,24 oz,2.24,1.24
P00566,Chelsea Star Soups 8 oz,Chelsea Star,Prepared Meals,Soups,8 oz,4.99,2.83
P00567,Rivertown Eggs 32 oz,Rivertown,Dairy & Eggs,Eggs,32 oz,3.13,2.19
P00568,Village Choice Cheese 2 lb,Village Choice,Dairy & Eggs,Cheese,2 lb,1.91,1.19
P00569,Hudson Valley Bars 8 oz,Hudson Valley,Breakfast & Cereal,Bars,8 oz,5.48,4.08
P00570,Harbor View Yeast 6 pack,Harbor View,Baking,Yeast,6 pack,3.89,2.18
P00571,GreenLeaf Cheese 1 ct,GreenLeaf,Dairy & Eggs,Cheese,1 ct,2.75,1.68
P00572,Nolita Fresh Baking Mix 1 lb,Nolita Fresh,Baking,Baking Mix,1 lb,3.46,2.76
P00573,Harbor View Pork 16 oz,Harbor View,Meat and Seafood,Pork,16 oz,8.99,6.33
P00574,NoHo Co Bowls 12 pack,NoHo Co,Prepared Meals,Bowls,12 pack,5.99,4.35
P00575,Gotham Pastries 6 pack,Gotham,Bakery,Pastries,6 pack,3.79,2.39
P00576,Parkside Pastries 24 oz,Parkside,Bakery,Pastries,24 oz,4.03,2.74
P00577,Mancino Flour 32 oz,Mancino,Baking,Flour,32 oz,3.29,1.84
P00578,Harbor View Spices 24 oz,Harbor View,Condiments/Sauces/Spices,Spices,24 oz,2.95,1.68
P00579,GreenLeaf Crackers 1 ct,GreenLeaf,Snacks/Cookies/Chips,Crackers,1 ct,2.34,1.62
P00580,Gotham Pork 16 oz,Gotham,Meat and Seafood,Pork,16 oz,8.39,6.06
P00581,Parkside Eggs 6 pack,Parkside,Dairy & Eggs,Eggs,6 pack,3.03,1.79
P00582,Parkside Cat Food 8 oz,Parkside,Pet Food,Cat Food,8 oz,8.08,4.66
P00583,NoHo Co Cakes 6 pack,NoHo Co,Bakery,Cakes,6 pack,5.68,3.17
P00584,Chelsea Star Juice 1 lb,Chelsea Star,Beverages,Juice,1 lb,3.78,2.96
P00585,Rivertown Beer 6 pack,Rivertown,Alcohol,Beer,6 pack,12.18,8.86
P00586,Rivertown Meals 12 pack,Rivertown,Frozen Foods,Meals,12 pack,5.53,4.25
P00587,Harbor View Beer 16 oz,Harbor View,Alcohol,Beer,16 oz,15.01,9.53
P00588,Nolita Fresh Cat Food 1 lb,Nolita Fresh,Pet Food,Cat Food,1 lb,8.2,6.18
P00589,GreenLeaf Soups 8 oz,GreenLeaf,Prepared Meals,Soups,8 oz,11.12,7.37
P00590,Chelsea Star Ketchup 12 pack,Chelsea Star,Condiments/Sauces/Spices,Ketchup,12 pack,3.68,2.62
P00591,NoHo Co Water 32 oz,NoHo Co,Beverages,Water,32 oz,4.63,2.64
P00592,NoHo Co Cakes 6 pack,NoHo Co,Bakery,Cakes,6 pack,4.2,2.37
P00593,Chelsea Star Bowls 1 ct,Chelsea Star,Prepared Meals,Bowls,1 ct,6.8,5.22
P00594,Hudson Valley Bagels 2 lb,Hudson Valley,Bakery,Bagels,2 lb,3.54,2.14
P00595,NoHo Co Hard Candy 1 lb,NoHo Co,Candy,Hard Candy,1 lb,2.85,2.04
P00596,Gotham Wraps 1 ct,Gotham,Prepared Meals,Wraps,1 ct,6.93,4.67
P00597,NoHo Co Cheese 8 oz,NoHo Co,Deli,Cheese,8 oz,9.24,5.61
P00598,Empire Beer 1 lb,Empire,Alcohol,Beer,1 lb,13.38,10.69
P00599,NoHo Co Soups 6 pack,NoHo Co,Prepared Meals,Soups,6 pack,8.08,4.85
P00600,GreenLeaf Sugar 1 ct,GreenLeaf,Baking,Sugar,1 ct,3.61,2.6
P00601,Harbor View Gummies 1 ct,Harbor View,Candy,Gummies,1 ct,2.34,1.79
P00602,Chelsea Star Pork 1 lb,Chelsea Star,Meat and Seafood,Pork,1 lb,5.93,4.34
P00603,NoHo Co Prepared 6 pack,NoHo Co,Deli,Prepared,6 pack,5.32,3.39
P00604,Rivertown Shrimp 6 pack,Rivertown,Meat and Seafood,Shrimp,6 pack,13.34,8.57
P00605,GreenLeaf Chips 1 lb,GreenLeaf,Snacks/Cookies/Chips,Chips,1 lb,3.17,2.09
P00606,Harbor View Pasta 1 ct,Harbor View,Grains and Pasta,Pasta,1 ct,3.25,2.38
P00607,Chelsea Star Cereal 6 pack,Chelsea Star,Breakfast & Cereal,Cereal,6 pack,5.89,4.57
P00608,Nolita Fresh Oatmeal 8 oz,Nolita Fresh,Breakfast & Cereal,Oatmeal,8 oz,4.46,2.92
P00609,Empire Meals 12 pack,Empire,Frozen Foods,Meals,12 pack,7.65,5.95
P00610,Empire Noodles 24 oz,Empire,Grains and Pasta,Noodles,24 oz,1.69,1.02
P00611,Nolita Fresh Spirits 12 oz,Nolita Fresh,Alcohol,Spirits,12 oz,17.36,12.73
P00612,Parkside Soda 1 lb,Parkside,Beverages,Soda,1 lb,4.24,2.47
P00613,Harbor View Mustard 24 oz,Harbor View,Condiments/Sauces/Spices,Mustard,24 oz,3.96,2.36
P00614,Chelsea Star Spices 6 pack,Chelsea Star,Condiments/Sauces/Spices,Spices,6 pack,3.74,2.28
P00615,Nolita Fresh Chips 16 oz,Nolita Fresh,Snacks/Cookies/Chips,Chips,16 oz,2.98,1.82
P00616,NoHo Co Cold Cuts 1 lb,NoHo Co,Deli,Cold Cuts,1 lb,8.04,6.17
P00617,NoHo Co Noodles 2 lb,NoHo Co,Grains and Pasta,Noodles,2 lb,3.03,1.94
P00618,Parkside Gummies 12 pack,Parkside,Candy,Gummies,12 pack,1.23,0.86
P00619,Village Choice Hard Candy 32 oz,Village Choice,Candy,Hard Candy,32 oz,2.28,1.81
P00620,Gotham Meals 24 oz,Gotham,Frozen Foods,Meals,24 oz,4.91,3.02
P00621,Gotham Granola 32 oz,Gotham,Breakfast & Cereal,Granola,32 oz,3.26,2.42
P00622,Nolita Fresh Bowls 24 oz,Nolita Fresh,Prepared Meals,Bowls,24 oz,10.69,6.23
P00623,GreenLeaf Fish 6 pack,GreenLeaf,Meat and Seafood,Fish,6 pack,8.9,5.42
P00624,Rivertown Hard Candy 12 oz,Rivertown,Candy,Hard Candy,12 oz,2.82,1.6
P00625,Harbor View Meals 1 lb,Harbor View,Frozen Foods,Meals,1 lb,6.63,4.21
P00626,Rivertown Wraps 8 oz,Rivertown,Prepared Meals,Wraps,8 oz,5.8,4.39
P00627,GreenLeaf Cereal 6 pack,GreenLeaf,Breakfast & Cereal,Cereal,6 pack,3.05,2.15
P00628,Nolita Fresh Quinoa 6 pack,Nolita Fresh,Grains and Pasta,Quinoa,6 pack,2.25,1.64
P00629,NoHo Co Juice 32 oz,NoHo Co,Beverages,Juice,32 oz,2.75,1.54
P00630,Nolita Fresh Treats 32 oz,Nolita Fresh,Pet Food,Treats,32 oz,6.41,4.71
P00631,Chelsea Star Flour 1 ct,Chelsea Star,Baking,Flour,1 ct,3.23,2.46
P00632,Mancino Juice 12 pack,Mancino,Beverages,Juice,12 pack,5.04,3.79
P00633,Gotham Coffee 8 oz,Gotham,Beverages,Coffee,8 oz,3.88,2.33
P00634,GreenLeaf Cakes 6 pack,GreenLeaf,Bakery,Cakes,6 pack,4.25,2.46
P00635,Mancino Bagels 12 pack,Mancino,Bakery,Bagels,12 pack,3.93,2.68
P00636,Harbor View Dog Food 6 pack,Harbor View,Pet Food,Dog Food,6 pack,6.94,5.44
P00637,Rivertown Cheese 1 lb,Rivertown,Dairy & Eggs,Cheese,1 lb,4.2,2.64
P00638,Hudson Valley Cereal 1 ct,Hudson Valley,Breakfast & Cereal,Cereal,1 ct,4.41,2.98
P00639,Nolita Fresh Tea 8 oz,Nolita Fresh,Beverages,Tea,8 oz,3.77,2.5
P00640,Harbor View Dog Food 16 oz,Harbor View,Pet Food,Dog Food,16 oz,7.63,5.18
P00641,Harbor View Dog Food 6 pack,Harbor View,Pet Food,Dog Food,6 pack,11.8,6.9
P00642,Mancino Baking Mix 8 oz,Mancino,Baking,Baking Mix,8 oz,3.38,1.88
P00643,GreenLeaf Cereal 32 oz,GreenLeaf,Breakfast & Cereal,Cereal,32 oz,5.94,3.57
P00644,NoHo Co Eggs 6 pack,NoHo Co,Dairy & Eggs,Eggs,6 pack,2.7,1.94
P00645,NoHo Co Dog Food 6 pack,NoHo Co,Pet Food,Dog Food,6 pack,5.99,4.59
P00646,Hudson Valley Oatmeal 1 lb,Hudson Valley,Breakfast & Cereal,Oatmeal,1 lb,7.26,4.31
P00647,Village Choice Yeast 32 oz,Village Choice,Baking,Yeast,32 oz,4.35,3.42
P00648,Mancino Chicken 1 lb,Mancino,Meat and Seafood,Chicken,1 lb,10.19,7.35
P00649,Chelsea Star Bowls 24 oz,Chelsea Star,Prepared Meals,Bowls,24 oz,14.59,11.19
P00650,Harbor View Yeast 12 pack,Harbor View,Baking,Yeast,12 pack,3.45,2.39
P00651,Harbor View Chocolate 12 oz,Harbor View,Candy,Chocolate,12 oz,3.3,1.99
P00652,Parkside Sugar 1 lb,Parkside,Baking,Sugar,1 lb,4.71,3.37
P00653,Mancino Dog Food 32 oz,Mancino,Pet Food,Dog Food,32 oz,10.53,6.07
P00654,Parkside Mustard 32 oz,Parkside,Condiments/Sauces/Spices,Mustard,32 oz,2.63,1.88
P00655,Chelsea Star Hard Candy 1 ct,Chelsea Star,Candy,Hard Candy,1 ct,2.46,1.89
P00656,Village Choice Wine 1 lb,Village Choice,Alcohol,Wine,1 lb,13.03,9.72
P00657,Mancino Chicken 12 oz,Mancino,Meat and Seafood,Chicken,12 oz,13.47,10.37
P00658,Empire Yogurt 2 lb,Empire,Dairy & Eggs,Yogurt,2 lb,3.92,2.55
P00659,Nolita Fresh Quinoa 12 oz,Nolita Fresh,Grains and Pasta,Quinoa,12 oz,3.37,2.53
P00660,GreenLeaf Quinoa 1 ct,GreenLeaf,Grains and Pasta,Quinoa,1 ct,1.84,1.36
P00661,Empire Juice 6 pack,Empire,Beverages,Juice,6 pack,2.78,2.1
P00662,Nolita Fresh Yeast 1 ct,Nolita Fresh,Baking,Yeast,1 ct,4.94,2.87
P00663,Nolita Fresh Mints 12 pack,Nolita Fresh,Candy,Mints,12 pack,2.39,1.51
P00664,NoHo Co Cat Food 24 oz,NoHo Co,Pet Food,Cat Food,24 oz,7.03,4.51
P00665,Village Choice Wraps 1 ct,Village Choice,Prepared Meals,Wraps,1 ct,11.92,7.71
P00666,NoHo Co Chips 6 pack,NoHo Co,Snacks/Cookies/Chips,Chips,6 pack,2.43,1.61
P00667,GreenLeaf Prepared 12 oz,GreenLeaf,Deli,Prepared,12 oz,5.11,3.1
P00668,Hudson Valley Treats 8 oz,Hudson Valley,Pet Food,Treats,8 oz,5.03,2.86
P00669,NoHo Co Nuts 24 oz,NoHo Co,Snacks/Cookies/Chips,Nuts,24 oz,4.52,3.19
P00670,Empire Veggies 1 lb,Empire,Frozen Foods,Veggies,1 lb,8.37,5.57
P00671,Parkside Nuts 12 oz,Parkside,Snacks/Cookies/Chips,Nuts,12 oz,3.83,2.6
P00672,Nolita Fresh Rice 1 ct,Nolita Fresh,Grains and Pasta,Rice,1 ct,2.31,1.55
P00673,NoHo Co Milk 6 pack,NoHo Co,Dairy & Eggs,Milk,6 pack,2.47,1.72
P00674,Parkside Salads 16 oz,Parkside,Prepared Meals,Salads,16 oz,5.3,3.62
P00675,Parkside Cheese 1 ct,Parkside,Deli,Cheese,1 ct,8.48,6.39
P00676,Parkside Spirits 32 oz,Parkside,Alcohol,Spirits,32 oz,13.82,10.08
P00677,Harbor View Beef 32 oz,Harbor View,Meat and Seafood,Beef,32 oz,10.88,6.65
P00678,Nolita Fresh Chips 24 oz,Nolita Fresh,Snacks/Cookies/Chips,Chips,24 oz,3.22,2.52
P00679,Mancino Pizza 2 lb,Mancino,Frozen Foods,Pizza,2 lb,5.38,3.61
P00680,NoHo Co Chocolate 8 oz,NoHo Co,Candy,Chocolate,8 oz,2.33,1.43
P00681,Parkside Dog Food 8 oz,Parkside,Pet Food,Dog Food,8 oz,5.47,4.11
P00682,Empire Bars 16 oz,Empire,Breakfast & Cereal,Bars,16 oz,3.42,2.34
P00683,GreenLeaf Soups 2 lb,GreenLeaf,Prepared Meals,Soups,2 lb,10.06,7.33
P00684,Harbor View Butter 12 oz,Harbor View,Dairy & Eggs,Butter,12 oz,2.36,1.46
P00685,Village Choice Rice 1 lb,Village Choice,Grains and Pasta,Rice,1 lb,1.96,1.17
P00686,NoHo Co Bagels 2 lb,NoHo Co,Bakery,Bagels,2 lb,3.78,2.72
P00687,Nolita Fresh Cold Cuts 24 oz,Nolita Fresh,Deli,Cold Cuts,24 oz,6.16,4.48
P00688,Mancino Chips 32 oz,Mancino,Snacks/Cookies/Chips,Chips,32 oz,2.15,1.24
P00689,Harbor View Eggs 12 pack,Harbor View,Dairy & Eggs,Eggs,12 pack,2.35,1.86
P00690,Gotham Mustard 6 pack,Gotham,Condiments/Sauces/Spices,Mustard,6 pack,3.91,2.62
P00691,Rivertown Gummies 24 oz,Rivertown,Candy,Gummies,24 oz,2.64,1.48
P00692,Hudson Valley Treats 8 oz,Hudson Valley,Pet Food,Treats,8 oz,9.84,6.97
P00693,Chelsea Star Soups 8 oz,Chelsea Star,Prepared Meals,Soups,8 oz,8.25,6.23
P00694,Hudson Valley Juice 12 oz,Hudson Valley,Beverages,Juice,12 oz,3.44,2.65
P00695,Parkside Pizza 1 ct,Parkside,Frozen Foods,Pizza,1 ct,5.45,3.83
P00696,Gotham Pasta 8 oz,Gotham,Grains and Pasta,Pasta,8 oz,2.12,1.38
P00697,Gotham Soy Sauce 12 pack,Gotham,Condiments/Sauces/Spices,Soy Sauce,12 pack,2.56,1.91
P00698,Empire Soda 12 pack,Empire,Beverages,Soda,12 pack,2.52,1.56
P00699,Nolita Fresh Oatmeal 1 ct,Nolita Fresh,Breakfast & Cereal,Oatmeal,1 ct,4.18,3.0
P00700,Gotham Hard Candy 32 oz,Gotham,Candy,Hard Candy,32 oz,3.42,1.96
P00701,Village Choice Dog Food 12 pack,Village Choice,Pet Food,Dog Food,12 pack,5.68,3.96
P00702,Rivertown Energy Drinks 32 oz,Rivertown,Beverages,Energy Drinks,32 oz,5.13,3.04
P00703,Chelsea Star Spirits 16 oz,Chelsea Star,Alcohol,Spirits,16 oz,14.06,8.49
P00704,NoHo Co Noodles 6 pack,NoHo Co,Grains and Pasta,Noodles,6 pack,2.77,1.59
P00705,Village Choice Wine 2 lb,Village Choice,Alcohol,Wine,2 lb,12.13,8.51
P00706,Nolita Fresh Bowls 2 lb,Nolita Fresh,Prepared Meals,Bowls,2 lb,7.71,5.29
P00707,Rivertown Mustard 2 lb,Rivertown,Condiments/Sauces/Spices,Mustard,2 lb,3.04,2.12
P00708,Gotham Yeast 24 oz,Gotham,Baking,Yeast,24 oz,2.49,1.68
P00709,Parkside Oatmeal 8 oz,Parkside,Breakfast & Cereal,Oatmeal,8 oz,3.68,2.42
P00710,Harbor View Cheese 12 pack,Harbor View,Deli,Cheese,12 pack,9.04,6.59
P00711,Harbor View Cold Cuts 24 oz,Harbor View,Deli,Cold Cuts,24 oz,6.92,4.28
P00712,GreenLeaf Oatmeal 12 oz,GreenLeaf,Breakfast & Cereal,Oatmeal,12 oz,6.76,3.85
P00713,GreenLeaf Cat Food 12 oz,GreenLeaf,Pet Food,Cat Food,12 oz,6.05,3.67
P00714,Gotham Prepared 8 oz,Gotham,Deli,Prepared,8 oz,4.66,2.98
P00715,Village Choice Bars 1 ct,Village Choice,Breakfast & Cereal,Bars,1 ct,4.54,2.57
P00716,Hudson Valley Pizza 24 oz,Hudson Valley,Frozen Foods,Pizza,24 oz,5.36,4.02
P00717,Parkside Wraps 24 oz,Parkside,Prepared Meals,Wraps,24 oz,8.48,6.53
P00718,Rivertown Cookies 8 oz,Rivertown,Snacks/Cookies/Chips,Cookies,8 oz,2.03,1.45
P00719,Nolita Fresh Juice 12 oz,Nolita Fresh,Beverages,Juice,12 oz,1.82,1.15
P00720,Gotham Fish 1 ct,Gotham,Meat and Seafood,Fish,1 ct,9.88,7.09
P00721,Harbor View Chicken 24 oz,Harbor View,Meat and Seafood,Chicken,24 oz,13.67,9.11
P00722,Rivertown Cheese 2 lb,Rivertown,Deli,Cheese,2 lb,6.66,3.76
P00723,Village Choice Eggs 1 lb,Village Choice,Dairy & Eggs,Eggs,1 lb,4.02,2.39
P00724,GreenLeaf Granola 12 pack,GreenLeaf,Breakfast & Cereal,Granola,12 pack,4.59,3.32
P00725,Parkside Cat Food 12 oz,Parkside,Pet Food,Cat Food,12 oz,7.3,4.19
P00726,GreenLeaf Soups 24 oz,GreenLeaf,Prepared Meals,Soups,24 oz,5.62,3.72
P00727,Harbor View Hard Candy 8 oz,Harbor View,Candy,Hard Candy,8 oz,2.08,1.49
P00728,Nolita Fresh Veggies 16 oz,Nolita Fresh,Frozen Foods,Veggies,16 oz,8.85,6.63
P00729,NoHo Co Wine 1 ct,NoHo Co,Alcohol,Wine,1 ct,9.13,7.29
P00730,Rivertown Meals 16 oz,Rivertown,Frozen Foods,Meals,16 oz,6.01,4.7
P00731,Gotham Water 2 lb,Gotham,Beverages,Water,2 lb,4.06,2.76
P00732,Parkside Veggies 12 pack,Parkside,Frozen Foods,Veggies,12 pack,6.73,4.75
P00733,Rivertown Quinoa 6 pack,Rivertown,Grains and Pasta,Quinoa,6 pack,2.62,1.52
P00734,Parkside Fish 16 oz,Parkside,Meat and Seafood,Fish,16 oz,8.33,6.3
P00735,Empire Pork 16 oz,Empire,Meat and Seafood,Pork,16 oz,10.74,6.0
P00736,Parkside Shrimp 16 oz,Parkside,Meat and Seafood,Shrimp,16 oz,11.43,7.15
P00737,Village Choice Treats 8 oz,Village Choice,Pet Food,Treats,8 oz,5.75,3.29
P00738,Hudson Valley Cold Cuts 8 oz,Hudson Valley,Deli,Cold Cuts,8 oz,4.3,3.37
P00739,Harbor View Salads 16 oz,Harbor View,Prepared Meals,Salads,16 oz,5.06,3.29
P00740,Hudson Valley Crackers 16 oz,Hudson Valley,Snacks/Cookies/Chips,Crackers,16 oz,3.41,2.26
P00741,NoHo Co Beer 6 pack,NoHo Co,Alcohol,Beer,6 pack,13.22,10.31
P00742,Chelsea Star Chocolate 1 ct,Chelsea Star,Candy,Chocolate,1 ct,4.66,3.14
P00743,Village Choice Cat Food 6 pack,Village Choice,Pet Food,Cat Food,6 pack,7.14,4.61
P00744,NoHo Co Beer 12 pack,NoHo Co,Alcohol,Beer,12 pack,11.71,9.01
P00745,Mancino Ketchup 12 pack,Mancino,Condiments/Sauces/Spices,Ketchup,12 pack,3.74,2.8
P00746,NoHo Co Pork 32 oz,NoHo Co,Meat and Seafood,Pork,32 oz,9.75,6.11
P00747,Nolita Fresh Spirits 2 lb,Nolita Fresh,Alcohol,Spirits,2 lb,11.49,6.82
P00748,Hudson Valley Wraps 12 oz,Hudson Valley,Prepared Meals,Wraps,12 oz,6.62,4.79
P00749,Gotham Cold Cuts 24 oz,Gotham,Deli,Cold Cuts,24 oz,6.04,4.29
P00750,GreenLeaf Ice Cream 32 oz,GreenLeaf,Frozen Foods,Ice Cream,32 oz,6.49,4.9
P00751,Hudson Valley Soups 1 lb,Hudson Valley,Prepared Meals,Soups,1 lb,7.95,5.58
P00752,Chelsea Star Soy Sauce 24 oz,Chelsea Star,Condiments/Sauces/Spices,Soy Sauce,24 oz,4.29,3.18
P00753,Rivertown Chicken 12 oz,Rivertown,Meat and Seafood,Chicken,12 oz,9.02,5.86
P00754,Hudson Valley Pasta 2 lb,Hudson Valley,Grains and Pasta,Pasta,2 lb,1.8,1.06
P00755,NoHo Co Soy Sauce 6 pack,NoHo Co,Condiments/Sauces/Spices,Soy Sauce,6 pack,3.01,1.67
P00756,Mancino Spirits 16 oz,Mancino,Alcohol,Spirits,16 oz,11.45,6.68
P00757,Harbor View Cakes 1 lb,Harbor View,Bakery,Cakes,1 lb,4.06,3.21
P00758,NoHo Co Pizza 8 oz,NoHo Co,Frozen Foods,Pizza,8 oz,7.42,4.88
P00759,Nolita Fresh Juice 1 ct,Nolita Fresh,Beverages,Juice,1 ct,3.05,2.01
P00760,Mancino Yogurt 12 oz,Mancino,Dairy & Eggs,Yogurt,12 oz,2.14,1.23
P00761,NoHo Co Quinoa 1 ct,NoHo Co,Grains and Pasta,Quinoa,1 ct,1.85,1.3
P00762,Empire Pasta 1 lb,Empire,Grains and Pasta,Pasta,1 lb,2.9,2.07
P00763,Chelsea Star Beer 16 oz,Chelsea Star,Alcohol,Beer,16 oz,11.38,6.42
P00764,Hudson Valley Soups 32 oz,Hudson Valley,Prepared Meals,Soups,32 oz,11.61,9.27
P00765,Chelsea Star Sugar 2 lb,Chelsea Star,Baking,Sugar,2 lb,3.63,2.89
P00766,Harbor View Quinoa 16 oz,Harbor View,Grains and Pasta,Quinoa,16 oz,2.3,1.4
P00767,NoHo Co Salads 1 lb,NoHo Co,Prepared Meals,Salads,1 lb,6.86,4.96
P00768,Harbor View Beer 24 oz,Harbor View,Alcohol,Beer,24 oz,11.13,6.29
P00769,GreenLeaf Chips 1 ct,GreenLeaf,Snacks/Cookies/Chips,Chips,1 ct,3.12,2.35
P00770,GreenLeaf Soups 8 oz,GreenLeaf,Prepared Meals,Soups,8 oz,8.01,5.64
P00771,Parkside Quinoa 6 pack,Parkside,Grains and Pasta,Quinoa,6 pack,3.17,2.16
P00772,NoHo Co Water 2 lb,NoHo Co,Beverages,Water,2 lb,2.07,1.36
P00773,Village Choice Mustard 1 ct,Village Choice,Condiments/Sauces/Spices,Mustard,1 ct,2.49,1.6
P00774,Hudson Valley Noodles 1 ct,Hudson Valley,Grains and Pasta,Noodles,1 ct,2.36,1.54
P00775,Nolita Fresh Oatmeal 12 oz,Nolita Fresh,Breakfast & Cereal,Oatmeal,12 oz,5.15,3.82
P00776,Empire Pastries 2 lb,Empire,Bakery,Pastries,2 lb,4.84,2.68
P00777,Nolita Fresh Chicken 2 lb,Nolita Fresh,Meat and Seafood,Chicken,2 lb,7.79,4.32
P00778,Hudson Valley Hard Candy 12 oz,Hudson Valley,Candy,Hard Candy,12 oz,1.31,0.81
P00779,Parkside Wine 1 lb,Parkside,Alcohol,Wine,1 lb,10.47,7.16
P00780,Hudson Valley Bowls 16 oz,Hudson Valley,Prepared Meals,Bowls,16 oz,8.82,5.33
P00781,Harbor View Bagels 6 pack,Harbor View,Bakery,Bagels,6 pack,3.98,2.3
P00782,NoHo Co Prepared 2 lb,NoHo Co,Deli,Prepared,2 lb,6.94,4.77
P00783,Hudson Valley Bread 1 lb,Hudson Valley,Bakery,Bread,1 lb,5.39,3.1
P00784,Chelsea Star Cold Cuts 1 ct,Chelsea Star,Deli,Cold Cuts,1 ct,5.77,3.88
P00785,Harbor View Bowls 8 oz,Harbor View,Prepared Meals,Bowls,8 oz,7.16,5.26
P00786,Harbor View Bars 12 oz,Harbor View,Breakfast & Cereal,Bars,12 oz,3.61,2.42
P00787,Gotham Shrimp 1 ct,Gotham,Meat and Seafood,Shrimp,1 ct,6.39,4.25
P00788,Village Choice Cold Cuts 2 lb,Village Choice,Deli,Cold Cuts,2 lb,4.01,2.99
P00789,Rivertown Sugar 32 oz,Rivertown,Baking,Sugar,32 oz,2.96,2.14
P00790,Empire Bars 12 oz,Empire,Breakfast & Cereal,Bars,12 oz,5.84,3.85
P00791,Rivertown Yeast 2 lb,Rivertown,Baking,Yeast,2 lb,4.15,2.32
P00792,Hudson Valley Bars 1 lb,Hudson Valley,Breakfast & Cereal,Bars,1 lb,3.98,3.09
P00793,Nolita Fresh Oatmeal 6 pack,Nolita Fresh,Breakfast & Cereal,Oatmeal,6 pack,7.72,5.52
P00794,Parkside Veggies 12 oz,Parkside,Frozen Foods,Veggies,12 oz,5.59,4.33
P00795,Mancino Baking Mix 2 lb,Mancino,Baking,Baking Mix,2 lb,4.85,2.75
P00796,GreenLeaf Mints 6 pack,GreenLeaf,Candy,Mints,6 pack,3.69,2.51
P00797,Village Choice Mints 1 ct,Village Choice,Candy,Mints,1 ct,2.8,1.9
P00798,GreenLeaf Baking Mix 1 ct,GreenLeaf,Baking,Baking Mix,1 ct,2.95,2.12
P00799,Parkside Chicken 1 lb,Parkside,Meat and Seafood,Chicken,1 lb,8.21,4.66
P00800,GreenLeaf Yeast 32 oz,GreenLeaf,Baking,Yeast,32 oz,3.67,2.03
P00801,Chelsea Star Fish 24 oz,Chelsea Star,Meat and Seafood,Fish,24 oz,6.43,4.1
P00802,Rivertown Mints 2 lb,Rivertown,Candy,Mints,2 lb,1.96,1.46
P00803,Chelsea Star Chocolate 24 oz,Chelsea Star,Candy,Chocolate,24 oz,1.92,1.14
P00804,Village Choice Veggies 12 pack,Village Choice,Frozen Foods,Veggies,12 pack,7.43,4.27
P00805,Parkside Spirits 24 oz,Parkside,Alcohol,Spirits,24 oz,16.14,9.95
