date,store_id,store_name,category,avg_price,units_sold,revenue,promo_flag,day_of_week
2025-07-30,S0004,,Baking,3.7856521739130433,26,97.82,1,Wednesday
2025-07-30,S0004,,Beverages,3.3448,38,130.15,1,Wednesday
2025-07-30,S0004,,Breakfast & Cereal,4.656666666666666,20,99.4,1,Wednesday
2025-07-30,S0004,,Candy,2.529166666666667,29,73.7,1,Wednesday
2025-07-30,S0004,,Condiments/Sauces/Spices,3.597727272727273,32,115.83,1,Wednesday
2025-07-30,S0004,,Dairy & Eggs,3.2595833333333335,57,181.58,1,Wednesday
2025-07-30,S0004,,Deli,6.465454545454546,11,71.13,1,Wednesday
2025-07-30,S0004,,Frozen Foods,7.0576470588235285,18,127.52000000000001,1,Wednesday
2025-07-30,S0004,,Grains and Pasta,2.412,11,26.08,1,Wednesday
2025-07-30,S0004,,Meat and Seafood,9.618181818181817,15,145.2,1,Wednesday
2025-07-30,S0004,,Pet Food,8.122352941176471,21,169.6,1,Wednesday
2025-07-30,S0004,,Prepared Meals,8.2136,29,241.84,1,Wednesday
2025-07-30,S0004,,Snacks/Cookies/Chips,3.1246031746031746,106,329.11,1,Wednesday
2025-07-30,S0005,,Alcohol,12.495454545454546,41,524.3,1,Wednesday
2025-07-30,S0005,,Bakery,3.3875,8,27.04,1,Wednesday
2025-07-30,S0005,,Baking,3.656,12,44.19,1,Wednesday
2025-07-30,S0005,,Beverages,3.542307692307692,23,80.17,1,Wednesday
2025-07-30,S0005,,Breakfast & Cereal,4.044615384615384,15,60.93,1,Wednesday
2025-07-30,S0005,,Candy,2.4888235294117647,24,62.41,1,Wednesday
2025-07-30,S0005,,Condiments/Sauces/Spices,3.270625,22,70.36,1,Wednesday
2025-07-30,S0005,,Dairy & Eggs,3.2663414634146344,50,156.91,1,Wednesday
2025-07-30,S0005,,Deli,5.778947368421052,19,109.83,1,Wednesday
2025-07-30,S0005,,Frozen Foods,6.878,19,128.89000000000001,1,Wednesday
2025-07-30,S0005,,Grains and Pasta,2.646666666666667,5,11.55,1,Wednesday
2025-07-30,S0005,,Meat and Seafood,9.867333333333333,27,265.25,1,Wednesday
2025-07-30,S0005,,Pet Food,7.99125,11,89.23,1,Wednesday
2025-07-30,S0005,,Prepared Meals,8.970625,21,185.84,1,Wednesday
2025-07-30,S0005,,Snacks/Cookies/Chips,3.2797560975609756,60,199.17000000000002,1,Wednesday
2025-07-31,S0001,,Alcohol,12.034069767441862,115,1418.81,1,Thursday
2025-07-31,S0001,,Bakery,3.7479999999999998,10,37.34,1,Thursday
2025-07-31,S0001,,Baking,3.8005405405405406,43,161.88,1,Thursday
2025-07-31,S0001,,Beverages,3.4217500000000003,60,202.69,1,Thursday
2025-07-31,S0001,,Breakfast & Cereal,4.494782608695652,25,112.95,1,Thursday
2025-07-31,S0001,,Candy,2.5568750000000002,32,81.76,1,Thursday
2025-07-31,S0001,,Condiments/Sauces/Spices,3.334827586206897,38,121.67999999999999,1,Thursday
2025-07-31,S0001,,Dairy & Eggs,3.7313684210526317,108,409.06,1,Thursday
2025-07-31,S0001,,Deli,6.002765957446808,54,330.36,1,Thursday
2025-07-31,S0001,,Frozen Foods,5.929411764705883,35,209.3,1,Thursday
2025-07-31,S0001,,Grains and Pasta,2.6125,16,41.83,1,Thursday
2025-07-31,S0001,,Meat and Seafood,9.15542857142857,41,386.0,1,Thursday
2025-07-31,S0001,,Pet Food,7.509200000000001,38,273.85,1,Thursday
2025-07-31,S0001,,Prepared Meals,7.813333333333334,53,404.61,1,Thursday
2025-07-31,S0001,,Snacks/Cookies/Chips,3.089166666666667,159,483.16,1,Thursday
2025-07-31,S0002,,Alcohol,12.432500000000001,38,473.54,1,Thursday
2025-07-31,S0002,,Bakery,3.9525,8,30.48,1,Thursday
2025-07-31,S0002,,Baking,3.982666666666667,19,77.92,1,Thursday
2025-07-31,S0002,,Beverages,4.11375,14,55.46,1,Thursday
2025-07-31,S0002,,Breakfast & Cereal,4.77375,14,64.9,1,Thursday
2025-07-31,S0002,,Candy,2.381,15,35.92,1,Thursday
2025-07-31,S0002,,Condiments/Sauces/Spices,3.4433333333333334,14,48.65,1,Thursday
2025-07-31,S0002,,Dairy & Eggs,3.228148148148148,35,113.77,1,Thursday
2025-07-31,S0002,,Deli,5.324545454545454,13,69.02,1,Thursday
2025-07-31,S0002,,Frozen Foods,7.782857142857142,8,61.709999999999994,1,Thursday
2025-07-31,S0002,,Grains and Pasta,2.23875,8,17.94,1,Thursday
2025-07-31,S0002,,Meat and Seafood,9.059999999999999,14,125.77,1,Thursday
2025-07-31,S0002,,Pet Food,7.925,9,76.28,1,Thursday
2025-07-31,S0002,,Prepared Meals,8.513333333333334,14,118.26,1,Thursday
2025-07-31,S0002,,Snacks/Cookies/Chips,2.994782608695652,36,106.17999999999999,1,Thursday
2025-07-31,S0003,,Alcohol,12.841764705882351,63,831.38,1,Thursday
2025-07-31,S0003,,Bakery,3.1566666666666667,11,33.58,1,Thursday
2025-07-31,S0003,,Baking,3.7181818181818183,24,90.13,1,Thursday
2025-07-31,S0003,,Beverages,3.0393749999999997,21,64.22,1,Thursday
2025-07-31,S0003,,Breakfast & Cereal,4.382,33,147.9,1,Thursday
2025-07-31,S0003,,Candy,2.3554166666666667,31,72.92999999999999,1,Thursday
2025-07-31,S0003,,Condiments/Sauces/Spices,3.6958823529411764,20,76.7,1,Thursday
2025-07-31,S0003,,Dairy & Eggs,3.5955769230769232,64,231.77,1,Thursday
2025-07-31,S0003,,Deli,6.2315,26,156.02,1,Thursday
2025-07-31,S0003,,Frozen Foods,7.503846153846154,16,119.07000000000001,1,Thursday
2025-07-31,S0003,,Grains and Pasta,2.83,7,19.18,1,Thursday
2025-07-31,S0003,,Meat and Seafood,9.214615384615383,15,139.52,1,Thursday
2025-07-31,S0003,,Pet Food,7.505714285714285,17,135.87,1,Thursday
2025-07-31,S0003,,Prepared Meals,8.235294117647058,18,151.3,1,Thursday
2025-07-31,S0003,,Snacks/Cookies/Chips,3.061458333333333,75,227.71,1,Thursday
2025-07-31,S0004,,Alcohol,12.520153846153846,79,981.88,1,Thursday
2025-07-31,S0004,,Bakery,3.8600000000000003,2,7.7,1,Thursday
2025-07-31,S0004,,Baking,3.541428571428572,23,81.05,1,Thursday
2025-07-31,S0004,,Beverages,3.668235294117647,24,89.63,1,Thursday
2025-07-31,S0004,,Breakfast & Cereal,4.27,29,121.22,1,Thursday
2025-07-31,S0004,,Candy,2.509310344827586,33,82.42,1,Thursday
2025-07-31,S0004,,Condiments/Sauces/Spices,3.6807142857142856,17,62.519999999999996,1,Thursday
2025-07-31,S0004,,Dairy & Eggs,3.5115625,76,265.7,1,Thursday
2025-07-31,S0004,,Deli,5.9365000000000006,23,141.35,1,Thursday
2025-07-31,S0004,,Frozen Foods,7.082307692307692,30,214.6,1,Thursday
2025-07-31,S0004,,Grains and Pasta,2.425,14,34.55,1,Thursday
2025-07-31,S0004,,Meat and Seafood,9.077857142857143,16,145.22,1,Thursday
2025-07-31,S0004,,Pet Food,7.020999999999999,35,254.32,1,Thursday
2025-07-31,S0004,,Prepared Meals,8.892,24,213.9,1,Thursday
2025-07-31,S0004,,Snacks/Cookies/Chips,3.0366666666666666,108,324.4,1,Thursday
2025-07-31,S0005,,Alcohol,12.472,38,469.41,1,Thursday
2025-07-31,S0005,,Bakery,4.683333333333333,3,13.98,1,Thursday
2025-07-31,S0005,,Baking,3.6109999999999998,27,96.53,1,Thursday
2025-07-31,S0005,,Beverages,3.429444444444444,26,87.83,1,Thursday
2025-07-31,S0005,,Breakfast & Cereal,4.274545454545454,30,125.47,1,Thursday
2025-07-31,S0005,,Candy,2.246111111111111,25,59.03,1,Thursday
2025-07-31,S0005,,Condiments/Sauces/Spices,3.7123529411764706,19,71.92,1,Thursday
2025-07-31,S0005,,Dairy & Eggs,3.6243333333333334,40,147.77,1,Thursday
2025-07-31,S0005,,Deli,6.514545454545455,14,99.05,1,Thursday
2025-07-31,S0005,,Frozen Foods,6.834615384615384,15,105.8,1,Thursday
2025-07-31,S0005,,Grains and Pasta,3.0716666666666668,6,18.42,1,Thursday
2025-07-31,S0005,,Meat and Seafood,8.547142857142857,20,182.99,1,Thursday
2025-07-31,S0005,,Pet Food,7.478333333333334,17,132.59,1,Thursday
2025-07-31,S0005,,Prepared Meals,7.97,40,307.4,1,Thursday
2025-07-31,S0005,,Snacks/Cookies/Chips,3.0434883720930235,66,208.72,1,Thursday
2025-08-01,S0001,,Alcohol,12.363932584269664,103,1261.31,1,Friday
2025-08-01,S0001,,Bakery,4.229130434782609,25,104.19,1,Friday
2025-08-01,S0001,,Baking,3.495,51,176.41,1,Friday
2025-08-01,S0001,,Beverages,3.231111111111111,74,247.86,1,Friday
2025-08-01,S0001,,Breakfast & Cereal,4.2706451612903225,36,150.21,1,Friday
2025-08-01,S0001,,Candy,2.470222222222222,49,119.86,1,Friday
2025-08-01,S0001,,Condiments/Sauces/Spices,3.5069999999999997,36,128.52,1,Friday
2025-08-01,S0001,,Dairy & Eggs,3.369591836734694,120,396.07,1,Friday
2025-08-01,S0001,,Deli,6.376250000000001,52,326.24,1,Friday
2025-08-01,S0001,,Frozen Foods,6.5288,31,203.69,1,Friday
2025-08-01,S0001,,Grains and Pasta,2.5730769230769233,17,42.52,1,Friday
2025-08-01,S0001,,Meat and Seafood,9.229000000000001,35,316.23,1,Friday
2025-08-01,S0001,,Pet Food,7.064878048780488,65,443.99,1,Friday
2025-08-01,S0001,,Prepared Meals,8.3814,58,494.79,1,Friday
2025-08-01,S0001,,Snacks/Cookies/Chips,3.0835714285714286,160,492.15999999999997,1,Friday
2025-08-01,S0002,,Alcohol,11.68125,25,290.02,1,Friday
2025-08-01,S0002,,Bakery,3.8366666666666664,4,14.879999999999999,1,Friday
2025-08-01,S0002,,Baking,3.41,9,29.34,1,Friday
2025-08-01,S0002,,Beverages,3.665,10,35.61,1,Friday
2025-08-01,S0002,,Breakfast & Cereal,4.556,12,54.94,1,Friday
2025-08-01,S0002,,Candy,2.101,13,27.87,1,Friday
2025-08-01,S0002,,Condiments/Sauces/Spices,3.37,12,39.33,1,Friday
2025-08-01,S0002,,Dairy & Eggs,3.1851724137931035,38,117.84,1,Friday
2025-08-01,S0002,,Deli,5.638181818181819,13,76.8,1,Friday
2025-08-01,S0002,,Frozen Foods,7.046,15,105.81,1,Friday
2025-08-01,S0002,,Grains and Pasta,2.5620000000000003,5,12.77,1,Friday
2025-08-01,S0002,,Meat and Seafood,9.6475,21,198.93,1,Friday
2025-08-01,S0002,,Pet Food,8.138461538461538,19,153.5,1,Friday
2025-08-01,S0002,,Prepared Meals,7.544615384615384,17,120.05,1,Friday
2025-08-01,S0002,,Snacks/Cookies/Chips,2.902647058823529,49,137.94,1,Friday
2025-08-01,S0003,,Alcohol,12.078,81,974.95,1,Friday
2025-08-01,S0003,,Bakery,3.652857142857143,7,25.58,1,Friday
2025-08-01,S0003,,Baking,4.023333333333333,20,79.63,1,Friday
2025-08-01,S0003,,Beverages,3.5189473684210526,28,99.36,1,Friday
2025-08-01,S0003,,Breakfast & Cereal,4.763571428571429,19,89.56,1,Friday
2025-08-01,S0003,,Candy,2.6189473684210527,25,64.81,1,Friday
2025-08-01,S0003,,Condiments/Sauces/Spices,3.685925925925926,33,121.21000000000001,1,Friday
2025-08-01,S0003,,Dairy & Eggs,3.7201408450704223,79,299.99,1,Friday
2025-08-01,S0003,,Deli,5.7690909090909095,25,146.87,1,Friday
2025-08-01,S0003,,Frozen Foods,7.1523076923076925,13,93.00999999999999,1,Friday
2025-08-01,S0003,,Grains and Pasta,2.0900000000000003,10,19.68,1,Friday
2025-08-01,S0003,,Meat and Seafood,9.636842105263158,23,218.82,1,Friday
2025-08-01,S0003,,Pet Food,7.376363636363636,19,138.9,1,Friday
2025-08-01,S0003,,Prepared Meals,8.344347826086956,29,238.34,1,Friday
2025-08-01,S0003,,Snacks/Cookies/Chips,3.137,106,343.93,1,Friday
2025-08-01,S0004,,Alcohol,12.596172839506172,91,1139.74,1,Friday
2025-08-01,S0004,,Bakery,3.497272727272727,11,38.51,1,Friday
2025-08-01,S0004,,Baking,3.5803703703703706,34,126.75,1,Friday
2025-08-01,S0004,,Beverages,3.399677419354839,43,152.43,1,Friday
2025-08-01,S0004,,Breakfast & Cereal,4.311111111111111,34,152.18,1,Friday
2025-08-01,S0004,,Candy,2.4756,29,70.03,1,Friday
2025-08-01,S0004,,Condiments/Sauces/Spices,3.3766666666666665,45,151.26,1,Friday
2025-08-01,S0004,,Dairy & Eggs,3.7301265822784813,104,375.84000000000003,1,Friday
2025-08-01,S0004,,Deli,5.829999999999999,30,164.51999999999998,1,Friday
2025-08-01,S0004,,Frozen Foods,7.098999999999999,28,215.57,1,Friday
2025-08-01,S0004,,Grains and Pasta,2.695,4,10.79,1,Friday
2025-08-01,S0004,,Meat and Seafood,9.584687500000001,36,345.4,1,Friday
2025-08-01,S0004,,Pet Food,7.25695652173913,34,257.2,1,Friday
2025-08-01,S0004,,Prepared Meals,7.9879999999999995,23,183.91,1,Friday
2025-08-01,S0004,,Snacks/Cookies/Chips,3.187323943661972,110,348.09,1,Friday
2025-08-01,S0005,,Alcohol,11.612564102564102,51,576.56,1,Friday
2025-08-01,S0005,,Bakery,3.8059999999999996,7,25.32,1,Friday
2025-08-01,S0005,,Baking,3.947222222222222,25,99.35000000000001,1,Friday
2025-08-01,S0005,,Beverages,3.3816666666666664,19,65.56,1,Friday
2025-08-01,S0005,,Breakfast & Cereal,4.782631578947369,20,95.38,1,Friday
2025-08-01,S0005,,Candy,2.19875,20,44.63,1,Friday
2025-08-01,S0005,,Condiments/Sauces/Spices,3.545,14,50.269999999999996,1,Friday
2025-08-01,S0005,,Dairy & Eggs,3.3554347826086954,57,190.34,1,Friday
2025-08-01,S0005,,Deli,5.665625,16,90.6,1,Friday
2025-08-01,S0005,,Frozen Foods,7.223333333333334,18,137.95,1,Friday
2025-08-01,S0005,,Grains and Pasta,2.26875,9,19.69,1,Friday
2025-08-01,S0005,,Meat and Seafood,9.586,21,189.0,1,Friday
2025-08-01,S0005,,Pet Food,7.825454545454545,17,136.01000000000002,1,Friday
2025-08-01,S0005,,Prepared Meals,7.278999999999999,11,80.25,1,Friday
2025-08-01,S0005,,Snacks/Cookies/Chips,3.1357142857142857,44,139.84,1,Friday
2025-08-02,S0001,,Alcohol,12.490729166666666,119,1481.12,1,Saturday
2025-08-02,S0001,,Bakery,4.017142857142857,7,28.13,1,Saturday
2025-08-02,S0001,,Baking,3.911538461538462,48,188.94,1,Saturday
2025-08-02,S0001,,Beverages,3.3869444444444445,62,208.41,1,Saturday
2025-08-02,S0001,,Breakfast & Cereal,4.503913043478261,55,252.32,1,Saturday
2025-08-02,S0001,,Candy,2.4593617021276595,55,128.72,1,Saturday
2025-08-02,S0001,,Condiments/Sauces/Spices,3.5848648648648647,41,150.85,1,Saturday
2025-08-02,S0001,,Dairy & Eggs,3.2848076923076923,114,372.28,1,Saturday
2025-08-02,S0001,,Deli,6.440851063829788,65,422.87,1,Saturday
2025-08-02,S0001,,Frozen Foods,6.0356,27,163.78,1,Saturday
2025-08-02,S0001,,Grains and Pasta,2.386,15,35.81,1,Saturday
2025-08-02,S0001,,Meat and Seafood,8.85527777777778,38,337.23,1,Saturday
2025-08-02,S0001,,Pet Food,7.8714814814814815,48,391.18,1,Saturday
2025-08-02,S0001,,Prepared Meals,7.9535593220338985,73,560.66,1,Saturday
2025-08-02,S0001,,Snacks/Cookies/Chips,3.1312820512820516,190,605.54,1,Saturday
2025-08-02,S0002,,Alcohol,12.001463414634147,47,552.04,1,Saturday
2025-08-02,S0002,,Bakery,4.18,9,38.25,1,Saturday
2025-08-02,S0002,,Baking,3.9125,10,39.89,1,Saturday
2025-08-02,S0002,,Beverages,3.3657142857142857,20,64.77,1,Saturday
2025-08-02,S0002,,Breakfast & Cereal,4.7225,12,56.65,1,Saturday
2025-08-02,S0002,,Candy,2.3172727272727274,17,38.57,1,Saturday
2025-08-02,S0002,,Condiments/Sauces/Spices,3.3646666666666665,19,63.300000000000004,1,Saturday
2025-08-02,S0002,,Dairy & Eggs,3.5537142857142854,42,146.22,1,Saturday
2025-08-02,S0002,,Deli,5.963125,20,120.32000000000001,1,Saturday
2025-08-02,S0002,,Frozen Foods,6.0633333333333335,17,104.41,1,Saturday
2025-08-02,S0002,,Grains and Pasta,2.3366666666666664,3,7.01,1,Saturday
2025-08-02,S0002,,Meat and Seafood,9.136666666666667,12,111.31,1,Saturday
2025-08-02,S0002,,Pet Food,7.6866666666666665,22,173.73,1,Saturday
2025-08-02,S0002,,Prepared Meals,7.645625,17,128.22,1,Saturday
2025-08-02,S0002,,Snacks/Cookies/Chips,3.054864864864865,50,150.5,1,Saturday
2025-08-02,S0003,,Alcohol,11.626315789473685,52,599.68,1,Saturday
2025-08-02,S0003,,Bakery,3.8563636363636364,13,52.730000000000004,1,Saturday
2025-08-02,S0003,,Baking,3.9699999999999998,22,84.22,1,Saturday
2025-08-02,S0003,,Beverages,3.59,38,141.76999999999998,1,Saturday
2025-08-02,S0003,,Breakfast & Cereal,3.7994736842105263,26,96.94,1,Saturday
2025-08-02,S0003,,Candy,2.5500000000000003,26,68.5,1,Saturday
2025-08-02,S0003,,Condiments/Sauces/Spices,3.6586956521739133,30,106.92,1,Saturday
2025-08-02,S0003,,Dairy & Eggs,3.570857142857143,92,324.28,1,Saturday
2025-08-02,S0003,,Deli,5.852777777777778,23,133.67000000000002,1,Saturday
2025-08-02,S0003,,Frozen Foods,6.605384615384616,18,115.66,1,Saturday
2025-08-02,S0003,,Grains and Pasta,2.611666666666667,6,15.6,1,Saturday
2025-08-02,S0003,,Meat and Seafood,8.718214285714286,33,278.56,1,Saturday
2025-08-02,S0003,,Pet Food,7.7675,28,208.23,1,Saturday
2025-08-02,S0003,,Prepared Meals,7.925789473684211,22,177.42000000000002,1,Saturday
2025-08-02,S0003,,Snacks/Cookies/Chips,3.2367213114754096,92,304.05,1,Saturday
2025-08-02,S0004,,Alcohol,12.131194029850747,76,931.03,1,Saturday
2025-08-02,S0004,,Bakery,4.229166666666667,12,50.75,1,Saturday
2025-08-02,S0004,,Baking,3.62,21,75.97,1,Saturday
2025-08-02,S0004,,Beverages,3.1314285714285712,40,122.34,1,Saturday
2025-08-02,S0004,,Breakfast & Cereal,4.354285714285714,40,175.17,1,Saturday
2025-08-02,S0004,,Candy,2.3804166666666666,30,69.64,1,Saturday
2025-08-02,S0004,,Condiments/Sauces/Spices,3.5646428571428572,29,102.56,1,Saturday
2025-08-02,S0004,,Dairy & Eggs,3.726951219512195,104,396.11,1,Saturday
2025-08-02,S0004,,Deli,5.822105263157895,23,135.28,1,Saturday
2025-08-02,S0004,,Frozen Foods,6.854444444444444,28,191.08,1,Saturday
2025-08-02,S0004,,Grains and Pasta,2.73,9,24.61,1,Saturday
2025-08-02,S0004,,Meat and Seafood,9.136190476190476,26,235.53,1,Saturday
2025-08-02,S0004,,Pet Food,7.951071428571429,42,327.99,1,Saturday
2025-08-02,S0004,,Prepared Meals,7.581428571428572,35,257.05,1,Saturday
2025-08-02,S0004,,Snacks/Cookies/Chips,3.1277142857142857,111,350.93,1,Saturday
2025-08-02,S0005,,Alcohol,13.6665,51,700.72,1,Saturday
2025-08-02,S0005,,Bakery,3.6166666666666667,3,10.879999999999999,1,Saturday
2025-08-02,S0005,,Baking,3.583846153846154,15,54.98,1,Saturday
2025-08-02,S0005,,Beverages,3.4744444444444444,29,97.37,1,Saturday
2025-08-02,S0005,,Breakfast & Cereal,4.04,12,50.7,1,Saturday
2025-08-02,S0005,,Candy,2.4472727272727273,15,38.37,1,Saturday
2025-08-02,S0005,,Condiments/Sauces/Spices,3.71875,24,84.41,1,Saturday
2025-08-02,S0005,,Dairy & Eggs,3.5504651162790695,48,171.76,1,Saturday
2025-08-02,S0005,,Deli,6.842173913043479,27,183.51,1,Saturday
2025-08-02,S0005,,Frozen Foods,6.561333333333334,21,135.05,1,Saturday
2025-08-02,S0005,,Grains and Pasta,2.06,6,11.399999999999999,1,Saturday
2025-08-02,S0005,,Meat and Seafood,8.226428571428572,16,136.97,1,Saturday
2025-08-02,S0005,,Pet Food,7.452666666666667,28,208.68,1,Saturday
2025-08-02,S0005,,Prepared Meals,8.290000000000001,21,174.92,1,Saturday
2025-08-02,S0005,,Snacks/Cookies/Chips,3.132307692307692,85,265.75,1,Saturday
2025-08-03,S0001,,Alcohol,12.238256880733946,119,1454.45,1,Sunday
2025-08-03,S0001,,Bakery,3.9455555555555555,26,110.32,1,Sunday
2025-08-03,S0001,,Baking,3.778085106382979,59,223.23000000000002,1,Sunday
2025-08-03,S0001,,Beverages,3.552368421052632,64,228.01,1,Sunday
2025-08-03,S0001,,Breakfast & Cereal,5.028787878787878,43,214.68,1,Sunday
2025-08-03,S0001,,Candy,2.2515151515151515,42,89.15,1,Sunday
2025-08-03,S0001,,Condiments/Sauces/Spices,3.2182758620689653,37,123.96000000000001,1,Sunday
2025-08-03,S0001,,Dairy & Eggs,3.3597087378640778,119,389.15,1,Sunday
2025-08-03,S0001,,Deli,6.196923076923077,36,227.22,1,Sunday
2025-08-03,S0001,,Frozen Foods,6.838048780487806,43,295.18,1,Sunday
2025-08-03,S0001,,Grains and Pasta,2.6205263157894736,19,49.76,1,Sunday
2025-08-03,S0001,,Meat and Seafood,10.235609756097562,45,454.18,1,Sunday
2025-08-03,S0001,,Pet Food,7.163142857142858,55,381.84,1,Sunday
2025-08-03,S0001,,Prepared Meals,8.188636363636364,55,459.84000000000003,1,Sunday
2025-08-03,S0001,,Snacks/Cookies/Chips,3.0655555555555556,201,623.2,1,Sunday
2025-08-03,S0002,,Alcohol,12.759444444444444,38,479.98,1,Sunday
2025-08-03,S0002,,Bakery,4.293333333333334,4,16.93,1,Sunday
2025-08-03,S0002,,Baking,3.7133333333333334,10,36.79,1,Sunday
2025-08-03,S0002,,Beverages,3.218571428571429,24,80.33,1,Sunday
2025-08-03,S0002,,Breakfast & Cereal,4.0055555555555555,12,47.3,1,Sunday
2025-08-03,S0002,,Candy,2.5300000000000002,15,38.86,1,Sunday
2025-08-03,S0002,,Condiments/Sauces/Spices,3.897777777777778,9,35.08,1,Sunday
2025-08-03,S0002,,Dairy & Eggs,3.6521428571428567,53,196.48,1,Sunday
2025-08-03,S0002,,Deli,6.351111111111111,10,64.31,1,Sunday
2025-08-03,S0002,,Frozen Foods,6.771333333333333,20,129.35,1,Sunday
2025-08-03,S0002,,Grains and Pasta,2.8675,10,29.16,1,Sunday
2025-08-03,S0002,,Meat and Seafood,7.767777777777777,9,70.0,1,Sunday
2025-08-03,S0002,,Pet Food,8.149000000000001,14,118.9,1,Sunday
2025-08-03,S0002,,Prepared Meals,8.571111111111112,9,77.14,1,Sunday
2025-08-03,S0002,,Snacks/Cookies/Chips,3.3,43,137.26,1,Sunday
2025-08-03,S0003,,Alcohol,11.55265306122449,60,674.2,1,Sunday
2025-08-03,S0003,,Bakery,3.657272727272727,12,43.62,1,Sunday
2025-08-03,S0003,,Baking,3.9570833333333333,31,127.81,1,Sunday
2025-08-03,S0003,,Beverages,2.940909090909091,19,55.48,1,Sunday
2025-08-03,S0003,,Breakfast & Cereal,5.025384615384615,37,183.59,1,Sunday
2025-08-03,S0003,,Candy,2.261,22,47.23,1,Sunday
2025-08-03,S0003,,Condiments/Sauces/Spices,3.9175,9,37.129999999999995,1,Sunday
2025-08-03,S0003,,Dairy & Eggs,3.387857142857143,66,218.98,1,Sunday
2025-08-03,S0003,,Deli,6.1485,26,166.59,1,Sunday
2025-08-03,S0003,,Frozen Foods,6.707727272727272,29,198.23000000000002,1,Sunday
2025-08-03,S0003,,Grains and Pasta,2.841111111111111,15,44.019999999999996,1,Sunday
2025-08-03,S0003,,Meat and Seafood,9.558695652173913,35,319.05,1,Sunday
2025-08-03,S0003,,Pet Food,7.688333333333333,28,212.24,1,Sunday
2025-08-03,S0003,,Prepared Meals,8.517916666666666,31,259.24,1,Sunday
2025-08-03,S0003,,Snacks/Cookies/Chips,3.009811320754717,77,231.53,1,Sunday
2025-08-03,S0004,,Alcohol,11.602028985507246,87,1019.82,1,Sunday
2025-08-03,S0004,,Bakery,3.668,7,25.96,1,Sunday
2025-08-03,S0004,,Baking,3.686206896551724,36,133.05,1,Sunday
2025-08-03,S0004,,Beverages,3.339375,51,165.02,1,Sunday
2025-08-03,S0004,,Breakfast & Cereal,4.809310344827586,36,169.01,1,Sunday
2025-08-03,S0004,,Candy,2.382903225806452,39,90.31,1,Sunday
2025-08-03,S0004,,Condiments/Sauces/Spices,3.932142857142857,37,152.77,1,Sunday
2025-08-03,S0004,,Dairy & Eggs,3.453733333333333,89,312.88,1,Sunday
2025-08-03,S0004,,Deli,6.334482758620689,31,194.54,1,Sunday
2025-08-03,S0004,,Frozen Foods,7.367297297297297,51,378.48,1,Sunday
2025-08-03,S0004,,Grains and Pasta,2.4,7,16.849999999999998,1,Sunday
2025-08-03,S0004,,Meat and Seafood,9.451904761904762,23,216.74,1,Sunday
2025-08-03,S0004,,Pet Food,6.977333333333333,25,173.05,1,Sunday
2025-08-03,S0004,,Prepared Meals,7.678378378378379,53,409.81,1,Sunday
2025-08-03,S0004,,Snacks/Cookies/Chips,3.118450704225352,107,335.14,1,Sunday
2025-08-03,S0005,,Alcohol,12.130769230769232,52,631.74,1,Sunday
2025-08-03,S0005,,Bakery,4.291666666666667,8,33.07,1,Sunday
2025-08-03,S0005,,Baking,3.7394444444444446,18,67.44,1,Sunday
2025-08-03,S0005,,Beverages,3.09375,26,76.03,1,Sunday
2025-08-03,S0005,,Breakfast & Cereal,4.727142857142858,17,83.52,1,Sunday
2025-08-03,S0005,,Candy,2.2752380952380955,32,73.52,1,Sunday
2025-08-03,S0005,,Condiments/Sauces/Spices,3.255263157894737,21,69.8,1,Sunday
2025-08-03,S0005,,Dairy & Eggs,3.4354761904761904,54,181.45,1,Sunday
2025-08-03,S0005,,Deli,5.657857142857142,17,97.38,1,Sunday
2025-08-03,S0005,,Frozen Foods,5.936153846153847,15,95.47,1,Sunday
2025-08-03,S0005,,Grains and Pasta,2.2375,4,8.96,1,Sunday
2025-08-03,S0005,,Meat and Seafood,8.897647058823528,20,182.44,1,Sunday
2025-08-03,S0005,,Pet Food,8.092666666666666,19,151.63,1,Sunday
2025-08-03,S0005,,Prepared Meals,7.603333333333333,23,180.3,1,Sunday
2025-08-03,S0005,,Snacks/Cookies/Chips,3.0966666666666667,44,131.76,1,Sunday
2025-08-04,S0001,,Alcohol,12.092857142857143,79,936.08,1,Monday
2025-08-04,S0001,,Bakery,3.5645454545454545,11,39.239999999999995,1,Monday
2025-08-04,S0001,,Baking,3.874888888888889,56,224.2,1,Monday
2025-08-04,S0001,,Beverages,3.126764705882353,48,148.37,1,Monday
2025-08-04,S0001,,Breakfast & Cereal,4.552608695652173,26,117.32000000000001,1,Monday
2025-08-04,S0001,,Candy,2.2082608695652173,27,58.85,1,Monday
2025-08-04,S0001,,Condiments/Sauces/Spices,3.524642857142857,36,126.45,1,Monday
2025-08-04,S0001,,Dairy & Eggs,3.7663380281690144,95,346.96,1,Monday
2025-08-04,S0001,,Deli,5.915555555555556,36,209.39,1,Monday
2025-08-04,S0001,,Frozen Foods,7.416060606060606,39,291.19,1,Monday
2025-08-04,S0001,,Grains and Pasta,2.6399999999999997,4,10.58,1,Monday
2025-08-04,S0001,,Meat and Seafood,8.755757575757576,45,399.46,1,Monday
2025-08-04,S0001,,Pet Food,7.693333333333333,28,213.28,1,Monday
2025-08-04,S0001,,Prepared Meals,8.49,52,435.38,1,Monday
2025-08-04,S0001,,Snacks/Cookies/Chips,3.1859154929577462,107,344.05,1,Monday
