product_id,store_id,on_hand_units,reorder_point,base_price_override_cents,active
P00005,S0003,18,19,,True
P01955,S0003,21,11,,True
P00344,S0003,91,20,,True
P00078,S0003,10,26,1537.0,True
P00923,S0003,84,16,537.0,True
P00057,S0003,83,24,,True
P00583,S0003,73,11,282.0,True
P01022,S0003,46,13,,True
P00419,S0003,69,23,,True
P01087,S0003,47,29,,True
P00710,S0003,88,22,,True
P00645,S0003,98,29,532.0,True
P00596,S0003,76,18,,True
P00733,S0003,40,27,,True
P01958,S0003,94,12,1337.0,True
P00813,S0003,21,20,855.0,True
P01617,S0003,12,25,,True
P01105,S0003,44,18,1401.0,True
P01910,S0003,38,20,,True
P01408,S0003,84,14,367.0,True
P01025,S0003,99,26,,True
P00271,S0003,15,19,,True
P00089,S0003,52,16,,True
P01674,S0003,72,25,,True
P00614,S0003,73,11,,True
P00403,S0003,99,29,1063.0,True
P01992,S0003,54,11,455.0,True
P01810,S0003,72,20,480.0,True
P01683,S0003,26,29,,True
P01450,S0003,52,18,316.0,True
P00287,S0003,95,21,,True
P00947,S0003,45,14,,True
P01975,S0003,32,21,,True
P01413,S0003,89,10,1658.0,True
P00365,S0003,88,16,995.0,True
P00701,S0003,81,11,1709.0,True
P00600,S0003,16,17,446.0,True
P00680,S0003,13,19,,True
P00559,S0003,90,27,,True
P00160,S0003,80,24,,True
P01212,S0003,53,12,,True
P00671,S0003,99,30,,True
P01670,S0003,45,24,,True
P01293,S0003,24,30,,True
P00285,S0003,61,27,,True
P00418,S0003,70,18,,True
P01733,S0003,81,10,,True
P00484,S0003,65,12,,True
P01649,S0003,56,25,,True
P01003,S0003,39,23,,True
P01769,S0003,71,29,,True
P00433,S0003,27,20,,True
P01384,S0003,25,11,,True
P01009,S0003,69,26,,True
P01925,S0003,37,29,,True
P01690,S0003,48,16,585.0,True
P01095,S0003,30,21,449.0,True
P00121,S0003,94,30,,True
P01265,S0003,63,12,,True
P01101,S0003,70,16,,True
P01178,S0003,91,25,,True
P01633,S0003,50,23,684.0,True
P01852,S0003,41,15,,True
P00159,S0003,42,28,418.0,True
P00918,S0003,29,22,462.0,True
P01790,S0003,100,29,,True
P00316,S0003,44,18,1550.0,True
P00808,S0003,72,26,,True
P00355,S0003,26,24,302.0,True
P01805,S0003,20,11,,True
P01026,S0003,75,29,,True
P00109,S0003,47,25,,True
P00894,S0003,39,21,,True
P01853,S0003,44,30,,True
P01090,S0003,70,15,1466.0,True
P00332,S0003,25,16,,True
P01866,S0003,60,13,,True
P01913,S0003,20,18,,True
P00441,S0003,32,28,,True
P00059,S0003,35,27,420.0,True
P00486,S0003,64,15,,True
P01888,S0003,64,21,,True
P01197,S0003,43,17,,True
P01799,S0003,21,14,,True
P00975,S0003,70,24,,True
P00240,S0003,56,18,,True
P01545,S0003,85,26,695.0,True
P01390,S0003,56,24,785.0,True
P01357,S0003,59,23,,True
P00624,S0003,31,14,,True
P01868,S0003,72,16,,True
P01929,S0003,58,30,1033.0,True
P00105,S0003,23,28,,True
P00652,S0003,54,26,,True
P01463,S0003,74,20,,True
P01743,S0003,62,17,,True
P00021,S0003,59,25,,True
P00717,S0003,28,30,,True
P01629,S0003,89,27,1132.0,True
P01896,S0003,85,13,,True
P00939,S0003,63,14,,True
P00273,S0003,34,23,,True
P01595,S0003,100,16,,True
P01691,S0003,72,19,,True
P01404,S0003,73,15,518.0,True
P01376,S0003,100,28,,True
P00320,S0003,85,16,336.0,True
P01564,S0003,100,12,,True
P01700,S0003,12,23,1004.0,True
P00730,S0003,95,25,,True
P01336,S0003,61,23,,True
P00356,S0003,22,21,,True
P00546,S0003,90,26,,True
P00066,S0003,72,28,1715.0,True
P00458,S0003,43,17,,True
P01988,S0003,43,30,,True
P01230,S0003,60,25,,True
P01559,S0003,37,10,,True
P01840,S0003,50,28,,True
P00791,S0003,35,25,379.0,True
P01516,S0003,70,21,,True
P01581,S0003,51,19,,True
P01112,S0003,75,23,829.0,True
P00841,S0003,97,16,,True
P00379,S0003,67,12,,True
P00565,S0003,44,16,585.0,True
P00294,S0003,12,11,,True
P00651,S0003,86,18,,True
P00046,S0003,23,30,,True
P00170,S0003,48,15,1502.0,True
P01077,S0003,87,14,,True
P01772,S0003,30,30,285.0,True
P00812,S0003,12,23,,True
P01531,S0003,96,12,383.0,True
P01644,S0003,73,23,266.0,True
P00567,S0003,88,18,,True
P00500,S0003,88,17,,True
P01809,S0003,55,10,,True
P01645,S0003,83,22,,True
P00935,S0003,60,30,,True
P00851,S0003,55,27,359.0,True
P01753,S0003,64,26,,True
P00288,S0003,24,14,,True
P01658,S0003,97,14,280.0,True
P01385,S0003,38,28,,True
P01702,S0003,25,17,,True
P01640,S0003,57,11,725.0,True
P00909,S0003,37,10,407.0,True
P01499,S0003,92,13,,True
P00749,S0003,96,21,382.0,True
P00474,S0003,69,18,,True
P01815,S0003,85,24,,True
P00591,S0003,76,28,374.0,True
P00327,S0003,62,28,,True
P01857,S0003,77,28,964.0,True
P01167,S0003,14,26,,True
P01891,S0003,17,20,646.0,True
P01461,S0003,48,10,355.0,True
P01966,S0003,28,12,,True
P01042,S0003,63,14,,True
P00837,S0003,12,14,,True
P00122,S0003,70,24,,True
P01365,S0003,86,19,1796.0,True
P00878,S0003,25,21,1737.0,True
P01631,S0003,24,22,,True
P01642,S0003,96,19,941.0,True
P01032,S0003,48,18,,True
P00282,S0003,65,11,,True
P01791,S0003,70,24,452.0,True
P00858,S0003,60,26,,True
P00417,S0003,20,14,,True
P00523,S0003,50,24,,True
P01832,S0003,70,27,,True
P01664,S0003,36,16,753.0,True
P01216,S0003,72,15,,True
P01097,S0003,38,28,1521.0,True
P00311,S0003,97,13,,True
P00324,S0003,55,14,,True
P00350,S0003,90,14,485.0,True
P00097,S0003,23,18,,True
P00933,S0003,84,15,,True
P00563,S0003,73,30,,True
P00566,S0003,66,26,481.0,True
P00612,S0003,59,30,784.0,True
P01002,S0003,13,30,,True
P00776,S0003,79,27,340.0,True
P01914,S0003,32,23,,True
P01122,S0003,38,22,,True
P01219,S0003,10,25,,True
P00398,S0003,43,22,,True
P00757,S0003,96,30,,True
P01012,S0003,80,14,383.0,True
P01863,S0003,64,29,,True
P00054,S0003,74,16,280.0,True
P00459,S0003,40,10,,True
P00264,S0003,84,30,,True
P01200,S0003,62,19,,True
P01565,S0003,28,14,,True
P00437,S0003,88,13,,True
P00151,S0003,68,20,,True
P01936,S0003,40,16,,True
P00728,S0003,12,13,388.0,True
P00611,S0003,93,28,,True
P01247,S0003,27,28,559.0,True
P00519,S0003,21,27,387.0,True
P01276,S0003,15,27,,True
P00967,S0003,87,29,,True
P01194,S0003,98,28,639.0,True
P00974,S0003,84,10,,True
P01964,S0003,35,19,1614.0,True
P00177,S0003,84,11,,True
P00564,S0003,34,26,,True
P00306,S0003,83,12,,True
P01530,S0003,74,30,1576.0,True
P01899,S0003,52,14,,True
P00746,S0003,25,15,,True
P00873,S0003,44,21,,True
P01504,S0003,38,30,,True
P00027,S0003,14,19,,True
P00999,S0003,10,25,158.0,True
P00502,S0003,31,16,,True
P00784,S0003,46,19,,True
P00019,S0003,95,17,,True
P00495,S0003,30,28,543.0,True
P01628,S0003,58,17,,True
P00274,S0003,66,15,260.0,True
P01451,S0003,79,18,,True
P01883,S0003,19,10,1649.0,True
P01333,S0003,22,28,,True
P01779,S0003,68,25,,True
P00920,S0003,95,25,,True
P00864,S0003,57,18,,True
P00338,S0003,57,21,1600.0,True
P00635,S0003,55,13,,True
P01420,S0003,49,15,456.0,True
P01660,S0003,93,26,1226.0,True
P01761,S0003,25,14,,True
P01921,S0003,44,12,,True
P00252,S0003,93,23,,True
P01236,S0003,51,20,,True
P00228,S0003,13,18,,True
P01465,S0003,45,12,810.0,True
P00699,S0003,40,22,504.0,True
P00895,S0003,96,22,,True
P00977,S0003,97,25,1702.0,True
P00617,S0003,30,26,,True
P01182,S0003,90,29,,True
P01696,S0003,70,17,393.0,True
P00211,S0003,91,15,,True
P01306,S0003,10,19,,True
P00175,S0003,66,13,,True
P01939,S0003,48,21,,True
P01284,S0003,20,29,,True
P01369,S0003,59,27,,True
P00882,S0003,37,21,569.0,True
P01328,S0003,54,14,,True
P01837,S0003,63,28,,True
P01577,S0003,29,15,,True
P00083,S0003,70,21,261.0,True
P01362,S0003,62,17,,True
P00383,S0003,33,20,451.0,True
P00450,S0003,43,21,,True
P00141,S0003,99,16,405.0,True
P01526,S0003,90,11,,True
P01627,S0003,38,15,486.0,True
P01245,S0003,27,18,,True
P00364,S0003,70,13,334.0,True
P00207,S0003,32,11,570.0,True
P01118,S0003,36,13,1532.0,True
P00530,S0003,58,10,,True
P00444,S0003,59,10,,True
P01701,S0003,19,14,245.0,True
P01808,S0003,33,12,,True
P00455,S0003,32,28,,True
P00232,S0003,25,22,394.0,True
P00464,S0003,89,12,,True
P00770,S0003,56,13,,True
P00010,S0003,66,14,1450.0,True
P00605,S0003,98,27,,True
P00465,S0003,25,14,,True
P01566,S0003,58,23,571.0,True
P01968,S0003,27,22,828.0,True
P01937,S0003,11,16,,True
P01672,S0003,53,10,,True
P01861,S0003,14,30,462.0,True
P01488,S0003,28,20,,True
P01728,S0003,14,16,595.0,True
P01654,S0003,15,18,,True
P00625,S0003,38,13,,True
P01755,S0003,40,10,631.0,True
P01679,S0003,88,30,555.0,True
P01053,S0003,44,18,,True
P01186,S0003,17,19,,True
P01000,S0003,49,19,1608.0,True
P00779,S0003,31,16,1187.0,True
P00664,S0003,77,26,203.0,True
P01500,S0003,89,26,549.0,True
P00641,S0003,42,21,,True
P01296,S0003,57,17,,True
P01574,S0003,66,26,1666.0,True
P00278,S0003,30,26,,True
P01452,S0003,41,11,,True
P00248,S0003,20,24,356.0,True
P01109,S0003,76,30,1701.0,True
P00201,S0003,49,25,955.0,True
P00620,S0003,79,22,228.0,True
P00477,S0003,75,12,,True
P00831,S0003,88,25,,True
P01711,S0003,50,11,474.0,True
P00132,S0003,22,25,,True
P00721,S0003,61,23,1602.0,True
P00037,S0003,43,15,,True
P00074,S0003,94,24,,True
P01120,S0003,78,10,,True
P01676,S0003,50,21,906.0,True
P01195,S0003,32,23,,True
P01355,S0003,79,29,,True
P00800,S0003,57,26,,True
P00782,S0003,68,30,,True
P01567,S0003,88,18,,True
P00561,S0003,35,22,1014.0,True
P01666,S0003,81,11,1596.0,True
P00578,S0003,44,12,1592.0,True
P01490,S0003,61,26,573.0,True
P01419,S0003,64,14,,True
P01731,S0003,80,22,,True
P01576,S0003,15,11,,True
P00540,S0003,20,11,1286.0,True
P01273,S0003,42,25,,True
P01059,S0003,47,27,,True
P01310,S0003,49,28,585.0,True
P01540,S0003,29,22,,True
P01632,S0003,43,19,,True
P01788,S0003,75,20,672.0,True
P00854,S0003,100,24,518.0,True
P00629,S0003,28,20,,True
P00599,S0003,70,14,,True
P00162,S0003,86,10,,True
P00727,S0003,93,14,,True
P01487,S0003,69,18,,True
P01880,S0003,38,13,,True
P01518,S0003,34,26,257.0,True
P00362,S0003,49,25,666.0,True
P01004,S0003,75,30,,True
P01314,S0003,59,30,645.0,True
P00903,S0003,53,13,467.0,True
P01441,S0003,63,23,791.0,True
P00868,S0003,74,25,,True
P01203,S0003,40,30,,True
P00695,S0003,40,27,329.0,True
P00738,S0003,18,12,,True
P01037,S0003,54,11,,True
P01979,S0003,21,29,1154.0,True
P00275,S0003,54,28,1546.0,True
P00124,S0003,18,12,527.0,True
P00919,S0003,32,16,,True
P00289,S0003,78,13,,True
P00962,S0003,91,16,,True
P00691,S0003,98,20,603.0,True
P00569,S0003,84,27,,True
P00904,S0003,22,12,,True
P01737,S0003,16,12,745.0,True
P00815,S0003,23,21,324.0,True
P01915,S0003,25,26,1016.0,True
P00043,S0003,68,17,424.0,True
P01512,S0003,15,15,,True
P00802,S0003,84,18,373.0,True
P01944,S0003,60,12,1441.0,True
P01349,S0003,27,12,,True
P01612,S0003,56,30,,True
P01562,S0003,84,27,,True
P00499,S0003,92,24,,True
P01735,S0003,84,17,,True
P01519,S0003,39,21,,True
P01507,S0003,73,28,,True
P00075,S0003,65,15,,True
P00277,S0003,82,11,,True
P00715,S0003,42,18,,True
P01605,S0003,67,12,,True
P00276,S0003,69,13,,True
P01986,S0003,43,28,,True
P01398,S0003,11,11,739.0,True
P01994,S0003,89,21,364.0,True
P01007,S0003,80,12,,True
P00732,S0003,50,28,,True
P00286,S0003,19,27,,True
P00760,S0003,53,26,1623.0,True
P00269,S0003,87,12,,True
P01457,S0003,82,13,,True
P01190,S0003,14,20,,True
P00587,S0003,40,25,,True
P00129,S0003,80,23,,True
P01510,S0003,76,30,386.0,True
P00811,S0003,71,20,,True
P00192,S0003,84,27,,True
P00833,S0003,91,10,,True
P00077,S0003,74,17,,True
P00033,S0003,98,27,,True
P00719,S0003,87,18,1291.0,True
P00069,S0003,21,19,1413.0,True
P01833,S0003,18,10,,True
P01620,S0003,54,16,1003.0,True
P01434,S0003,88,20,,True
P00636,S0003,81,28,564.0,True
P01235,S0003,52,26,,True
P00152,S0003,23,25,,True
P01141,S0003,81,22,,True
P00060,S0003,32,11,,True
P00966,S0003,21,15,,True
P01684,S0003,24,26,,True
P00496,S0003,82,28,,True
P00020,S0003,58,30,443.0,True
P01552,S0003,53,14,,True
P00937,S0003,67,14,,True
P00862,S0003,50,29,598.0,True
P01192,S0003,67,18,,True
P00737,S0003,39,26,284.0,True
P01227,S0003,15,12,,True
P00668,S0003,18,27,,True
P00913,S0003,40,20,395.0,True
P00176,S0003,57,10,751.0,True
P01952,S0003,92,22,,True
P00954,S0003,79,26,,True
P00389,S0003,35,16,,True
P00807,S0003,30,12,457.0,True
P00949,S0003,53,26,,True
P00714,S0003,20,18,993.0,True
P01221,S0003,57,14,,True
P00516,S0003,41,28,,True
P00073,S0003,90,20,617.0,True
P01498,S0003,95,23,,True
P00108,S0003,47,23,,True
P00968,S0003,47,25,,True
P01154,S0003,84,18,,True
P00469,S0003,32,21,,True
P01874,S0003,23,10,,True
P01619,S0003,33,25,,True
P00944,S0003,72,22,1602.0,True
P00022,S0003,24,30,,True
P01261,S0003,45,10,615.0,True
P01168,S0003,25,16,1148.0,True
P00008,S0003,54,21,458.0,True
P00348,S0003,14,26,1843.0,True
P01972,S0003,36,15,,True
P01391,S0003,31,22,469.0,True
P00834,S0003,26,22,,True
P01218,S0003,13,30,357.0,True
P01054,S0003,93,16,262.0,True
P01580,S0003,43,21,,True
P00448,S0003,77,19,,True
P00575,S0003,43,24,,True
P00239,S0003,74,29,,True
P01671,S0003,32,28,,True
P01019,S0003,98,14,,True
P01871,S0003,23,29,,True
P01013,S0003,73,11,,True
P00551,S0003,36,11,335.0,True
P01187,S0003,93,14,,True
P01786,S0003,99,29,,True
P01951,S0003,80,12,475.0,True
P00040,S0003,70,28,1053.0,True
P00881,S0003,35,30,,True
P00173,S0003,87,18,,True
P00660,S0003,56,14,,True
P01663,S0003,49,23,,True
P00512,S0003,42,27,,True
P00985,S0003,21,27,1480.0,True
P00906,S0003,32,24,,True
P01793,S0003,61,14,,True
P00593,S0003,55,13,,True
P00911,S0003,84,19,476.0,True
P00787,S0003,94,17,,True
P00885,S0003,58,23,606.0,True
P00896,S0003,71,11,,True
P00014,S0003,89,20,,True
P00166,S0003,88,24,,True
P01909,S0003,47,25,,True
P01983,S0003,97,20,1587.0,True
P00679,S0003,73,26,,True
P01113,S0003,93,26,,True
P00291,S0003,65,22,,True
P01229,S0003,77,13,,True
P01484,S0003,32,10,,True
P01675,S0003,80,24,,True
P00244,S0003,84,16,,True
P00940,S0003,44,14,476.0,True
P00544,S0003,13,15,,True
P01121,S0003,61,14,,True
P01905,S0003,86,24,770.0,True
P00463,S0003,52,15,,True
P01867,S0003,69,27,820.0,True
P01209,S0003,94,16,,True
P01894,S0003,31,30,,True
P00018,S0003,37,21,,True
P01466,S0003,21,26,344.0,True
P01942,S0003,77,22,,True
P00473,S0003,80,22,,True
P01475,S0003,29,21,,True
P01138,S0003,100,25,1152.0,True
P00783,S0003,78,12,,True
P01268,S0003,72,19,,True
P00340,S0003,13,26,,True
P00513,S0003,46,11,1174.0,True
P00062,S0003,10,11,,True
P00408,S0003,49,10,,True
P01835,S0003,10,18,,True
P01137,S0003,85,11,,True
P00035,S0003,86,24,,True
P00361,S0003,43,27,,True
P01548,S0003,14,21,,True
P01206,S0003,89,12,,True
P00149,S0003,81,18,,True
P01307,S0003,26,27,1516.0,True
P00743,S0003,57,23,481.0,True
P01814,S0003,21,20,966.0,True
P01249,S0003,26,21,,True
P01287,S0003,90,24,,True
P00241,S0003,37,19,580.0,True
P01497,S0003,13,26,,True
P01281,S0003,67,25,400.0,True
P00603,S0003,56,24,523.0,True
P01023,S0003,34,16,354.0,True
P00188,S0003,97,23,673.0,True
P00321,S0003,24,29,,True
P00740,S0003,26,20,997.0,True
P01919,S0003,96,30,1628.0,True
P01131,S0003,65,25,,True
P01533,S0003,36,17,,True
P01804,S0003,74,12,522.0,True
P01571,S0003,11,16,,True
P00850,S0003,64,14,962.0,True
P01945,S0003,98,26,1715.0,True
P00461,S0003,86,11,,True
P00081,S0003,12,29,,True
P01260,S0003,52,14,,True
P01313,S0003,32,19,,True
P01900,S0003,70,14,,True
P01714,S0003,67,24,1320.0,True
P01618,S0003,100,25,,True
P01102,S0003,25,13,424.0,True
P00681,S0003,83,11,1469.0,True
P01133,S0003,22,24,,True
P00960,S0003,29,30,403.0,True
P00843,S0003,46,21,,True
P01673,S0003,73,10,,True
P01424,S0003,54,11,1487.0,True
P00305,S0003,47,19,,True
P00279,S0003,15,30,415.0,True
P01204,S0003,58,22,,True
P01447,S0003,65,18,,True
P00218,S0003,29,12,276.0,True
P01180,S0003,91,28,715.0,True
P01933,S0003,37,13,370.0,True
P01693,S0003,27,19,,True
P00426,S0003,35,15,541.0,True
P00025,S0003,83,28,1527.0,True
P00247,S0003,86,19,,True
P00609,S0003,53,22,,True
P00526,S0003,49,13,,True
P00079,S0003,16,19,,True
P00234,S0003,72,15,,True
P01608,S0003,76,20,,True
P00832,S0003,90,27,675.0,True
P00689,S0003,71,22,,True
P01371,S0003,11,27,,True
P01318,S0003,89,13,,True
P01215,S0003,97,28,,True
P01375,S0003,49,11,267.0,True
P01884,S0003,26,16,,True
P01991,S0003,49,18,1236.0,True
P01513,S0003,72,20,,True
P00186,S0003,49,19,628.0,True
P01125,S0003,26,27,,True
P00926,S0003,98,21,254.0,True
P01877,S0003,40,11,,True
P00576,S0003,78,30,,True
P01680,S0003,94,16,,True
P01181,S0003,95,30,1650.0,True
P00028,S0003,79,30,375.0,True
P00051,S0003,23,14,,True
P01251,S0003,76,27,,True
P00533,S0003,31,26,,True
P01354,S0003,38,22,,True
P00483,S0003,69,19,438.0,True
P00146,S0003,28,19,314.0,True
P00363,S0003,56,24,892.0,True
P01555,S0003,53,25,,True
P00828,S0003,71,27,,True
P00631,S0003,34,28,398.0,True
P01887,S0003,19,19,521.0,True
P01074,S0003,22,27,413.0,True
P01563,S0003,61,17,396.0,True
P01635,S0003,26,22,,True
P00769,S0003,27,12,1613.0,True
P01225,S0003,52,20,1193.0,True
P01482,S0003,32,28,,True
P00518,S0003,87,28,,True
P00319,S0003,39,14,,True
P00164,S0003,18,16,,True
P01706,S0003,94,27,,True
P00765,S0003,66,20,447.0,True
P01795,S0003,80,22,,True
P01777,S0003,53,11,1017.0,True
P01647,S0003,85,21,,True
P00134,S0003,91,11,295.0,True
P00788,S0003,43,24,,True
P01736,S0003,96,26,,True
P01550,S0003,14,26,526.0,True
P00964,S0003,48,22,354.0,True
P01331,S0003,63,17,,True
P00255,S0003,68,17,,True
P01613,S0003,66,19,439.0,True
P00992,S0003,100,14,,True
P00411,S0003,67,19,,True
P00698,S0003,89,16,1690.0,True
P01829,S0003,44,26,445.0,True
P01622,S0003,42,11,,True
P01889,S0003,46,19,,True
P00667,S0003,32,20,,True
P00838,S0003,52,12,,True
P01665,S0003,62,24,,True
P00796,S0003,50,27,,True
P02000,S0003,88,22,,True
P00071,S0003,96,28,528.0,True
P01480,S0003,91,10,348.0,True
P00778,S0003,71,26,348.0,True
P01940,S0003,62,15,,True
P01705,S0003,24,16,,True
P00506,S0003,25,10,300.0,True
P00095,S0003,12,12,,True
P01254,S0003,23,15,,True
P00346,S0003,22,26,472.0,True
P00955,S0003,22,15,562.0,True
P00191,S0003,93,29,1388.0,True
P00806,S0003,16,16,,True
P00250,S0003,63,11,,True
P01444,S0003,89,15,,True
P01213,S0003,67,19,,True
P00193,S0003,78,24,,True
P00372,S0003,54,27,,True
P01767,S0003,55,26,,True
P00768,S0003,38,27,595.0,True
P01527,S0003,33,18,213.0,True
P00434,S0003,12,29,,True
P00924,S0003,74,11,,True
P01217,S0003,31,29,678.0,True
P00863,S0003,85,24,1526.0,True
P00210,S0003,92,12,,True
P00368,S0003,49,12,,True
P00579,S0003,56,11,329.0,True
P00709,S0003,15,16,,True
P01161,S0003,69,21,,True
P00382,S0003,90,13,,True
P01459,S0003,80,20,,True
P01327,S0003,64,29,795.0,True
P00604,S0003,20,20,,True
P01038,S0003,49,16,759.0,True
P00290,S0003,11,26,619.0,True
P01732,S0003,37,10,264.0,True
P01253,S0003,83,21,227.0,True
P00015,S0003,75,15,,True
P00413,S0003,52,22,648.0,True
P01750,S0003,62,30,,True
P01703,S0003,50,25,,True
P01326,S0003,57,22,,True
P01848,S0003,66,24,940.0,True
P00402,S0003,86,17,,True
P00507,S0003,95,19,,True
P01981,S0003,69,14,579.0,True
P00304,S0003,61,18,,True
P00914,S0003,17,23,,True
P00826,S0003,93,23,,True
P01252,S0003,71,30,,True
P00549,S0003,78,21,704.0,True
P00866,S0003,35,16,,True
P01106,S0003,86,28,448.0,True
P00303,S0003,22,12,,True
P00793,S0003,45,15,,True
P01511,S0003,58,11,1031.0,True
P01117,S0003,66,19,536.0,True
P01469,S0003,40,20,,True
P00927,S0003,20,25,271.0,True
P01662,S0003,93,28,,True
P01220,S0003,20,12,,True
P01030,S0003,13,26,306.0,True
P01901,S0003,44,29,443.0,True
P00490,S0003,20,17,721.0,True
P01721,S0003,35,25,,True
P01340,S0003,98,25,,True
P00100,S0003,51,28,518.0,True
P00131,S0003,66,22,203.0,True
P01757,S0003,38,28,,True
P00632,S0003,66,26,,True
P00880,S0003,33,16,,True
P01079,S0003,31,10,1023.0,True
P00844,S0003,23,20,,True
P01116,S0003,89,27,451.0,True
P00029,S0003,97,21,,True
P00818,S0003,96,21,,True
P00476,S0003,91,16,,True
P01319,S0003,92,12,,True
P00702,S0003,25,17,453.0,True
P00562,S0003,99,22,,True
P01107,S0003,91,25,681.0,True
P00144,S0003,15,30,1439.0,True
P00485,S0003,34,19,,True
P01973,S0003,85,16,,True
P01132,S0003,68,19,,True
P00595,S0003,84,15,,True
P01870,S0003,82,24,,True
P01754,S0003,11,12,,True
P01904,S0003,35,28,1137.0,True
P00552,S0003,38,27,1175.0,True
P00647,S0003,64,23,632.0,True
P01047,S0003,82,24,691.0,True
P01267,S0003,20,28,1687.0,True
P00044,S0003,82,24,,True
P00245,S0003,69,19,,True
P01238,S0003,37,15,,True
P00538,S0003,70,13,,True
P00627,S0003,56,23,,True
P01977,S0003,25,26,,True
P01258,S0003,47,29,,True
P00261,S0003,92,25,,True
P01029,S0003,50,11,,True
P00404,S0003,95,16,361.0,True
P00107,S0003,38,21,1627.0,True
P01932,S0003,49,15,,True
P00899,S0003,56,17,1545.0,True
P00076,S0003,11,29,1538.0,True
P01481,S0003,72,13,,True
P00436,S0003,52,22,,True
P00656,S0003,41,12,,True
P01807,S0003,76,15,293.0,True
P01239,S0003,90,25,,True
P01076,S0003,39,13,,True
P00545,S0003,66,15,,True
P01756,S0003,40,24,,True
P01143,S0003,91,21,,True
P01730,S0003,63,18,1654.0,True
P01208,S0003,75,21,,True
P01283,S0003,56,10,,True
P01286,S0003,80,21,,True
P01403,S0003,29,16,,True
P00438,S0003,13,10,245.0,True
P00978,S0003,12,17,,True
P01089,S0003,30,10,,True
P01521,S0003,21,15,902.0,True
P01415,S0003,26,30,,True
P01185,S0003,50,30,,True
P01290,S0003,19,30,369.0,True
P00449,S0003,19,12,,True
P00157,S0003,74,10,,True
P01010,S0003,87,15,430.0,True
P01429,S0003,53,17,1587.0,True
P01959,S0003,12,13,1185.0,True
P01651,S0003,72,21,958.0,True
P00761,S0003,61,24,,True
P01739,S0003,86,21,359.0,True
P01765,S0003,46,20,1603.0,True
P01123,S0003,97,23,,True
P00848,S0003,69,14,,True
P00392,S0003,34,28,1540.0,True
P00763,S0003,14,12,,True
P00202,S0003,90,20,,True
P00012,S0003,52,18,,True
P01918,S0003,27,11,,True
P00767,S0003,97,22,,True
P01768,S0003,90,24,,True
P00268,S0003,88,27,,True
P01961,S0003,36,12,973.0,True
P01780,S0003,55,11,,True
P01551,S0003,19,27,989.0,True
P01436,S0003,65,17,,True
P00394,S0003,41,10,,True
P01634,S0003,76,21,,True
P00085,S0003,29,15,,True
P00243,S0003,63,15,,True
P00041,S0003,42,19,707.0,True
P01028,S0003,59,11,,True
P00420,S0003,77,20,1225.0,True
P01603,S0003,41,27,,True
P00023,S0003,64,10,,True
P01558,S0003,23,29,1438.0,True
P01688,S0003,25,10,,True
P00002,S0003,99,15,,True
P01593,S0003,38,14,,True
P01798,S0003,88,13,,True
P01609,S0003,68,11,,True
P00972,S0003,93,12,,True
P01773,S0003,69,26,,True
P01923,S0003,44,29,706.0,True
P00135,S0003,82,10,,True
P00471,S0003,55,22,,True
P00883,S0003,59,15,,True
P00183,S0003,39,24,496.0,True
P00849,S0003,20,16,1683.0,True
P00219,S0003,52,22,,True
P00233,S0003,11,14,,True
P00675,S0003,86,11,,True
P01669,S0003,57,10,,True
P00613,S0003,16,19,,True
P01198,S0003,25,27,1180.0,True
P01742,S0003,36,12,582.0,True
P01282,S0003,61,16,,True
P01262,S0003,59,26,,True
P01950,S0003,50,30,1621.0,True
P01778,S0003,77,30,,True
P00580,S0003,18,17,,True
P01515,S0003,40,24,1730.0,True
P01266,S0003,52,15,,True
P01495,S0003,65,30,,True
P00246,S0003,61,28,,True
P01080,S0003,81,27,424.0,True
P00707,S0003,52,15,456.0,True
P01358,S0003,75,19,287.0,True
P01956,S0003,53,29,580.0,True
P00061,S0003,29,26,,True
P01579,S0003,41,19,278.0,True
P01723,S0003,32,27,272.0,True
P00886,S0003,72,28,155.0,True
P01280,S0003,26,19,,True
P01041,S0003,91,22,577.0,True
P00532,S0003,45,29,,True
P01610,S0003,72,27,,True
P00553,S0003,18,12,,True
P01402,S0003,15,20,1709.0,True
P01075,S0003,14,30,1282.0,True
P01142,S0003,60,22,,True
P01315,S0003,64,27,464.0,True
P00178,S0003,97,10,,True
P01886,S0003,77,20,,True
P01931,S0003,98,28,1792.0,True
P01316,S0003,18,30,,True
P01534,S0003,70,29,611.0,True
P00912,S0003,73,25,,True
P00039,S0003,12,29,,True
P00088,S0003,60,20,,True
P01591,S0003,24,21,,True
P01717,S0003,77,20,,True
P01785,S0003,85,27,1604.0,True
P00038,S0003,98,13,,True
P01656,S0003,43,30,,True
P00716,S0003,85,10,,True
P00550,S0003,100,22,547.0,True
P00577,S0003,57,15,,True
P01051,S0003,56,11,,True
P00558,S0003,55,27,,True
P00633,S0003,39,11,,True
P01917,S0003,52,15,,True
P00654,S0003,91,27,1516.0,True
P00416,S0003,66,22,,True
P01970,S0003,80,25,,True
P00630,S0003,99,11,513.0,True
P00354,S0003,15,28,415.0,True
P01155,S0003,87,17,,True
P00794,S0003,23,19,,True
P01177,S0003,81,19,,True
P01399,S0003,33,29,1701.0,True
P00017,S0003,97,22,1584.0,True
P00970,S0003,39,28,1264.0,True
P01035,S0003,67,23,637.0,True
P00822,S0003,93,26,,True
