transaction_id,line_number,product_id,category,unit_cost,unit_price,promo_price,qty,line_subtotal,line_discount,line_total,promo_id,promo_type,__line_total_std,__line_subtotal_std,__line_discount_std,__tid_num
T00014762,1,P01489,Candy,2.09,2.69,,1,2.69,0.0,2.69,,,2.69,2.69,0.0,14762.0
T00014763,1,P00183,Alcohol,10.52,13.76,,3,41.28,-0.07,41.35,,,41.35,41.28,-0.07,14763.0
T00014763,2,P00097,Candy,2.84,3.99,,1,3.99,-0.01,4.0,,,4.0,3.99,-0.01,14763.0
T00014763,3,P00811,Frozen Foods,4.08,7.28,,1,7.28,-0.01,7.29,,,7.29,7.28,-0.01,14763.0
T00014763,4,P00946,Baking,5.17,6.69,,1,6.69,-0.01,6.7,,,6.7,6.69,-0.01,14763.0
T00014763,5,P01284,Dairy & Eggs,2.79,3.68,,1,3.68,-0.01,3.69,,,3.69,3.68,-0.01,14763.0
T00014764,1,P00854,Candy,0.89,1.61,,2,3.22,0.01,3.21,,,3.21,3.22,0.01,14764.0
T00014764,2,P00164,Baking,1.86,2.44,,1,2.44,0.01,2.43,,,2.43,2.44,0.01,14764.0
T00014764,3,P00800,Baking,2.03,3.67,,1,3.67,0.01,3.66,,,3.66,3.67,0.01,14764.0
T00014764,4,P00917,Snacks/Cookies/Chips,1.62,2.87,,1,2.87,0.01,2.86,,,2.86,2.87,0.01,14764.0
T00014764,5,P00927,Alcohol,9.77,12.93,,1,12.93,0.03,12.9,,,12.9,12.93,0.03,14764.0
T00014764,6,P01316,Alcohol,10.02,13.33,,1,13.33,0.03,13.3,,,13.3,13.33,0.03,14764.0
T00014765,1,P00175,Meat and Seafood,4.5,7.77,,1,7.77,-0.03,7.8,,,7.8,7.77,-0.03,14765.0
T00014766,1,P00136,Grains and Pasta,1.1,1.57,,1,1.57,0.0,1.57,,,1.57,1.57,0.0,14766.0
T00014766,2,P00393,Beverages,1.5,2.11,,2,4.22,-0.01,4.23,,,4.23,4.22,-0.01,14766.0
T00014766,3,P00096,Pet Food,3.46,5.86,,1,5.86,-0.01,5.87,,,5.87,5.86,-0.01,14766.0
T00014767,1,P00132,Deli,4.48,7.06,,1,7.06,-0.03,7.09,,,7.09,7.06,-0.03,14767.0
T00014767,2,P00945,Snacks/Cookies/Chips,2.95,4.04,,1,4.04,-0.02,4.06,,,4.06,4.04,-0.02,14767.0
T00014768,1,P00714,Deli,2.98,4.66,,1,4.66,0.01,4.65,,,4.65,4.66,0.01,14768.0
T00014768,2,P00011,Condiments/Sauces/Spices,1.69,2.72,,3,8.16,0.02,8.14,,,8.14,8.16,0.02,14768.0
T00014768,3,P00350,Breakfast & Cereal,2.07,3.52,,1,3.52,0.01,3.51,,,3.51,3.52,0.01,14768.0
T00014768,4,P00975,Beverages,2.05,3.55,,1,3.55,0.01,3.54,,,3.54,3.55,0.01,14768.0
T00014768,5,P00967,Snacks/Cookies/Chips,2.7,3.73,,1,3.73,0.01,3.72,,,3.72,3.73,0.01,14768.0
T00014768,6,P01176,Beverages,3.03,4.09,,1,4.09,0.01,4.08,,,4.08,4.09,0.01,14768.0
T00014769,1,P00391,Beverages,2.41,4.1,,2,8.2,0.05,8.15,,,8.15,8.2,0.05,14769.0
T00014769,2,P01445,Dairy & Eggs,4.06,5.59,,1,5.59,0.03,5.56,,,5.56,5.59,0.03,14769.0
T00014769,3,P00165,Meat and Seafood,4.0,7.04,,1,7.04,0.04,7.0,,,7.0,7.04,0.04,14769.0
T00014770,1,P00396,Pet Food,5.82,9.62,,1,9.62,-0.04,9.66,,,9.66,9.62,-0.04,14770.0
T00014770,2,P00666,Snacks/Cookies/Chips,1.61,2.43,,2,4.86,-0.02,4.88,,,4.88,4.86,-0.02,14770.0
T00014770,3,P00235,Prepared Meals,4.13,5.21,,3,15.63,-0.06,15.69,,,15.69,15.63,-0.06,14770.0
T00014771,1,P00293,Dairy & Eggs,1.68,2.7,,1,2.7,0.0,2.7,,,2.7,2.7,0.0,14771.0
T00014771,2,P00122,Snacks/Cookies/Chips,2.49,3.12,,1,3.12,-0.01,3.13,,,3.13,3.12,-0.01,14771.0
T00014771,3,P00772,Beverages,1.36,2.07,,1,2.07,0.0,2.07,,,2.07,2.07,0.0,14771.0
T00014771,4,P00075,Baking,3.52,4.97,,3,14.91,-0.03,14.94,,,14.94,14.91,-0.03,14771.0
T00014771,5,P00890,Prepared Meals,4.65,7.6,,1,7.6,-0.01,7.61,,,7.61,7.6,-0.01,14771.0
T00014772,1,P00054,Pet Food,4.53,7.6,,3,22.8,-0.09,22.89,,,22.89,22.8,-0.09,14772.0
T00014772,2,P00267,Bakery,2.08,3.5,,1,3.5,-0.01,3.51,,,3.51,3.5,-0.01,14772.0
T00014772,3,P00436,Dairy & Eggs,1.57,2.46,,1,2.46,-0.01,2.47,,,2.47,2.46,-0.01,14772.0
T00014772,4,P00794,Frozen Foods,4.33,5.59,,1,5.59,-0.02,5.61,,,5.61,5.59,-0.02,14772.0
T00014773,1,P00450,Condiments/Sauces/Spices,1.35,2.36,,1,2.36,0.01,2.35,,,2.35,2.36,0.01,14773.0
T00014773,2,P00832,Deli,3.08,5.1,,1,5.1,0.03,5.07,,,5.07,5.1,0.03,14773.0
T00014774,1,P00917,Snacks/Cookies/Chips,1.62,2.87,,1,2.87,-0.01,2.88,,,2.88,2.87,-0.01,14774.0
T00014774,2,P01175,Baking,3.53,4.46,,1,4.46,-0.02,4.48,,,4.48,4.46,-0.02,14774.0
T00014774,3,P01485,Breakfast & Cereal,2.69,4.6,,1,4.6,-0.02,4.62,,,4.62,4.6,-0.02,14774.0
T00014774,4,P01475,Dairy & Eggs,1.92,2.99,,1,2.99,-0.01,3.0,,,3.0,2.99,-0.01,14774.0
T00014775,1,P00321,Alcohol,10.5,13.86,,1,13.86,0.03,13.83,,,13.83,13.86,0.03,14775.0
T00014775,2,P00146,Grains and Pasta,1.92,2.43,,1,2.43,0.01,2.42,,,2.42,2.43,0.01,14775.0
T00014775,3,P00291,Alcohol,8.52,12.23,,1,12.23,0.03,12.2,,,12.2,12.23,0.03,14775.0
T00014776,1,P00714,Deli,2.98,4.66,,1,4.66,-0.01,4.67,,,4.67,4.66,-0.01,14776.0
T00014776,2,P01436,Pet Food,5.2,8.81,,1,8.81,-0.02,8.83,,,8.83,8.81,-0.02,14776.0
T00014776,3,P01167,Alcohol,6.52,8.57,,1,8.57,-0.02,8.59,,,8.59,8.57,-0.02,14776.0
T00014776,4,P00577,Baking,1.84,3.29,,1,3.29,-0.01,3.3,,,3.3,3.29,-0.01,14776.0
T00014776,5,P01012,Beverages,2.01,2.87,,1,2.87,-0.01,2.88,,,2.88,2.87,-0.01,14776.0
T00014777,1,P00371,Alcohol,6.38,9.32,,1,9.32,-0.02,9.34,,,9.34,9.32,-0.02,14777.0
T00014777,2,P00918,Frozen Foods,6.85,9.17,,1,9.17,-0.02,9.19,,,9.19,9.17,-0.02,14777.0
T00014777,3,P00954,Snacks/Cookies/Chips,1.77,2.98,,3,8.94,-0.02,8.96,,,8.96,8.94,-0.02,14777.0
T00014777,4,P01050,Bakery,2.69,4.11,,1,4.11,-0.01,4.12,,,4.12,4.11,-0.01,14777.0
T00014777,5,P00476,Snacks/Cookies/Chips,3.02,4.27,,1,4.27,-0.01,4.28,,,4.28,4.27,-0.01,14777.0
T00014777,6,P01014,Prepared Meals,6.94,12.22,,1,12.22,-0.02,12.24,,,12.24,12.22,-0.02,14777.0
T00014778,1,P00303,Beverages,2.24,2.83,,2,5.66,0.01,5.65,,,5.65,5.66,0.01,14778.0
T00014778,2,P00421,Candy,2.08,2.61,,1,2.61,0.01,2.6,,,2.6,2.61,0.01,14778.0
T00014779,1,P00627,Breakfast & Cereal,2.15,3.05,,1,3.05,-0.01,3.06,,,3.06,3.05,-0.01,14779.0
T00014779,2,P00817,Prepared Meals,5.71,7.3,,1,7.3,-0.03,7.33,,,7.33,7.3,-0.03,14779.0
T00014780,1,P00448,Dairy & Eggs,2.2,3.04,2.03,1,3.04,1.02,2.02,PR00033,BOGO,2.02,3.04,1.02,14780.0
T00014781,1,P01223,Deli,5.74,8.27,,1,8.27,-0.01,8.28,,,8.28,8.27,-0.01,14781.0
T00014781,2,P01046,Alcohol,9.39,12.06,,2,24.12,-0.04,24.16,,,24.16,24.12,-0.04,14781.0
T00014781,3,P01377,Dairy & Eggs,2.77,4.64,,1,4.64,-0.01,4.65,,,4.65,4.64,-0.01,14781.0
T00014781,4,P00293,Dairy & Eggs,1.68,2.7,,1,2.7,0.0,2.7,,,2.7,2.7,0.0,14781.0
T00014782,1,P00877,Snacks/Cookies/Chips,1.94,3.11,,1,3.11,0.02,3.09,,,3.09,3.11,0.02,14782.0
T00014782,2,P00853,Dairy & Eggs,1.78,2.46,,2,4.92,0.03,4.89,,,4.89,4.92,0.03,14782.0
T00014783,1,P00221,Beverages,3.58,5.14,,2,10.28,-0.04,10.32,,,10.32,10.28,-0.04,14783.0
T00014783,2,P01228,Dairy & Eggs,1.59,2.56,,1,2.56,-0.01,2.57,,,2.57,2.56,-0.01,14783.0
T00014784,1,P00967,Snacks/Cookies/Chips,2.7,3.73,,1,3.73,-0.01,3.74,,,3.74,3.73,-0.01,14784.0
T00014785,1,P00516,Dairy & Eggs,3.54,4.62,,1,4.62,-0.02,4.64,,,4.64,4.62,-0.02,14785.0
T00014785,2,P00917,Snacks/Cookies/Chips,1.62,2.87,,3,8.61,-0.03,8.64,,,8.64,8.61,-0.03,14785.0
T00014785,3,P00927,Alcohol,9.77,12.93,,1,12.93,-0.05,12.98,,,12.98,12.93,-0.05,14785.0
T00014785,4,P00974,Frozen Foods,6.66,8.58,,1,8.58,-0.03,8.61,,,8.61,8.58,-0.03,14785.0
T00014785,5,P00110,Pet Food,3.14,5.65,,2,11.3,-0.04,11.34,,,11.34,11.3,-0.04,14785.0
T00014785,6,P00760,Dairy & Eggs,1.23,2.14,,3,6.42,-0.02,6.44,,,6.44,6.42,-0.02,14785.0
T00014785,7,P00811,Frozen Foods,4.08,7.28,,1,7.28,-0.03,7.31,,,7.31,7.28,-0.03,14785.0
T00014786,1,P00169,Snacks/Cookies/Chips,2.96,4.46,,1,4.46,-0.02,4.48,,,4.48,4.46,-0.02,14786.0
T00014786,2,P00984,Snacks/Cookies/Chips,2.77,3.5,,1,3.5,-0.01,3.51,,,3.51,3.5,-0.01,14786.0
T00014786,3,P00552,Dairy & Eggs,2.13,3.82,,3,11.46,-0.04,11.5,,,11.5,11.46,-0.04,14786.0
T00014786,4,P00011,Condiments/Sauces/Spices,1.69,2.72,,1,2.72,-0.01,2.73,,,2.73,2.72,-0.01,14786.0
T00014786,5,P00515,Pet Food,6.19,8.11,,1,8.11,-0.03,8.14,,,8.14,8.11,-0.03,14786.0
T00014787,1,P00156,Deli,2.91,5.03,,1,5.03,-0.02,5.05,,,5.05,5.03,-0.02,14787.0
T00014787,2,P00984,Snacks/Cookies/Chips,2.77,3.5,,1,3.5,-0.01,3.51,,,3.51,3.5,-0.01,14787.0
T00014787,3,P00714,Deli,2.98,4.66,,1,4.66,-0.02,4.68,,,4.68,4.66,-0.02,14787.0
T00014787,4,P00716,Frozen Foods,4.02,5.36,,2,10.72,-0.04,10.76,,,10.76,10.72,-0.04,14787.0
T00014787,5,P01227,Condiments/Sauces/Spices,2.23,2.86,,1,2.86,-0.01,2.87,,,2.87,2.86,-0.01,14787.0
T00014788,1,P00880,Dairy & Eggs,1.79,2.35,,1,2.35,-0.01,2.36,,,2.36,2.35,-0.01,14788.0
T00014789,1,P00547,Deli,4.62,7.06,,2,14.12,-0.02,14.14,,,14.14,14.12,-0.02,14789.0
T00014789,2,P00846,Snacks/Cookies/Chips,1.42,2.58,,1,2.58,0.0,2.58,,,2.58,2.58,0.0,14789.0
T00014790,1,P00414,Condiments/Sauces/Spices,4.21,5.35,,3,16.05,-0.06,16.11,,,16.11,16.05,-0.06,14790.0
T00014790,2,P00255,Frozen Foods,4.13,6.08,,1,6.08,-0.02,6.1,,,6.1,6.08,-0.02,14790.0
T00014790,3,P00679,Frozen Foods,3.61,5.38,,1,5.38,-0.02,5.4,,,5.4,5.38,-0.02,14790.0
T00014790,4,P00878,Beverages,1.52,1.93,,1,1.93,-0.01,1.94,,,1.94,1.93,-0.01,14790.0
T00014790,5,P01190,Beverages,1.43,2.29,,1,2.29,-0.01,2.3,,,2.3,2.29,-0.01,14790.0
T00014791,1,P00037,Deli,3.72,4.86,,3,14.58,-0.03,14.61,,,14.61,14.58,-0.03,14791.0
T00014791,2,P00500,Alcohol,14.46,18.8,,1,18.8,-0.03,18.83,,,18.83,18.8,-0.03,14791.0
T00014791,3,P00936,Alcohol,12.05,15.52,,1,15.52,-0.03,15.55,,,15.55,15.52,-0.03,14791.0
T00014791,4,P00236,Dairy & Eggs,3.73,4.91,,1,4.91,-0.01,4.92,,,4.92,4.91,-0.01,14791.0
T00014791,5,P00243,Dairy & Eggs,2.19,3.61,,1,3.61,-0.01,3.62,,,3.62,3.61,-0.01,14791.0
T00014792,1,P00099,Frozen Foods,3.21,5.09,,1,5.09,-0.01,5.1,,,5.1,5.09,-0.01,14792.0
T00014793,1,P00189,Frozen Foods,5.55,7.05,,1,7.05,0.04,7.01,,,7.01,7.05,0.04,14793.0
T00014793,2,P00448,Dairy & Eggs,2.2,3.04,,1,3.04,0.02,3.02,,,3.02,3.04,0.02,14793.0
T00014793,3,P00581,Dairy & Eggs,1.79,3.03,,2,6.06,0.04,6.02,,,6.02,6.06,0.04,14793.0
T00014793,4,P01206,Baking,3.33,4.19,,3,12.57,0.07,12.5,,,12.5,12.57,0.07,14793.0
T00014793,5,P01284,Dairy & Eggs,2.79,3.68,,1,3.68,0.02,3.66,,,3.66,3.68,0.02,14793.0
T00014794,1,P00632,Beverages,3.79,5.04,,3,15.12,0.09,15.03,,,15.03,15.12,0.09,14794.0
T00014794,2,P01041,Candy,1.38,2.42,,1,2.42,0.01,2.41,,,2.41,2.42,0.01,14794.0
T00014795,1,P00884,Dairy & Eggs,3.99,5.45,,3,16.35,0.1,16.25,,,16.25,16.35,0.1,14795.0
T00014795,2,P00666,Snacks/Cookies/Chips,1.61,2.43,,1,2.43,0.01,2.42,,,2.42,2.43,0.01,14795.0
T00014795,3,P00953,Pet Food,6.14,9.68,,2,19.36,0.11,19.25,,,19.25,19.36,0.11,14795.0
T00014795,4,P00861,Breakfast & Cereal,3.59,5.81,,1,5.81,0.03,5.78,,,5.78,5.81,0.03,14795.0
T00014795,5,P01242,Dairy & Eggs,2.43,4.05,,1,4.05,0.02,4.03,,,4.03,4.05,0.02,14795.0
T00014796,1,P00450,Condiments/Sauces/Spices,1.35,2.36,,1,2.36,-0.01,2.37,,,2.37,2.36,-0.01,14796.0
T00014796,2,P00176,Frozen Foods,5.82,8.04,,1,8.04,-0.03,8.07,,,8.07,8.04,-0.03,14796.0
T00014797,1,P00310,Snacks/Cookies/Chips,2.27,3.46,,2,6.92,0.01,6.91,,,6.91,6.92,0.01,14797.0
T00014797,2,P01432,Candy,1.43,1.98,,1,1.98,0.0,1.98,,,1.98,1.98,0.0,14797.0
T00014797,3,P00548,Prepared Meals,5.54,7.8,,1,7.8,0.02,7.78,,,7.78,7.8,0.02,14797.0
T00014797,4,P00510,Snacks/Cookies/Chips,2.14,3.17,,1,3.17,0.01,3.16,,,3.16,3.17,0.01,14797.0
T00014797,5,P00746,Meat and Seafood,6.11,9.75,,1,9.75,0.02,9.73,,,9.73,9.75,0.02,14797.0
T00014797,6,P01467,Alcohol,6.73,11.87,,3,35.61,0.07,35.54,,,35.54,35.61,0.07,14797.0
T00014797,7,P00183,Alcohol,10.52,13.76,,1,13.76,0.03,13.73,,,13.73,13.76,0.03,14797.0
T00014797,8,P00169,Snacks/Cookies/Chips,2.96,4.46,,1,4.46,0.01,4.45,,,4.45,4.46,0.01,14797.0
T00014797,9,P01154,Deli,3.87,5.31,,1,5.31,0.01,5.3,,,5.3,5.31,0.01,14797.0
T00014798,1,P00497,Candy,1.32,2.18,,3,6.54,-0.01,6.55,,,6.55,6.54,-0.01,14798.0
T00014799,1,P00169,Snacks/Cookies/Chips,2.96,4.46,,2,8.92,-0.02,8.94,,,8.94,8.92,-0.02,14799.0
T00014800,1,P01212,Grains and Pasta,1.41,2.53,,1,2.53,-0.01,2.54,,,2.54,2.53,-0.01,14800.0
T00014800,2,P00945,Snacks/Cookies/Chips,2.95,4.04,,1,4.04,-0.02,4.06,,,4.06,4.04,-0.02,14800.0
T00014800,3,P00311,Dairy & Eggs,1.35,2.33,,1,2.33,-0.01,2.34,,,2.34,2.33,-0.01,14800.0
T00014801,1,P00880,Dairy & Eggs,1.79,2.35,,1,2.35,0.0,2.35,,,2.35,2.35,0.0,14801.0
T00014801,2,P00644,Dairy & Eggs,1.94,2.7,,1,2.7,0.01,2.69,,,2.69,2.7,0.01,14801.0
T00014801,3,P00012,Frozen Foods,4.51,7.03,,1,7.03,0.01,7.02,,,7.02,7.03,0.01,14801.0
T00014801,4,P00355,Snacks/Cookies/Chips,1.28,1.92,,1,1.92,0.0,1.92,,,1.92,1.92,0.0,14801.0
T00014801,5,P00527,Snacks/Cookies/Chips,2.63,3.53,,1,3.53,0.01,3.52,,,3.52,3.53,0.01,14801.0
T00014802,1,P00143,Dairy & Eggs,1.58,2.11,,1,2.11,0.0,2.11,,,2.11,2.11,0.0,14802.0
T00014802,2,P00137,Meat and Seafood,4.65,8.0,,1,8.0,0.02,7.98,,,7.98,8.0,0.02,14802.0
T00014802,3,P01482,Baking,2.35,4.14,,1,4.14,0.01,4.13,,,4.13,4.14,0.01,14802.0
T00014804,1,P00276,Alcohol,8.37,11.36,,1,11.36,-0.04,11.4,,,11.4,11.36,-0.04,14804.0
T00014804,2,P01141,Snacks/Cookies/Chips,1.99,3.54,,2,7.08,-0.03,7.11,,,7.11,7.08,-0.03,14804.0
T00014804,3,P01416,Breakfast & Cereal,3.53,4.9,,1,4.9,-0.02,4.92,,,4.92,4.9,-0.02,14804.0
T00014806,1,P00760,Dairy & Eggs,1.23,2.14,,1,2.14,0.0,2.14,,,2.14,2.14,0.0,14806.0
T00014806,2,P00291,Alcohol,8.52,12.23,,1,12.23,0.03,12.2,,,12.2,12.23,0.03,14806.0
T00014808,1,P01211,Pet Food,5.55,7.29,,3,21.87,-0.08,21.95,,,21.95,21.87,-0.08,14808.0
T00014808,2,P00975,Beverages,2.05,3.55,,1,3.55,-0.01,3.56,,,3.56,3.55,-0.01,14808.0
T00014808,3,P01409,Condiments/Sauces/Spices,1.99,3.52,,1,3.52,-0.01,3.53,,,3.53,3.52,-0.01,14808.0
T00014808,4,P00394,Frozen Foods,3.49,5.35,,1,5.35,-0.02,5.37,,,5.37,5.35,-0.02,14808.0
T00014808,5,P01440,Alcohol,7.55,13.37,,1,13.37,-0.05,13.42,,,13.42,13.37,-0.05,14808.0
T00014809,1,P00992,Alcohol,5.17,9.19,,1,9.19,-0.03,9.22,,,9.22,9.19,-0.03,14809.0
T00014809,2,P00498,Baking,2.81,4.1,,1,4.1,-0.02,4.12,,,4.12,4.1,-0.02,14809.0
T00014809,3,P00962,Dairy & Eggs,2.02,3.48,,3,10.44,-0.04,10.48,,,10.48,10.44,-0.04,14809.0
T00014810,1,P00479,Pet Food,4.02,6.3,,1,6.3,-0.01,6.31,,,6.31,6.3,-0.01,14810.0
T00014810,2,P00498,Baking,2.81,4.1,,2,8.2,-0.01,8.21,,,8.21,8.2,-0.01,14810.0
T00014811,1,P00220,Meat and Seafood,7.38,10.19,,1,10.19,-0.04,10.23,,,10.23,10.19,-0.04,14811.0
T00014811,2,P00447,Alcohol,10.74,14.32,,1,14.32,-0.05,14.37,,,14.37,14.32,-0.05,14811.0
T00014811,3,P00666,Snacks/Cookies/Chips,1.61,2.43,,1,2.43,-0.01,2.44,,,2.44,2.43,-0.01,14811.0
T00014811,4,P00105,Breakfast & Cereal,3.41,4.41,,1,4.41,-0.02,4.43,,,4.43,4.41,-0.02,14811.0
T00014812,1,P01310,Baking,2.53,3.73,,1,3.73,0.02,3.71,,,3.71,3.73,0.02,14812.0
T00014814,1,P01310,Baking,2.53,3.73,,1,3.73,-0.01,3.74,,,3.74,3.73,-0.01,14814.0
T00014814,2,P00883,Meat and Seafood,5.89,8.94,,1,8.94,-0.03,8.97,,,8.97,8.94,-0.03,14814.0
T00014814,3,P01102,Snacks/Cookies/Chips,2.59,3.37,,2,6.74,-0.03,6.77,,,6.77,6.74,-0.03,14814.0
T00014814,4,P00945,Snacks/Cookies/Chips,2.95,4.04,,3,12.12,-0.05,12.17,,,12.17,12.12,-0.05,14814.0
T00014818,1,P00064,Frozen Foods,5.22,7.19,,3,21.57,0.05,21.52,,,21.52,21.57,0.05,14818.0
T00014818,2,P00936,Alcohol,12.05,15.52,,1,15.52,0.03,15.49,,,15.49,15.52,0.03,14818.0
T00014818,3,P00734,Meat and Seafood,6.3,8.33,,1,8.33,0.02,8.31,,,8.31,8.33,0.02,14818.0
T00014821,1,P00352,Snacks/Cookies/Chips,1.69,2.38,,1,2.38,0.0,2.38,,,2.38,2.38,0.0,14821.0
T00014821,2,P00056,Dairy & Eggs,3.45,4.46,,3,13.38,-0.02,13.4,,,13.4,13.38,-0.02,14821.0
T00014821,3,P00368,Bakery,3.42,5.26,,1,5.26,-0.01,5.27,,,5.27,5.26,-0.01,14821.0
T00014826,1,P01360,Candy,1.08,1.74,,1,1.74,0.0,1.74,,,1.74,1.74,0.0,14826.0
T00014826,2,P00940,Baking,2.74,3.89,,1,3.89,-0.01,3.9,,,3.9,3.89,-0.01,14826.0
T00014826,3,P00084,Pet Food,4.97,6.46,,1,6.46,-0.01,6.47,,,6.47,6.46,-0.01,14826.0
T00014826,4,P00989,Snacks/Cookies/Chips,1.87,2.99,,1,2.99,-0.01,3.0,,,3.0,2.99,-0.01,14826.0
T00014826,5,P01475,Dairy & Eggs,1.92,2.99,,2,5.98,-0.01,5.99,,,5.99,5.98,-0.01,14826.0
T00014827,1,P01103,Snacks/Cookies/Chips,1.88,3.24,,1,3.24,0.02,3.22,,,3.22,3.24,0.02,14827.0
T00014827,2,P00993,Snacks/Cookies/Chips,2.94,3.8,,1,3.8,0.02,3.78,,,3.78,3.8,0.02,14827.0
T00014833,1,P00728,Frozen Foods,6.63,8.85,,1,8.85,0.05,8.8,,,8.8,8.85,0.05,14833.0
T00014835,1,P00258,Alcohol,6.69,8.5,,1,8.5,0.02,8.48,,,8.48,8.5,0.02,14835.0
T00014835,2,P01237,Prepared Meals,2.58,4.6,,1,4.6,0.01,4.59,,,4.59,4.6,0.01,14835.0
T00014835,3,P00948,Alcohol,8.4,10.99,,2,21.98,0.05,21.93,,,21.93,21.98,0.05,14835.0
T00014835,4,P00548,Prepared Meals,5.54,7.8,,1,7.8,0.02,7.78,,,7.78,7.8,0.02,14835.0
T00014835,5,P01377,Dairy & Eggs,2.77,4.64,,1,4.64,0.01,4.63,,,4.63,4.64,0.01,14835.0
T00014835,6,P00700,Candy,1.96,3.42,,3,10.26,0.02,10.24,,,10.24,10.26,0.02,14835.0
T00014835,7,P00666,Snacks/Cookies/Chips,1.61,2.43,,2,4.86,0.01,4.85,,,4.85,4.86,0.01,14835.0
T00014841,1,P01352,Dairy & Eggs,2.32,3.74,,1,3.74,-0.01,3.75,,,3.75,3.74,-0.01,14841.0
T00014845,1,P00621,Breakfast & Cereal,2.42,3.26,,1,3.26,-0.01,3.27,,,3.27,3.26,-0.01,14845.0
T00014846,1,P00740,Snacks/Cookies/Chips,2.26,3.41,,1,3.41,-0.01,3.42,,,3.42,3.41,-0.01,14846.0
T00014849,1,P01046,Alcohol,9.39,12.06,,1,12.06,-0.02,12.08,,,12.08,12.06,-0.02,14849.0
T00014849,2,P00371,Alcohol,6.38,9.32,,1,9.32,-0.02,9.34,,,9.34,9.32,-0.02,14849.0
T00014850,1,P01139,Breakfast & Cereal,1.59,2.8,,1,2.8,-0.01,2.81,,,2.81,2.8,-0.01,14850.0
T00014850,2,P01213,Condiments/Sauces/Spices,2.73,3.66,,1,3.66,-0.01,3.67,,,3.67,3.66,-0.01,14850.0
T00014855,1,P00989,Snacks/Cookies/Chips,1.87,2.99,,1,2.99,-0.01,3.0,,,3.0,2.99,-0.01,14855.0
T00014855,2,P00533,Deli,3.36,5.37,,1,5.37,-0.01,5.38,,,5.38,5.37,-0.01,14855.0
T00014855,3,P00866,Deli,5.18,7.62,,1,7.62,-0.01,7.63,,,7.63,7.62,-0.01,14855.0
T00014855,4,P00098,Snacks/Cookies/Chips,2.05,3.38,,2,6.76,-0.01,6.77,,,6.77,6.76,-0.01,14855.0
T00014857,1,P00766,Grains and Pasta,1.4,2.3,,1,2.3,0.0,2.3,,,2.3,2.3,0.0,14857.0
T00014857,2,P00081,Alcohol,7.48,9.54,,1,9.54,0.02,9.52,,,9.52,9.54,0.02,14857.0
T00014857,3,P01231,Bakery,1.9,3.25,,2,6.5,0.01,6.49,,,6.49,6.5,0.01,14857.0
T00014857,4,P00499,Bakery,3.37,5.89,,1,5.89,0.01,5.88,,,5.88,5.89,0.01,14857.0
T00014857,5,P00171,Snacks/Cookies/Chips,2.28,2.89,,1,2.89,0.01,2.88,,,2.88,2.89,0.01,14857.0
T00014857,6,P00375,Frozen Foods,3.56,6.09,,1,6.09,0.01,6.08,,,6.08,6.09,0.01,14857.0
T00014860,1,P01336,Frozen Foods,5.35,7.58,,3,22.74,-0.09,22.83,,,22.83,22.74,-0.09,14860.0
T00014860,2,P00203,Snacks/Cookies/Chips,1.53,2.67,,1,2.67,-0.01,2.68,,,2.68,2.67,-0.01,14860.0
T00014860,3,P00169,Snacks/Cookies/Chips,2.96,4.46,,1,4.46,-0.02,4.48,,,4.48,4.46,-0.02,14860.0
T00014861,1,P00405,Dairy & Eggs,2.25,4.06,,1,4.06,-0.01,4.07,,,4.07,4.06,-0.01,14861.0
T00014861,2,P00637,Dairy & Eggs,2.64,4.2,,2,8.4,-0.01,8.41,,,8.41,8.4,-0.01,14861.0
T00014861,3,P00483,Condiments/Sauces/Spices,2.24,3.47,,1,3.47,-0.01,3.48,,,3.48,3.47,-0.01,14861.0
T00014861,4,P00158,Pet Food,4.88,8.5,,1,8.5,-0.01,8.51,,,8.51,8.5,-0.01,14861.0
T00014861,5,P00987,Deli,3.78,6.58,,1,6.58,-0.01,6.59,,,6.59,6.58,-0.01,14861.0
T00014862,1,P00848,Beverages,2.27,3.53,,1,3.53,0.01,3.52,,,3.52,3.53,0.01,14862.0
T00014862,2,P00018,Snacks/Cookies/Chips,1.84,2.79,,3,8.37,0.02,8.35,,,8.35,8.37,0.02,14862.0
T00014864,1,P01103,Snacks/Cookies/Chips,1.88,3.24,,1,3.24,-0.01,3.25,,,3.25,3.24,-0.01,14864.0
T00014864,2,P00799,Meat and Seafood,4.66,8.21,,1,8.21,-0.01,8.22,,,8.22,8.21,-0.01,14864.0
T00014864,3,P00917,Snacks/Cookies/Chips,1.62,2.87,,1,2.87,-0.01,2.88,,,2.88,2.87,-0.01,14864.0
T00014865,1,P00879,Snacks/Cookies/Chips,2.05,2.67,,1,2.67,0.0,2.67,,,2.67,2.67,0.0,14865.0
T00014865,2,P00279,Deli,2.74,4.11,,1,4.11,-0.01,4.12,,,4.12,4.11,-0.01,14865.0
T00014865,3,P00936,Alcohol,12.05,15.52,,1,15.52,-0.03,15.55,,,15.55,15.52,-0.03,14865.0
T00014865,4,P00577,Baking,1.84,3.29,,1,3.29,-0.01,3.3,,,3.3,3.29,-0.01,14865.0
T00014865,5,P00644,Dairy & Eggs,1.94,2.7,,1,2.7,0.0,2.7,,,2.7,2.7,0.0,14865.0
T00014865,6,P01029,Snacks/Cookies/Chips,2.65,3.93,,1,3.93,-0.01,3.94,,,3.94,3.93,-0.01,14865.0
